,Average_Putting_Distance_-_All_3_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_3_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_3_putts_PLAYER NAME,Average_Putting_Distance_-_All_3_putts_ROUNDS,Average_Putting_Distance_-_All_3_putts_AVG,Average_Putting_Distance_-_All_3_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_3_putts_TOTAL PUTTS
98,T97,T97,Shawn Stefani,91,"40' 10""",1715.8329999999999,42
99,T97,T97,Dawie van der Walt,72,"40' 10""",1184.917,29
100,T101,T101,Mark Wilson,66,"40' 9""",1466.5829999999999,36
101,T101,T101,Gary Woodland,95,"40' 9""",1384.8329999999999,34
102,T103,T103,Graham DeLaet,70,"40' 8""",1504.25,37
103,T103,T103,Harris English,97,"40' 8""",1343.0829999999999,33
104,105,105,Abraham Ancer,51,"40' 7""",771.3330000000001,19
105,106,106,Ricky Barnes,97,"40' 6""",971.4169999999999,24
106,T107,T107,Kevin Kisner,97,"40' 5""",970.5830000000001,24
107,T107,T107,Brett Stegmaier,87,"40' 5""",1453.9170000000001,36
108,109,109,Chris Stroud,82,"40' 4""",1088.333,27
109,T110,T110,Jon Curran,99,"40' 2""",1284.167,32
110,T110,T110,Anirban Lahiri,72,"40' 2""",924.0,23
111,T112,T112,Blayne Barber,84,"40' 1""",1802.75,45
112,T112,T112,J.B. Holmes,77,"40' 1""",1681.75,42
113,T112,T112,Luke List,79,"40' 1""",1842.6670000000001,46
114,T115,T115,Tyler Aldridge,83,"40' 0""",1399.6670000000001,35
115,T115,T115,Francesco Molinari,64,"40' 0""",1120.333,28
116,T115,T115,Vijay Singh,72,"40' 0""",1239.75,31
117,T118,T118,Billy Hurley III,66,"39' 11""",878.5830000000001,22
118,T118,T118,Scott Piercy,87,"39' 11""",1356.4170000000001,34
119,T120,T120,Jerry Kelly,76,"39' 10""",1074.583,27
120,T120,T120,Patrick Reed,105,"39' 10""",1154.417,29
121,T122,T122,Jamie Lovemark,91,"39' 9""",1749.75,44
122,T122,T122,Bryce Molder,80,"39' 9""",953.8330000000001,24
123,T122,T122,Brendon Todd,66,"39' 9""",795.1669999999999,20
124,125,125,Greg Owen,85,"39' 8""",2024.5829999999999,51
125,T126,T126,Rickie Fowler,80,"39' 7""",751.5830000000001,19
126,T126,T126,Brooks Koepka,75,"39' 7""",1305.25,33
127,T126,T126,Seung-Yul Noh,85,"39' 7""",1346.8329999999999,34
128,T129,T129,Aaron Baddeley,93,"39' 6""",1499.5,38
129,T129,T129,K.J. Choi,73,"39' 6""",1106.667,28
130,T131,T131,Troy Merritt,77,"39' 5""",945.0,24
131,T131,T131,Sean O'Hair,89,"39' 5""",1814.0829999999999,46
132,T133,T133,Hiroshi Iwata,85,"39' 4""",905.5,23
133,T133,T133,Carlos Ortiz,79,"39' 4""",1298.917,33
134,135,135,Henrik Norlander,71,"39' 2""",1213.25,31
135,136,136,Daniel Summerhays,99,"39' 1""",1290.333,33
136,T137,T137,Kevin Chappell,93,"38' 11""",1712.75,44
137,T137,T137,Chez Reavie,90,"38' 11""",1789.6670000000001,46
138,T139,T139,Derek Fathauer,94,"38' 10""",1203.833,31
139,T139,T139,Charley Hoffman,91,"38' 10""",1593.1670000000001,41
140,T141,T141,Matt Jones,83,"38' 9""",890.3330000000001,23
141,T141,T141,Brandt Snedeker,93,"38' 9""",1239.25,32
142,143,143,Sam Saunders,69,"38' 8""",965.8330000000001,25
143,T144,T144,Luke Guthrie,57,"38' 7""",694.6669999999999,18
144,T144,T144,D.H. Lee,61,"38' 7""",655.25,17
145,T146,T146,Zac Blair,99,"38' 6""",1657.0829999999999,43
146,T146,T146,Scott Stallings,74,"38' 6""",1194.667,31
147,T146,T146,Cameron Tringale,81,"38' 6""",1618.25,42
148,149,149,Andrew Loupe,75,"38' 5""",1538.1670000000001,40
149,150,150,David Toms,62,"38' 4""",1148.833,30
150,151,151,Branden Grace,63,"38' 3""",727.5,19
151,T152,T152,Alex Cejka,71,"37' 11""",644.5,17
152,T152,T152,Jason Dufner,105,"37' 11""",1820.6670000000001,48
153,T152,T152,Jason Kokrak,89,"37' 11""",1478.8329999999999,39
154,T155,T155,Ben Crane,80,"37' 7""",1052.333,28
155,T155,T155,Shane Lowry,57,"37' 7""",751.0,20
156,157,157,Jhonattan Vegas,97,"37' 4""",1715.5829999999999,46
157,158,158,Will MacKenzie,84,"37' 1""",1518.75,41
158,T159,T159,Whee Kim,82,"37' 0""",1108.75,30
159,T159,T159,D.A. Points,55,"37' 0""",961.0830000000001,26
160,T161,T161,Robert Allenby,51,"36' 10""",956.5830000000001,26
161,T161,T161,Russell Henley,76,"36' 10""",1141.583,31
162,T161,T161,David Lingmerth,84,"36' 10""",920.6669999999999,25
163,T164,T164,Steven Bowditch,71,"36' 9""",1324.0,36
164,T164,T164,Justin Rose,65,"36' 9""",1103.583,30
165,166,166,Danny Lee,93,"36' 8""",1648.75,45
166,167,167,Vaughn Taylor,72,"36' 5""",910.0,25
167,168,168,David Hearn,95,"36' 3""",1268.25,35
168,169,169,Tim Wilkinson,72,"36' 2""",795.0830000000001,22
169,170,170,Chesson Hadley,81,"35' 11""",1184.25,33
170,171,171,Robert Garrigus,69,"35' 10""",1255.083,35
171,T172,T172,Rob Oppenheim,67,"35' 9""",1000.3330000000001,28
172,T172,T172,Webb Simpson,70,"35' 9""",1323.4170000000001,37
173,174,174,Louis Oosthuizen,63,"35' 8""",713.8330000000001,20
174,175,175,Ángel Cabrera,62,"35' 4""",1059.0,30
175,176,176,Rory McIlroy,69,"35' 2""",1089.833,31
176,177,177,Hideki Matsuyama,76,"35' 0""",1261.25,36
177,178,178,Zach Johnson,90,"34' 9""",1146.417,33
178,179,179,Scott Brown,88,"34' 7""",865.0830000000001,25
179,180,180,Camilo Villegas,83,"34' 6""",1310.667,38
180,181,181,Tom Hoge,81,"34' 5""",1066.417,31
181,182,182,Ken Duke,58,"33' 9""",1046.5,31
182,183,183,Rory Sabbatini,57,"33' 4""",1000.6669999999999,30
183,184,184,Erik Compton,65,"29' 10""",477.583,16
