,3-Putt_Avoidance_-_20-25_RANK THIS WEEK,3-Putt_Avoidance_-_20-25_RANK LAST WEEK,3-Putt_Avoidance_-_20-25_PLAYER NAME,3-Putt_Avoidance_-_20-25_ROUNDS,3-Putt_Avoidance_-_20-25_%,3-Putt_Avoidance_-_20-25_TOTAL 3 PUTTS,3-Putt_Avoidance_-_20-25_ATTEMPTS,3-Putt_Avoidance_-_20-25_2 PUTT OR BETTER %
50,T1,T1,D.J. Trahan,33,0.0,,35,10.0
51,T1,T1,Cameron Tringale,52,0.0,,53,10.0
52,T1,T1,Peter Uihlein,65,0.0,,61,10.0
53,T1,T1,Johnson Wagner,45,0.0,,36,10.0
54,T1,T1,Danny Willett,47,0.0,,65,10.0
55,T1,T1,Aaron Wise,52,0.0,,55,10.0
56,T1,T1,Chase Wright,53,0.0,,52,10.0
57,58,61,Brian Stuard,76,1.06,1.0,94,9.89
58,59,T62,Harold Varner III,62,1.09,1.0,92,9.89
59,60,T62,Brian Gay,79,1.11,1.0,90,9.88
60,61,64,Beau Hossler,66,1.23,1.0,81,9.87
61,62,65,Scott Piercy,70,1.33,1.0,75,9.86
62,T63,66,Kramer Hickok,59,1.37,1.0,73,9.86
63,T63,67,Trey Mullinax,67,1.37,1.0,73,9.86
64,T63,T68,Adam Schenk,80,1.37,1.0,73,9.86
65,T66,T68,Jonas Blixt,66,1.39,1.0,72,9.86
66,T66,T80,Kevin Tway,62,1.39,1.0,72,9.86
67,68,T72,Carlos Ortiz,60,1.41,1.0,71,9.85
68,T69,T100,Jim Furyk,53,1.43,1.0,70,9.85
69,T69,T68,Tom Hoge,70,1.43,1.0,70,9.85
70,T71,T68,Chesson Hadley,58,1.45,1.0,69,9.85
71,T71,76,Denny McCarthy,63,1.45,1.0,69,9.85
72,T73,T74,Wyndham Clark,61,1.47,1.0,68,9.85
73,T73,T74,Corey Conners,62,1.47,1.0,68,9.85
74,T73,T72,Rickie Fowler,54,1.47,1.0,68,9.85
75,T76,T84,Stephan Jaeger,59,1.49,1.0,67,9.85
76,T76,T77,Martin Laird,60,1.49,1.0,67,9.85
77,T76,T90,Ben Silverman,54,1.49,1.0,67,9.85
78,T79,T77,Jordan Spieth,57,1.56,1.0,64,9.84
79,T79,T84,Robert Streb,60,1.56,1.0,64,9.84
80,T81,T86,Scott Brown,66,1.59,1.0,63,9.84
81,T81,79,Chris Kirk,47,1.59,1.0,63,9.84
82,83,T80,Martin Kaymer,38,1.61,1.0,62,9.83
83,T84,83,Jason Dufner,56,1.64,1.0,61,9.83
84,T84,T97,Jimmy Walker,61,1.64,1.0,61,9.83
85,86,T94,Webb Simpson,53,1.67,1.0,60,9.83
86,87,T86,Andrew Landry,56,1.69,1.0,59,9.83
87,T88,T88,Kevin Kisner,65,1.72,1.0,58,9.82
88,T88,T100,Rory McIlroy,50,1.72,1.0,58,9.82
89,T88,T103,Brandt Snedeker,68,1.72,1.0,58,9.82
90,T88,T103,J.J. Spaun,68,1.72,1.0,58,9.82
91,T88,T88,Brendan Steele,50,1.72,1.0,58,9.82
92,T93,T90,Kiradech Aphibarnrat,49,1.75,1.0,57,9.82
93,T93,T90,Chez Reavie,67,1.75,1.0,57,9.82
94,T95,T94,Matthew Fitzpatrick,42,1.82,1.0,55,9.81
95,T95,T94,Martin Trainer,51,1.82,1.0,55,9.81
96,T97,T108,Whee Kim,57,1.85,1.0,54,9.81
97,T97,T97,Si Woo Kim,65,1.85,1.0,54,9.81
98,T97,T115,Sebastián Muñoz,58,1.85,1.0,54,9.81
99,T97,T115,Ryan Palmer,56,1.85,1.0,54,9.81
100,T97,T97,Kyle Stanley,53,1.85,1.0,54,9.81
101,T102,T106,Anders Albertson,48,1.89,1.0,53,9.81
102,T102,T112,Roberto Díaz,51,1.89,1.0,53,9.81
103,T102,T100,Hunter Mahan,45,1.89,1.0,53,9.81
104,105,T103,Michael Kim,51,1.92,1.0,52,9.8
105,T106,T106,Paul Casey,51,1.96,1.0,51,9.8
106,T106,T108,Brice Garnett,63,1.96,1.0,51,9.8
107,108,T108,Charles Howell III,64,2.0,1.0,50,9.8
108,T109,111,Anirban Lahiri,54,2.04,1.0,49,9.79
109,T109,T115,José de Jesús Rodríguez,51,2.04,1.0,49,9.79
110,T111,T112,Branden Grace,62,2.08,1.0,48,9.79
111,T111,T112,Alex Noren,49,2.08,1.0,48,9.79
112,T113,T118,Austin Cook,50,2.13,1.0,47,9.78
113,T113,T118,Curtis Luck,51,2.13,1.0,47,9.78
114,115,T123,Sepp Straka,48,2.17,1.0,46,9.78
115,116,T118,Sergio Garcia,39,2.22,1.0,45,9.77
116,T117,999,Shane Lowry,30,2.27,1.0,44,9.77
117,T117,T118,Kevin Na,54,2.27,1.0,44,9.77
118,T117,T118,Pat Perez,52,2.27,1.0,44,9.77
119,T117,T130,Seth Reeves,52,2.27,1.0,44,9.77
120,T121,T1,Dustin Johnson,47,2.38,1.0,42,9.76
121,T121,139,Wes Roach,45,2.38,1.0,42,9.76
122,T121,T136,Justin Thomas,49,2.38,1.0,42,9.76
123,T124,125,Jason Day,45,2.44,1.0,41,9.75
124,T124,T136,Brooks Koepka,49,2.44,1.0,41,9.75
125,126,126,Rory Sabbatini,71,2.47,2.0,81,9.75
126,T127,T127,Stewart Cink,33,2.5,1.0,40,9.75
127,T127,T1,Matt Every,38,2.5,1.0,40,9.75
128,T127,T127,Phil Mickelson,41,2.5,1.0,40,9.75
129,T127,T130,Richy Werenski,63,2.5,2.0,80,9.75
130,T131,129,Billy Horschel,73,2.53,2.0,79,9.74
131,T131,T134,Nick Watney,67,2.53,2.0,79,9.74
132,T133,T132,Sung Kang,67,2.6,2.0,77,9.74
133,T133,T132,Michael Thompson,56,2.6,2.0,77,9.74
134,135,T134,Sam Burns,66,2.63,2.0,76,9.73
135,T136,T146,Jonathan Byrd,43,2.7,1.0,37,9.73
136,T136,143,Seamus Power,58,2.7,2.0,74,9.73
137,138,T149,Tyler Duncan,66,2.74,2.0,73,9.72
138,T139,T1,John Chin,38,2.78,1.0,36,9.72
139,T139,T163,Joey Garber,44,2.78,1.0,36,9.72
140,T139,148,Danny Lee,66,2.78,2.0,72,9.72
141,142,T144,Bud Cauley,61,2.82,2.0,71,9.71
142,143,140,J.T. Poston,76,2.83,3.0,106,9.71
143,T144,T141,John Huh,35,2.86,1.0,35,9.71
144,T144,T152,Roger Sloan,62,2.86,2.0,70,9.71
145,T144,T141,Jhonattan Vegas,60,2.86,2.0,70,9.71
146,147,T144,Max Homa,61,2.99,2.0,67,9.7
147,148,151,Sam Saunders,53,3.03,2.0,66,9.69
148,149,T80,Bill Haas,58,3.08,2.0,65,9.69
149,T150,172,Talor Gooch,37,3.13,2.0,64,9.68
150,T150,T149,Adam Long,52,3.13,2.0,64,9.68
151,T152,T1,Lucas Bjerregaard,37,3.23,1.0,31,9.67
152,T152,T152,Francesco Molinari,41,3.23,1.0,31,9.67
153,T152,T152,C.T. Pan,64,3.23,2.0,62,9.67
154,T152,T90,Bubba Watson,47,3.23,2.0,62,9.67
155,156,T167,Hank Lebioda,55,3.28,2.0,61,9.67
156,T157,T155,Freddie Jacobson,37,3.33,1.0,30,9.66
157,T157,T155,Matt Jones,67,3.33,2.0,60,9.66
158,T157,T165,Jim Knous,55,3.33,2.0,60,9.66
159,T157,T155,Luke List,52,3.33,2.0,60,9.66
160,T157,T155,Adam Scott,41,3.33,1.0,30,9.66
161,162,160,Ryan Blaum,67,3.37,3.0,89,9.66
162,163,161,Gary Woodland,63,3.39,2.0,59,9.66
163,164,162,Marc Leishman,52,3.51,2.0,57,9.64
164,T165,171,Sungjae Im,88,3.57,3.0,84,9.64
165,T165,T163,Tiger Woods,31,3.57,1.0,28,9.64
166,T167,T173,Kelly Kraft,67,3.64,2.0,55,9.63
167,T167,T165,Hideki Matsuyama,59,3.64,2.0,55,9.63
168,T169,T167,Grayson Murray,36,3.7,2.0,54,9.63
169,T169,138,Nick Taylor,70,3.7,3.0,81,9.63
170,T171,T169,Byeong Hun An,54,3.77,2.0,53,9.62
171,T171,T169,Aaron Baddeley,51,3.77,2.0,53,9.62
172,173,181,Graeme McDowell,61,3.8,3.0,79,9.62
173,T174,T183,Roberto Castro,54,3.92,2.0,51,9.6
174,T174,185,Cody Gribble,52,3.92,2.0,51,9.6
175,T174,T176,Kyle Jones,49,3.92,2.0,51,9.6
176,T177,178,Adam Hadwin,66,4.0,3.0,75,9.6
177,T177,T173,Kyoung-Hoon Lee,72,4.0,3.0,75,9.6
178,T177,T173,Matt Wallace,31,4.0,1.0,25,9.6
179,T180,T176,Rafa Cabrera Bello,57,4.08,2.0,49,9.59
180,T180,T188,J.B. Holmes,54,4.08,2.0,49,9.59
181,182,T179,Joel Dahmen,78,4.17,4.0,96,9.58
182,183,182,Ryan Armour,66,4.29,3.0,70,9.57
183,184,T183,Satoshi Kodaira,51,4.44,2.0,45,9.55
184,185,T123,Shawn Stefani,57,4.55,2.0,44,9.54
185,186,186,Keith Mitchell,64,4.62,3.0,65,9.53
186,T187,T188,Jim Herman,37,4.65,2.0,43,9.53
187,T187,187,Jason Kokrak,68,4.65,4.0,86,9.53
188,189,T188,Bryson DeChambeau,45,4.76,3.0,63,9.52
189,190,191,Ryan Moore,54,4.84,3.0,62,9.51
190,191,192,Ernie Els,43,4.88,2.0,41,9.51
191,T192,T193,Sam Ryder,52,4.92,3.0,61,9.5
192,T192,T193,Xander Schauffele,55,4.92,3.0,61,9.5
193,194,195,Bronson Burgoon,37,5.0,2.0,40,9.5
194,195,T196,Henrik Stenson,46,5.13,2.0,39,9.48
195,196,199,J.J. Henry,42,5.26,2.0,38,9.47
196,197,T196,"Ted Potter, Jr.",56,5.56,4.0,72,9.44
197,198,198,Cameron Champ,58,5.63,4.0,71,9.43
198,T199,200,Julián Etulain,55,6.0,3.0,50,9.4
199,T199,T179,Adam Svensson,51,6.0,3.0,50,9.4
200,201,201,Fabián Gómez,44,6.12,3.0,49,9.38
201,202,202,Abraham Ancer,69,6.82,6.0,88,9.31
202,T203,206,Alex Cejka,41,6.98,3.0,43,9.3
203,T203,203,Cameron Davis,54,6.98,3.0,43,9.3
204,205,207,Keegan Bradley,65,7.02,4.0,57,9.29
205,T206,204,Lucas Glover,62,7.32,6.0,82,9.26
206,T206,T146,Rod Pampling,40,7.32,3.0,41,9.26
207,208,205,John Senden,39,7.69,3.0,39,9.23
208,209,999,Tyrone Van Aswegen,30,8.11,3.0,37,9.18
