,3-Putt_Avoidance_-_10-15_RANK THIS WEEK,3-Putt_Avoidance_-_10-15_RANK LAST WEEK,3-Putt_Avoidance_-_10-15_PLAYER NAME,3-Putt_Avoidance_-_10-15_ROUNDS,3-Putt_Avoidance_-_10-15_%,3-Putt_Avoidance_-_10-15_TOTAL 3 PUTTS,3-Putt_Avoidance_-_10-15_ATTEMPTS,3-Putt_Avoidance_-_10-15_2 PUTT OR BETTER %
40,T1,T1,Anirban Lahiri,54,0.0,,107,10.0
41,T1,T1,Martin Laird,60,0.0,,112,10.0
42,T1,T1,Nate Lashley,44,0.0,,86,10.0
43,T1,T1,Adam Long,52,0.0,,115,10.0
44,T1,999,Shane Lowry,30,0.0,,39,10.0
45,T1,T1,Curtis Luck,51,0.0,,92,10.0
46,T1,T1,Hideki Matsuyama,59,0.0,,110,10.0
47,T1,T1,Denny McCarthy,63,0.0,,137,10.0
48,T1,T1,Phil Mickelson,41,0.0,,84,10.0
49,T1,T1,Francesco Molinari,41,0.0,,72,10.0
50,T1,T1,Kevin Na,54,0.0,,91,10.0
51,T1,T1,Joaquin Niemann,68,0.0,,151,10.0
52,T1,T1,Alex Noren,49,0.0,,79,10.0
53,T1,T1,Louis Oosthuizen,43,0.0,,71,10.0
54,T1,T1,Ryan Palmer,56,0.0,,109,10.0
55,T1,T1,Rod Pampling,40,0.0,,74,10.0
56,T1,T1,C.T. Pan,64,0.0,,98,10.0
57,T1,T1,Pat Perez,52,0.0,,73,10.0
58,T1,999,Martin Piller,30,0.0,,53,10.0
59,T1,T1,Ian Poulter,49,0.0,,90,10.0
60,T1,T1,Alex Prugh,54,0.0,,91,10.0
61,T1,T1,Chez Reavie,67,0.0,,117,10.0
62,T1,T1,Seth Reeves,52,0.0,,86,10.0
63,T1,T1,Wes Roach,45,0.0,,79,10.0
64,T1,T1,Patrick Rodgers,44,0.0,,96,10.0
65,T1,T1,Justin Rose,42,0.0,,76,10.0
66,T1,T1,Sam Saunders,53,0.0,,118,10.0
67,T1,T1,Brady Schnell,38,0.0,,67,10.0
68,T1,T1,Ollie Schniederjans,63,0.0,,105,10.0
69,T1,T1,Adam Scott,41,0.0,,69,10.0
70,T1,T1,John Senden,39,0.0,,66,10.0
71,T1,T1,Webb Simpson,53,0.0,,114,10.0
72,T1,T1,Roger Sloan,62,0.0,,120,10.0
73,T1,T1,Brandt Snedeker,68,0.0,,128,10.0
74,T1,T1,J.J. Spaun,68,0.0,,117,10.0
75,T1,T1,Jordan Spieth,57,0.0,,114,10.0
76,T1,T1,Kyle Stanley,53,0.0,,78,10.0
77,T1,T1,Hudson Swafford,59,0.0,,145,10.0
78,T1,T1,Vaughn Taylor,69,0.0,,180,10.0
79,T1,T1,Nick Taylor,70,0.0,,149,10.0
80,T1,T1,D.J. Trahan,33,0.0,,50,10.0
81,T1,999,Tyrone Van Aswegen,30,0.0,,45,10.0
82,T1,T1,Richy Werenski,63,0.0,,134,10.0
83,T1,T1,Tiger Woods,31,0.0,,54,10.0
84,85,T85,Danny Lee,66,0.61,1.0,164,9.93
85,T86,T85,Brian Stuard,76,0.65,1.0,154,9.93
86,T86,T85,Michael Thompson,56,0.65,1.0,155,9.93
87,88,88,Lucas Glover,62,0.68,1.0,147,9.93
88,89,89,Andrew Landry,56,0.7,1.0,142,9.93
89,90,T93,Tom Hoge,70,0.71,1.0,140,9.92
90,91,90,Ryan Blaum,67,0.72,1.0,139,9.92
91,92,91,Jhonattan Vegas,60,0.74,1.0,135,9.92
92,T93,92,Chesson Hadley,58,0.76,1.0,131,9.92
93,T93,T93,Scott Stallings,63,0.76,1.0,131,9.92
94,95,96,Peter Malnati,64,0.77,1.0,130,9.92
95,96,95,Abraham Ancer,69,0.8,1.0,125,9.92
96,97,97,Scott Langley,60,0.81,1.0,123,9.91
97,98,T103,Tyler Duncan,66,0.83,1.0,121,9.91
98,T99,T100,Keegan Bradley,65,0.84,1.0,119,9.91
99,T99,T103,Adam Hadwin,66,0.84,1.0,119,9.91
100,101,99,Bryson DeChambeau,45,0.88,1.0,113,9.91
101,102,106,Chase Wright,53,0.89,1.0,112,9.91
102,103,T111,Daniel Berger,48,0.9,1.0,111,9.91
103,T104,T107,Cameron Davis,54,0.91,1.0,110,9.9
104,T104,T100,Charles Howell III,64,0.91,1.0,110,9.9
105,T104,T100,Matt Jones,67,0.91,1.0,110,9.9
106,107,T118,Kevin Tway,62,0.92,1.0,109,9.9
107,108,T111,Peter Uihlein,65,0.93,1.0,108,9.9
108,T109,T122,Zach Johnson,50,0.94,1.0,106,9.9
109,T109,T116,Sebastián Muñoz,58,0.94,1.0,106,9.9
110,T109,T118,Seamus Power,58,0.94,1.0,106,9.9
111,T109,T118,Robert Streb,60,0.94,1.0,106,9.9
112,113,T125,Henrik Stenson,46,0.95,1.0,105,9.9
113,T114,T107,Andrew Putnam,57,0.97,1.0,103,9.9
114,T114,T128,Justin Thomas,49,0.97,1.0,103,9.9
115,116,109,Ryan Moore,54,0.98,1.0,102,9.9
116,117,110,Byeong Hun An,54,0.99,1.0,101,9.9
117,T118,T111,Patton Kizzire,58,1.01,1.0,99,9.89
118,T118,T111,Jon Rahm,51,1.01,1.0,99,9.89
119,120,115,Satoshi Kodaira,51,1.02,1.0,98,9.89
120,T121,T116,Aaron Baddeley,51,1.03,1.0,97,9.89
121,T121,T1,Russell Henley,56,1.03,1.0,97,9.89
122,123,134,Austin Cook,50,1.04,1.0,96,9.89
123,124,121,Tony Finau,61,1.05,1.0,95,9.89
124,125,T122,Gary Woodland,63,1.06,1.0,94,9.89
125,T126,T135,Cody Gribble,52,1.1,1.0,91,9.89
126,T126,T125,Troy Merritt,42,1.1,1.0,91,9.89
127,T126,T125,Xander Schauffele,55,1.1,1.0,91,9.89
128,T126,147,Sepp Straka,48,1.1,1.0,91,9.89
129,T130,138,Hank Lebioda,55,1.11,1.0,90,9.88
130,T130,T128,Cameron Smith,55,1.11,1.0,90,9.88
131,132,130,Hunter Mahan,45,1.12,1.0,89,9.88
132,133,131,Patrick Reed,53,1.14,1.0,88,9.88
133,T134,T132,Kiradech Aphibarnrat,49,1.15,1.0,87,9.88
134,T134,T143,Whee Kim,57,1.15,1.0,87,9.88
135,T134,T132,Marc Leishman,52,1.15,1.0,87,9.88
136,T134,T1,Bubba Watson,47,1.15,1.0,87,9.88
137,138,T141,Johnson Wagner,45,1.16,1.0,86,9.88
138,T139,T143,Dominic Bozzelli,53,1.18,1.0,85,9.88
139,T139,T141,Adam Schenk,80,1.18,2.0,170,9.88
140,T141,T135,Rafa Cabrera Bello,57,1.19,1.0,84,9.88
141,T141,T143,Fabián Gómez,44,1.19,1.0,84,9.88
142,T141,T135,J.T. Poston,76,1.19,2.0,168,9.88
143,144,139,Bronson Burgoon,37,1.22,1.0,82,9.87
144,145,140,Beau Hossler,66,1.24,2.0,161,9.87
145,146,T158,Brooks Koepka,49,1.28,1.0,78,9.87
146,T147,148,Si Woo Kim,65,1.32,1.0,76,9.86
147,T147,151,Trey Mullinax,67,1.32,2.0,151,9.86
148,149,149,Martin Kaymer,38,1.35,1.0,74,9.86
149,150,152,Scott Piercy,70,1.36,2.0,147,9.86
150,151,154,David Hearn,41,1.37,1.0,73,9.86
151,152,T156,Josh Teater,47,1.41,1.0,71,9.85
152,153,153,Harold Varner III,62,1.42,2.0,141,9.85
153,154,155,Harris English,72,1.44,2.0,139,9.85
154,155,161,Jim Herman,37,1.47,1.0,68,9.85
155,156,T156,Carlos Ortiz,60,1.49,2.0,134,9.85
156,157,T158,Brandon Harkins,67,1.5,2.0,133,9.85
157,158,T163,Jonathan Byrd,43,1.54,1.0,65,9.84
158,159,T158,Tommy Fleetwood,43,1.56,1.0,64,9.84
159,160,T171,Ben Silverman,54,1.61,2.0,124,9.83
160,T161,T173,Lucas Bjerregaard,37,1.64,1.0,61,9.83
161,T161,98,Kramer Hickok,59,1.64,2.0,122,9.83
162,T161,168,Nick Watney,67,1.64,2.0,122,9.83
163,164,162,Kevin Kisner,65,1.65,2.0,121,9.83
164,T165,T165,Cameron Champ,58,1.68,2.0,119,9.83
165,T165,T165,Kyoung-Hoon Lee,72,1.68,2.0,119,9.83
166,T167,167,Matthew Fitzpatrick,42,1.69,1.0,59,9.83
167,T167,T171,Jimmy Walker,61,1.69,2.0,118,9.83
168,169,177,John Chin,38,1.75,1.0,57,9.82
169,T170,105,Corey Conners,62,1.77,2.0,113,9.82
170,T170,169,Emiliano Grillo,65,1.77,2.0,113,9.82
171,T172,176,Dylan Frittelli,55,1.79,2.0,112,9.82
172,T172,170,Haotong Li,32,1.79,1.0,56,9.82
173,174,180,Roberto Castro,54,1.8,2.0,111,9.82
174,175,T178,Martin Trainer,51,1.83,2.0,109,9.81
175,T176,T173,"Ted Potter, Jr.",56,1.85,2.0,108,9.81
176,T176,T173,Matt Wallace,31,1.85,1.0,54,9.81
177,178,T178,Luke List,52,1.94,2.0,103,9.8
178,179,124,Aaron Wise,52,1.96,2.0,102,9.8
179,180,150,Ryan Armour,66,1.99,3.0,151,9.8
180,181,T184,Rory McIlroy,50,2.0,2.0,100,9.8
181,182,T181,Adam Svensson,51,2.08,2.0,96,9.79
182,183,188,Matt Kuchar,65,2.1,3.0,143,9.79
183,T184,186,Anders Albertson,48,2.13,2.0,94,9.78
184,T184,T181,Rickie Fowler,54,2.13,2.0,94,9.78
185,T186,183,Brendan Steele,50,2.17,2.0,92,9.78
186,T186,191,Danny Willett,47,2.17,2.0,92,9.78
187,188,T184,Branden Grace,62,2.22,2.0,90,9.77
188,189,187,Sung Kang,67,2.27,3.0,132,9.77
189,190,T193,Kyle Jones,49,2.3,2.0,87,9.77
190,T191,T189,Charl Schwartzel,34,2.33,1.0,43,9.76
191,T191,T143,Shawn Stefani,57,2.33,2.0,86,9.76
192,T191,T189,Kevin Streelman,63,2.33,3.0,129,9.76
193,194,196,José de Jesús Rodríguez,51,2.35,2.0,85,9.76
194,195,197,Scott Brown,66,2.4,3.0,125,9.76
195,196,192,Sam Ryder,52,2.48,3.0,121,9.75
196,197,195,Chris Kirk,47,2.53,2.0,79,9.74
197,198,201,Sangmoon Bae,42,2.7,2.0,74,9.73
198,199,199,J.B. Holmes,54,2.82,2.0,71,9.71
199,200,198,Keith Mitchell,64,2.94,3.0,102,9.7
200,201,202,Graeme McDowell,61,2.97,3.0,101,9.7
201,202,200,Chris Stroud,54,3.0,3.0,100,9.7
202,203,T163,Talor Gooch,37,3.03,2.0,66,9.69
203,204,203,Stewart Cink,33,3.45,2.0,58,9.65
204,205,206,Cameron Tringale,52,3.57,3.0,84,9.64
205,T206,204,D.A. Points,33,3.77,2.0,53,9.62
206,T206,T193,Chris Thompson,34,3.77,2.0,53,9.62
207,208,205,Rory Sabbatini,71,4.17,6.0,144,9.58
208,209,207,Grayson Murray,36,5.19,4.0,77,9.48
