,3-Putt_Avoidance_-_5-10_RANK THIS WEEK,3-Putt_Avoidance_-_5-10_RANK LAST WEEK,3-Putt_Avoidance_-_5-10_PLAYER NAME,3-Putt_Avoidance_-_5-10_ROUNDS,3-Putt_Avoidance_-_5-10_%,3-Putt_Avoidance_-_5-10_TOTAL 3 PUTTS,3-Putt_Avoidance_-_5-10_ATTEMPTS,3-Putt_Avoidance_-_5-10_2 PUTT OR BETTER %
41,T1,T1,J.J. Henry,42,0.0,,101,10.0
42,T1,T1,Tom Hoge,70,0.0,,175,10.0
43,T1,T1,J.B. Holmes,54,0.0,,100,10.0
44,T1,T1,Max Homa,61,0.0,,174,10.0
45,T1,T1,Beau Hossler,66,0.0,,165,10.0
46,T1,T1,Charles Howell III,64,0.0,,161,10.0
47,T1,T1,Mackenzie Hughes,58,0.0,,143,10.0
48,T1,T1,John Huh,35,0.0,,91,10.0
49,T1,T1,Freddie Jacobson,37,0.0,,77,10.0
50,T1,T1,Zach Johnson,50,0.0,,146,10.0
51,T1,T1,Matt Jones,67,0.0,,156,10.0
52,T1,T1,Kyle Jones,49,0.0,,103,10.0
53,T1,T1,Whee Kim,57,0.0,,101,10.0
54,T1,T1,Si Woo Kim,65,0.0,,132,10.0
55,T1,T1,Kevin Kisner,65,0.0,,145,10.0
56,T1,T1,Martin Laird,60,0.0,,184,10.0
57,T1,T1,Andrew Landry,56,0.0,,139,10.0
58,T1,T1,Nate Lashley,44,0.0,,123,10.0
59,T1,T1,Kyoung-Hoon Lee,72,0.0,,163,10.0
60,T1,T1,Haotong Li,32,0.0,,79,10.0
61,T1,T1,Adam Long,52,0.0,,161,10.0
62,T1,T1,Hunter Mahan,45,0.0,,120,10.0
63,T1,T1,Hideki Matsuyama,59,0.0,,150,10.0
64,T1,T1,Denny McCarthy,63,0.0,,160,10.0
65,T1,T1,Graeme McDowell,61,0.0,,134,10.0
66,T1,T1,Rory McIlroy,50,0.0,,119,10.0
67,T1,T1,Ryan Moore,54,0.0,,176,10.0
68,T1,T1,Sebastián Muñoz,58,0.0,,140,10.0
69,T1,T1,Grayson Murray,36,0.0,,83,10.0
70,T1,T1,Joaquin Niemann,68,0.0,,184,10.0
71,T1,T1,Carlos Ortiz,60,0.0,,155,10.0
72,T1,T1,Ryan Palmer,56,0.0,,138,10.0
73,T1,T1,Rod Pampling,40,0.0,,107,10.0
74,T1,T1,Pat Perez,52,0.0,,90,10.0
75,T1,T1,Scott Piercy,70,0.0,,162,10.0
76,T1,999,Martin Piller,30,0.0,,69,10.0
77,T1,T1,D.A. Points,33,0.0,,69,10.0
78,T1,T1,J.T. Poston,76,0.0,,206,10.0
79,T1,T1,Seamus Power,58,0.0,,150,10.0
80,T1,T1,Alex Prugh,54,0.0,,125,10.0
81,T1,T1,Patrick Reed,53,0.0,,129,10.0
82,T1,T1,Wes Roach,45,0.0,,95,10.0
83,T1,T1,José de Jesús Rodríguez,51,0.0,,118,10.0
84,T1,T1,Justin Rose,42,0.0,,123,10.0
85,T1,T1,Rory Sabbatini,71,0.0,,174,10.0
86,T1,T1,Sam Saunders,53,0.0,,155,10.0
87,T1,T1,Adam Schenk,80,0.0,,191,10.0
88,T1,T1,Brady Schnell,38,0.0,,91,10.0
89,T1,T1,Ollie Schniederjans,63,0.0,,167,10.0
90,T1,T1,Charl Schwartzel,34,0.0,,58,10.0
91,T1,T1,Cameron Smith,55,0.0,,114,10.0
92,T1,T1,Jordan Spieth,57,0.0,,163,10.0
93,T1,T1,Scott Stallings,63,0.0,,177,10.0
94,T1,T1,Kyle Stanley,53,0.0,,104,10.0
95,T1,T1,Brendan Steele,50,0.0,,108,10.0
96,T1,T1,Henrik Stenson,46,0.0,,121,10.0
97,T1,T1,Robert Streb,60,0.0,,143,10.0
98,T1,T1,Chris Stroud,54,0.0,,133,10.0
99,T1,T1,Hudson Swafford,59,0.0,,175,10.0
100,T1,T1,Vaughn Taylor,69,0.0,,217,10.0
101,T1,T1,Nick Taylor,70,0.0,,184,10.0
102,T1,T1,Josh Teater,47,0.0,,105,10.0
103,T1,T1,Justin Thomas,49,0.0,,124,10.0
104,T1,T1,Chris Thompson,34,0.0,,79,10.0
105,T1,T1,Michael Thompson,56,0.0,,155,10.0
106,T1,T1,D.J. Trahan,33,0.0,,67,10.0
107,T1,T1,Martin Trainer,51,0.0,,143,10.0
108,T1,T1,Cameron Tringale,52,0.0,,118,10.0
109,T1,T1,Kevin Tway,62,0.0,,149,10.0
110,T1,T1,Peter Uihlein,65,0.0,,151,10.0
111,T1,999,Tyrone Van Aswegen,30,0.0,,58,10.0
112,T1,T1,Jhonattan Vegas,60,0.0,,158,10.0
113,T1,T1,Johnson Wagner,45,0.0,,104,10.0
114,T1,T1,Jimmy Walker,61,0.0,,143,10.0
115,T1,T1,Matt Wallace,31,0.0,,58,10.0
116,T1,T1,Richy Werenski,63,0.0,,157,10.0
117,T1,T1,Danny Willett,47,0.0,,116,10.0
118,T1,T1,Aaron Wise,52,0.0,,129,10.0
119,T1,T1,Tiger Woods,31,0.0,,64,10.0
120,121,T124,Sungjae Im,88,0.46,1.0,216,9.95
121,122,T124,Sam Burns,66,0.49,1.0,203,9.95
122,123,129,Peter Malnati,64,0.52,1.0,194,9.94
123,124,126,Kevin Streelman,63,0.53,1.0,187,9.94
124,125,T130,Harold Varner III,62,0.55,1.0,181,9.94
125,T126,T127,Jason Kokrak,68,0.56,1.0,180,9.94
126,T126,T130,Kelly Kraft,67,0.56,1.0,180,9.94
127,T126,T127,Brian Stuard,76,0.56,1.0,178,9.94
128,129,T132,Nick Watney,67,0.59,1.0,170,9.94
129,T130,T137,Webb Simpson,53,0.6,1.0,166,9.94
130,T130,134,Brandt Snedeker,68,0.6,1.0,168,9.94
131,T132,T137,Matt Kuchar,65,0.61,1.0,164,9.93
132,T132,T132,Gary Woodland,63,0.61,1.0,164,9.93
133,T134,T146,Corey Conners,62,0.65,1.0,154,9.93
134,T134,T135,Bryson DeChambeau,45,0.65,1.0,154,9.93
135,T134,T135,Tony Finau,61,0.65,1.0,155,9.93
136,T134,T141,Brice Garnett,63,0.65,1.0,153,9.93
137,T138,T141,Ryan Armour,66,0.67,1.0,149,9.93
138,T138,T137,Chesson Hadley,58,0.67,1.0,149,9.93
139,T138,T137,Sam Ryder,52,0.67,1.0,150,9.93
140,T138,T151,Ben Silverman,54,0.67,1.0,149,9.93
141,T138,148,Shawn Stefani,57,0.67,1.0,150,9.93
142,T143,T141,Byeong Hun An,54,0.68,1.0,147,9.93
143,T143,T141,Charley Hoffman,58,0.68,1.0,148,9.93
144,T143,T141,C.T. Pan,64,0.68,1.0,146,9.93
145,T146,T146,Billy Horschel,73,0.69,1.0,144,9.93
146,T146,T151,Scott Langley,60,0.69,1.0,144,9.93
147,148,158,Stephan Jaeger,59,0.7,1.0,142,9.93
148,T149,149,Luke List,52,0.72,1.0,139,9.92
149,T149,T156,Adam Svensson,51,0.72,1.0,138,9.92
150,T151,T151,Austin Cook,50,0.73,1.0,137,9.92
151,T151,155,Kramer Hickok,59,0.73,1.0,137,9.92
152,153,150,Aaron Baddeley,51,0.74,1.0,135,9.92
153,154,T151,Satoshi Kodaira,51,0.75,1.0,134,9.92
154,155,T161,Roberto Castro,54,0.76,1.0,132,9.92
155,156,T156,Patrick Rodgers,44,0.77,1.0,130,9.92
156,157,T161,Chase Wright,53,0.78,1.0,128,9.92
157,T158,170,Hank Lebioda,55,0.79,1.0,126,9.92
158,T158,T161,Seth Reeves,52,0.79,1.0,127,9.92
159,T160,T159,Michael Kim,51,0.81,1.0,123,9.91
160,T160,T159,Kevin Na,54,0.81,1.0,123,9.91
161,T162,T1,Dominic Bozzelli,53,0.83,1.0,120,9.91
162,T162,T164,Andrew Putnam,57,0.83,1.0,121,9.91
163,T162,T164,Chez Reavie,67,0.83,1.0,121,9.91
164,165,T172,Bubba Watson,47,0.84,1.0,119,9.91
165,T166,T166,Jason Dufner,56,0.85,1.0,118,9.91
166,T166,T166,Patton Kizzire,58,0.85,1.0,118,9.91
167,168,168,Chris Kirk,47,0.87,1.0,115,9.91
168,T169,T1,Dustin Johnson,47,0.9,1.0,111,9.91
169,T169,169,Troy Merritt,42,0.9,1.0,111,9.91
170,T171,177,Brian Gay,79,0.92,2.0,217,9.9
171,T171,T181,Jim Knous,55,0.92,1.0,109,9.9
172,T171,171,Phil Mickelson,41,0.92,1.0,109,9.9
173,174,T172,Martin Kaymer,38,0.94,1.0,106,9.9
174,175,174,Marc Leishman,52,0.95,1.0,105,9.9
175,176,175,Jon Rahm,51,0.97,1.0,103,9.9
176,T177,T1,Alex Noren,49,0.98,1.0,102,9.9
177,T177,176,Ian Poulter,49,0.98,1.0,102,9.9
178,179,189,Brooks Koepka,49,1.0,1.0,100,9.9
179,180,178,Tyrrell Hatton,46,1.01,1.0,99,9.89
180,181,179,Joel Dahmen,78,1.03,2.0,194,9.89
181,182,180,Francesco Molinari,41,1.04,1.0,96,9.89
182,183,T181,Louis Oosthuizen,43,1.05,1.0,95,9.89
183,184,186,Trey Mullinax,67,1.07,2.0,187,9.89
184,185,183,Russell Knox,65,1.08,2.0,185,9.89
185,T186,188,Bud Cauley,61,1.09,2.0,184,9.89
186,T186,T184,Jason Day,45,1.09,1.0,92,9.89
187,T186,T184,Sung Kang,67,1.09,2.0,184,9.89
188,189,187,Tommy Fleetwood,43,1.12,1.0,89,9.88
189,190,190,Roger Sloan,62,1.14,2.0,176,9.88
190,191,T1,Joey Garber,44,1.15,1.0,87,9.88
191,192,T191,Jim Herman,37,1.18,1.0,85,9.88
192,193,999,Shane Lowry,30,1.22,1.0,82,9.87
193,194,196,J.J. Spaun,68,1.28,2.0,156,9.87
194,195,193,Cameron Champ,58,1.31,2.0,153,9.86
195,196,194,Anirban Lahiri,54,1.36,2.0,147,9.86
196,197,195,Emiliano Grillo,65,1.37,2.0,146,9.86
197,198,197,Rafa Cabrera Bello,57,1.45,2.0,138,9.85
198,199,198,Julián Etulain,55,1.6,2.0,125,9.84
199,200,200,Danny Lee,66,1.67,3.0,180,9.83
200,T201,201,Curtis Luck,51,1.69,2.0,118,9.83
201,T201,199,Xander Schauffele,55,1.69,2.0,118,9.83
202,203,202,Keith Mitchell,64,1.92,3.0,156,9.8
203,204,T203,Bronson Burgoon,37,2.17,2.0,92,9.78
204,205,205,John Senden,39,2.25,2.0,89,9.77
205,206,T191,David Hearn,41,2.33,2.0,86,9.76
206,207,T203,Sepp Straka,48,2.68,3.0,112,9.73
207,208,206,"Ted Potter, Jr.",56,3.03,5.0,165,9.69
208,209,207,Adam Scott,41,3.66,3.0,82,9.63
