,Putting_from_8_RANK THIS WEEK,Putting_from_8_RANK LAST WEEK,Putting_from_8_PLAYER NAME,Putting_from_8_ROUNDS,Putting_from_8_% MADE,Putting_from_8_ATTEMPTS,Putting_from_8_PUTTS MADE
58,T57,T55,James Hahn,34,58.82,17,10
59,T57,999,Martin Piller,30,58.82,17,10
60,61,59,Patton Kizzire,58,58.62,29,17
61,62,T60,Sam Ryder,52,58.33,36,21
62,T63,T62,Adam Long,52,58.06,31,18
63,T63,T62,Graeme McDowell,61,58.06,31,18
64,65,T66,Emiliano Grillo,65,57.89,38,22
65,T66,T69,Si Woo Kim,65,57.58,33,19
66,T66,T76,Denny McCarthy,63,57.58,33,19
67,T66,T42,Ryan Palmer,56,57.58,33,19
68,T66,T69,Michael Thompson,56,57.58,33,19
69,T70,T71,Joel Dahmen,78,57.14,56,32
70,T70,T71,Chesson Hadley,58,57.14,28,16
71,T70,68,Whee Kim,57,57.14,28,16
72,T70,T80,Danny Lee,66,57.14,35,20
73,T74,T82,Brian Harman,67,56.76,37,21
74,T74,T60,Seamus Power,58,56.76,37,21
75,76,T42,Roberto Díaz,51,56.52,23,13
76,T77,T96,Sergio Garcia,39,56.25,16,9
77,T77,T62,Stephan Jaeger,59,56.25,32,18
78,T77,T76,Chris Kirk,47,56.25,32,18
79,T77,T76,Kevin Na,54,56.25,32,18
80,T81,T82,Rafa Cabrera Bello,57,55.56,36,20
81,T81,74,Adam Hadwin,66,55.56,45,25
82,T81,T80,J.J. Henry,42,55.56,36,20
83,T81,T71,Ollie Schniederjans,63,55.56,36,20
84,85,T141,Matt Kuchar,65,55.26,38,21
85,86,87,Xander Schauffele,55,55.17,29,16
86,87,T154,Sangmoon Bae,42,55.0,20,11
87,T88,88,Hunter Mahan,45,54.84,31,17
88,T88,T82,Kevin Tway,62,54.84,31,17
89,T90,T89,John Chin,38,54.55,11,6
90,T90,T89,Adam Scott,41,54.55,22,12
91,T90,T55,Sepp Straka,48,54.55,22,12
92,T93,T92,Kiradech Aphibarnrat,49,54.17,24,13
93,T93,T92,Jason Day,45,54.17,24,13
94,T93,T92,Jim Herman,37,54.17,24,13
95,T93,T92,Grayson Murray,36,54.17,24,13
96,97,T82,Adam Schenk,80,53.85,39,21
97,98,107,Nick Taylor,70,53.49,43,23
98,99,T96,John Huh,35,53.33,30,16
99,100,98,Rickie Fowler,54,53.13,32,17
100,T101,T121,Fabián Gómez,44,52.94,17,9
101,T101,T99,Kyle Jones,49,52.94,17,9
102,T101,T99,Keith Mitchell,64,52.94,34,18
103,T101,T99,Ryan Moore,54,52.94,34,18
104,T101,T99,Shawn Stefani,57,52.94,34,18
105,T101,T99,Jhonattan Vegas,60,52.94,34,18
106,T101,T115,Danny Willett,47,52.94,34,18
107,108,104,Tom Hoge,70,52.78,36,19
108,T109,T105,Bryson DeChambeau,45,52.63,38,20
109,T109,T82,Kelly Kraft,67,52.63,38,20
110,T111,152,Hank Lebioda,55,52.38,21,11
111,T111,T108,Hideki Matsuyama,59,52.38,42,22
112,T111,T66,Brady Schnell,38,52.38,21,11
113,114,T108,Martin Laird,60,52.17,46,24
114,115,T111,J.T. Poston,76,52.0,50,26
115,T116,T113,C.T. Pan,64,51.85,27,14
116,T116,79,Adam Svensson,51,51.85,27,14
117,T118,T121,Chris Stroud,54,51.72,29,15
118,T118,T111,Cameron Tringale,52,51.72,29,15
119,T120,T121,Harris English,72,51.52,33,17
120,T120,T115,Beau Hossler,66,51.52,33,17
121,T122,T121,Tyler Duncan,66,51.28,39,20
122,T122,117,Scott Langley,60,51.28,39,20
123,124,118,Jason Kokrak,68,51.11,45,23
124,125,119,Kevin Streelman,63,51.02,49,25
125,126,120,Sam Burns,66,50.85,59,30
126,T127,T121,Abraham Ancer,69,50.0,34,17
127,T127,T121,Patrick Cantlay,49,50.0,30,15
128,T127,T121,Roberto Castro,54,50.0,46,23
129,T127,T121,Cameron Champ,58,50.0,28,14
130,T127,T121,Troy Merritt,42,50.0,14,7
131,T127,T121,Rory Sabbatini,71,50.0,42,21
132,T127,T105,Roger Sloan,62,50.0,42,21
133,T127,T121,Henrik Stenson,46,50.0,32,16
134,T127,91,Hudson Swafford,59,50.0,38,19
135,T127,T121,Justin Thomas,49,50.0,26,13
136,T127,162,D.J. Trahan,33,50.0,12,6
137,138,T141,Richy Werenski,63,48.57,35,17
138,T139,T141,Michael Kim,51,48.48,33,16
139,T139,T141,Luke List,52,48.48,33,16
140,T139,T121,Sam Saunders,53,48.48,33,16
141,T139,T121,Scott Stallings,63,48.48,33,16
142,143,T113,Mackenzie Hughes,58,48.39,31,15
143,144,146,Justin Rose,42,48.28,29,14
144,T145,147,Rory McIlroy,50,48.15,27,13
145,T145,T121,Seth Reeves,52,48.15,27,13
146,T147,T149,J.B. Holmes,54,47.83,23,11
147,T147,T121,Sungjae Im,88,47.83,46,22
148,149,T165,J.J. Spaun,68,47.73,44,21
149,150,T149,Jon Rahm,51,47.62,21,10
150,151,151,Lucas Glover,62,47.5,40,19
151,T152,T121,Ben Crane,41,47.37,19,9
152,T152,156,Matt Every,38,47.37,19,9
153,154,153,Max Homa,61,47.22,36,17
154,T155,T121,Daniel Berger,48,47.06,34,16
155,T155,T154,Haotong Li,32,47.06,17,8
156,T155,T163,Nick Watney,67,47.06,34,16
157,158,148,Cameron Davis,54,46.67,45,21
158,159,157,Satoshi Kodaira,51,46.43,28,13
159,160,T158,Brandon Harkins,67,46.34,41,19
160,161,T158,Kyoung-Hoon Lee,72,46.15,39,18
161,162,161,Gary Woodland,63,45.71,35,16
162,163,145,Bill Haas,58,45.45,33,15
163,164,T163,Tyrrell Hatton,46,45.16,31,14
164,T165,T165,Bronson Burgoon,37,45.0,20,9
165,T165,174,Joey Garber,44,45.0,20,9
166,T165,T165,Francesco Molinari,41,45.0,20,9
167,T165,T158,Harold Varner III,62,45.0,40,18
168,169,T197,Jimmy Walker,61,44.83,29,13
169,T170,172,Joaquin Niemann,68,44.74,38,17
170,T170,T168,Aaron Wise,52,44.74,38,17
171,T172,T121,Alex Cejka,41,44.44,18,8
172,T172,T168,Cody Gribble,52,44.44,27,12
173,T172,184,Brandt Snedeker,68,44.44,45,20
174,175,171,"Ted Potter, Jr.",56,44.19,43,19
175,176,173,Branden Grace,62,44.0,25,11
176,177,T200,Webb Simpson,53,43.75,32,14
177,178,T181,Keegan Bradley,65,43.59,39,17
178,T179,177,Matthew Fitzpatrick,42,42.86,21,9
179,T179,T168,Zach Johnson,50,42.86,28,12
180,181,179,Jason Dufner,56,42.31,26,11
181,182,178,Corey Conners,62,41.67,36,15
182,183,T121,Brooks Koepka,49,41.18,17,7
183,184,T185,Curtis Luck,51,40.74,27,11
184,T185,180,John Senden,39,40.63,32,13
185,T185,176,Robert Streb,60,40.63,32,13
186,T187,T181,Ryan Blaum,67,40.54,37,15
187,T187,T181,Charley Hoffman,58,40.54,37,15
188,T189,T197,Dylan Frittelli,55,40.0,30,12
189,T189,T185,Andrew Putnam,57,40.0,35,14
190,191,T187,Jim Knous,55,39.39,33,13
191,192,T187,Cameron Smith,55,39.29,28,11
192,T193,T190,Freddie Jacobson,37,39.13,23,9
193,T193,T190,Marc Leishman,52,39.13,23,9
194,195,192,Ian Poulter,49,38.71,31,12
195,196,175,Dustin Johnson,47,37.93,29,11
196,197,193,Ernie Els,43,36.84,19,7
197,198,T187,Carlos Ortiz,60,36.67,30,11
198,199,T194,Paul Casey,51,36.36,22,8
199,200,196,Tony Finau,61,36.11,36,13
200,201,T197,Phil Mickelson,41,36.0,25,9
201,202,T200,Chris Thompson,34,34.62,26,9
202,203,207,Bubba Watson,47,34.38,32,11
203,204,T200,Louis Oosthuizen,43,33.33,21,7
204,205,206,Peter Malnati,64,32.5,40,13
205,T206,T204,Billy Horschel,73,32.14,28,9
206,T206,T200,Alex Prugh,54,32.14,28,9
207,T206,T204,Brendan Steele,50,32.14,28,9
208,209,T194,Jonathan Byrd,43,32.0,25,8
