,Average_Putting_Distance_-_GIR_1_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_1_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_1_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_1_Putts_ROUNDS,Average_Putting_Distance_-_GIR_1_Putts_AVG,Average_Putting_Distance_-_GIR_1_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_1_Putts_TOTAL PUTTS
155,T153,T139,Alex Prugh,54,"9' 11""",942.6669999999999,95
156,T157,T153,Tommy Fleetwood,43,"9' 10""",716.4169999999999,73
157,T157,T146,Zach Johnson,50,"9' 10""",1145.0,116
158,T157,T153,Chris Kirk,47,"9' 10""",1002.0,102
159,T157,T153,Satoshi Kodaira,51,"9' 10""",1022.5830000000001,104
160,T157,T153,Andrew Landry,56,"9' 10""",1225.667,125
161,T157,T146,Trey Mullinax,67,"9' 10""",1632.25,166
162,T157,T178,Henrik Stenson,46,"9' 10""",970.5830000000001,99
163,T157,T153,Kevin Streelman,63,"9' 10""",1621.0,165
164,T165,T161,Rafa Cabrera Bello,57,"9' 9""",1122.583,115
165,T165,T153,Corey Conners,62,"9' 9""",1480.0829999999999,152
166,T165,T153,Adam Hadwin,66,"9' 9""",1428.0829999999999,147
167,T165,T174,David Hearn,41,"9' 9""",661.3330000000001,68
168,T165,T161,Jason Kokrak,68,"9' 9""",1771.25,181
169,T165,T161,Nick Watney,67,"9' 9""",1509.9170000000001,155
170,T165,T139,Aaron Wise,52,"9' 9""",1197.833,123
171,T172,T161,Daniel Berger,48,"9' 8""",1175.167,122
172,T172,T169,Bill Haas,58,"9' 8""",1122.833,116
173,T172,T161,Tom Hoge,70,"9' 8""",1388.0,143
174,T172,T174,Rory McIlroy,50,"9' 8""",1386.6670000000001,143
175,T172,T169,Keith Mitchell,64,"9' 8""",1271.25,132
176,T177,T178,Keegan Bradley,65,"9' 7""",1263.25,132
177,T177,T174,Patrick Cantlay,49,"9' 7""",1149.833,120
178,T177,T169,Matt Every,38,"9' 7""",860.3330000000001,90
179,T177,T153,Jim Furyk,53,"9' 7""",1217.083,127
180,T177,T161,Jimmy Walker,61,"9' 7""",1216.333,127
181,T182,T186,Tyler Duncan,66,"9' 6""",1135.167,119
182,T182,T178,Hideki Matsuyama,59,"9' 6""",1411.75,149
183,T182,T161,Robert Streb,60,"9' 6""",1071.833,113
184,T185,T182,Si Woo Kim,65,"9' 5""",1310.0,139
185,T185,T178,Matt Kuchar,65,"9' 5""",1678.5829999999999,178
186,T185,T186,Scott Stallings,63,"9' 5""",1482.75,158
187,T185,T186,Bubba Watson,47,"9' 5""",955.25,101
188,T189,T186,Wyndham Clark,61,"9' 4""",1572.3329999999999,169
189,T189,T182,Brooks Koepka,49,"9' 4""",976.4169999999999,105
190,T189,T186,Patrick Reed,53,"9' 4""",1105.917,118
191,T189,T194,Josh Teater,47,"9' 4""",787.1669999999999,84
192,T193,T197,Jonathan Byrd,43,"9' 3""",774.75,84
193,T193,T146,Rod Pampling,40,"9' 3""",544.1669999999999,59
194,T195,T191,Sergio Garcia,39,"9' 2""",843.4169999999999,92
195,T195,T191,Louis Oosthuizen,43,"9' 2""",569.1669999999999,62
196,T195,T202,José de Jesús Rodríguez,51,"9' 2""",1069.083,117
197,T198,T197,Bud Cauley,61,"9' 1""",1677.6670000000001,184
198,T198,T194,Marc Leishman,52,"9' 1""",1024.5,113
199,T198,T194,Jon Rahm,51,"9' 1""",1028.833,113
200,201,T191,Justin Thomas,49,"9' 0""",1264.75,141
201,202,T199,Troy Merritt,42,"8' 10""",1021.5,116
202,T203,207,Seth Reeves,52,"8' 9""",891.5,102
203,T203,T202,Sam Saunders,53,"8' 9""",1108.667,127
204,T203,T199,Martin Trainer,51,"8' 9""",980.5,112
205,T206,T204,Byeong Hun An,54,"8' 7""",1085.417,127
206,T206,T204,Brandon Harkins,67,"8' 7""",1525.0,177
207,T206,T204,Grayson Murray,36,"8' 7""",618.4169999999999,72
208,209,201,J.B. Holmes,54,"8' 5""",658.9169999999999,78
