,Average_Putting_Distance_-_All_3_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_3_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_3_putts_PLAYER NAME,Average_Putting_Distance_-_All_3_putts_ROUNDS,Average_Putting_Distance_-_All_3_putts_AVG,Average_Putting_Distance_-_All_3_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_3_putts_TOTAL PUTTS
30,31,30,D.A. Points,33,"46' 11""",469.25,10
31,32,31,Mackenzie Hughes,58,"46' 8""",1026.333,22
32,33,32,Denny McCarthy,63,"46' 6""",837.1669999999999,18
33,T34,T53,Peter Uihlein,65,"46' 5""",1114.0,24
34,T34,T33,Tiger Woods,31,"46' 5""",789.1669999999999,17
35,36,T35,Kyle Stanley,53,"46' 4""",741.8330000000001,16
36,37,38,Paul Casey,51,"46' 3""",831.75,18
37,38,40,Seamus Power,58,"46' 1""",1245.0,27
38,39,T33,Russell Henley,56,"46' 0""",1241.5,27
39,40,24,Nick Taylor,70,"45' 11""",1239.167,27
40,41,T42,Anirban Lahiri,54,"45' 10""",963.0830000000001,21
41,42,44,Harris English,72,"45' 9""",960.5830000000001,21
42,43,T45,Kiradech Aphibarnrat,49,"45' 8""",776.8330000000001,17
43,44,T45,Adam Schenk,80,"45' 6""",1228.583,27
44,45,T45,Josh Teater,47,"45' 4""",543.5830000000001,12
45,46,49,Jimmy Walker,61,"45' 3""",1221.667,27
46,47,52,Vaughn Taylor,69,"45' 2""",903.25,20
47,T48,T53,Tyrrell Hatton,46,"45' 1""",631.3330000000001,14
48,T48,50,J.J. Spaun,68,"45' 1""",1037.5,23
49,T48,T45,Kevin Tway,62,"45' 1""",946.9169999999999,21
50,51,56,Byeong Hun An,54,"45' 0""",764.3330000000001,17
51,52,57,Joaquin Niemann,68,"44' 11""",852.75,19
52,T53,T81,Jim Herman,37,"44' 8""",670.1669999999999,15
53,T53,T53,Whee Kim,57,"44' 8""",848.5,19
54,T53,T58,Andrew Putnam,57,"44' 8""",535.5,12
55,56,60,Tom Hoge,70,"44' 7""",1069.0,24
56,T57,T67,Adam Hadwin,66,"44' 5""",1376.3329999999999,31
57,T57,T61,Roger Sloan,62,"44' 5""",1154.0,26
58,59,63,Pat Perez,52,"44' 4""",709.5,16
59,T60,T64,Sam Burns,66,"44' 2""",706.9169999999999,16
60,T60,T64,Justin Rose,42,"44' 2""",442.0,10
61,T60,T64,Cameron Smith,55,"44' 2""",529.5830000000001,12
62,T60,T42,Bubba Watson,47,"44' 2""",1412.4170000000001,32
63,64,T67,Rickie Fowler,54,"44' 1""",749.75,17
64,T65,999,Dustin Johnson,47,"44' 0""",484.083,11
65,T65,69,Patrick Rodgers,44,"44' 0""",748.5830000000001,17
66,T67,77,Jim Furyk,53,"43' 11""",789.75,18
67,T67,T61,Brian Gay,79,"43' 11""",966.0,22
68,T67,51,Rod Pampling,40,"43' 11""",790.25,18
69,T70,T93,Daniel Berger,48,"43' 10""",700.6669999999999,16
70,T70,41,Kramer Hickok,59,"43' 10""",1227.667,28
71,T72,T70,Brandon Harkins,67,"43' 9""",1445.0829999999999,33
72,T72,T100,Henrik Stenson,46,"43' 9""",743.8330000000001,17
73,T74,76,Martin Laird,60,"43' 8""",1221.667,28
74,T74,T35,Alex Noren,49,"43' 8""",786.0,18
75,T76,92,Scott Stallings,63,"43' 7""",1308.333,30
76,T76,T72,Brian Stuard,76,"43' 7""",1046.75,24
77,T78,74,Sungjae Im,88,"43' 5""",1778.4170000000001,41
78,T78,79,Sam Saunders,53,"43' 5""",781.0,18
79,80,75,Rafa Cabrera Bello,57,"43' 4""",867.4169999999999,20
80,T81,T87,Scott Piercy,70,"43' 1""",1206.5,28
81,T81,T58,José de Jesús Rodríguez,51,"43' 1""",731.75,17
82,83,T102,Cameron Tringale,52,"43' 0""",645.0,15
83,84,78,Satoshi Kodaira,51,"42' 11""",1072.917,25
84,T85,T87,Keegan Bradley,65,"42' 8""",1534.6670000000001,36
85,T85,80,Jason Day,45,"42' 8""",512.0830000000001,12
86,T85,T70,Bill Haas,58,"42' 8""",981.1669999999999,23
87,T88,T72,Anders Albertson,48,"42' 7""",1107.5,26
88,T88,T81,Jhonattan Vegas,60,"42' 7""",1065.167,25
89,T90,T107,Zach Johnson,50,"42' 6""",935.8330000000001,22
90,T90,T83,Matt Kuchar,65,"42' 6""",1233.5,29
91,T90,T83,Martin Trainer,51,"42' 6""",892.75,21
92,93,86,Brian Harman,67,"42' 4""",761.75,18
93,T94,T90,Beau Hossler,66,"42' 3""",1013.8330000000001,24
94,T94,111,Ben Silverman,54,"42' 3""",1013.4169999999999,24
95,T96,T93,Ryan Blaum,67,"42' 0""",1092.75,26
96,T96,T93,Andrew Landry,56,"42' 0""",1008.5,24
97,T96,T93,Luke List,52,"42' 0""",1259.25,30
98,T96,T93,Webb Simpson,53,"42' 0""",714.5830000000001,17
99,T100,127,Fabián Gómez,44,"41' 11""",670.4169999999999,16
100,T100,T98,John Senden,39,"41' 11""",838.5,20
101,T102,T87,Bud Cauley,61,"41' 9""",1043.0,25
102,T102,T100,Julián Etulain,55,"41' 9""",918.5830000000001,22
103,T102,T102,Michael Kim,51,"41' 9""",835.4169999999999,20
104,T102,T102,Troy Merritt,42,"41' 9""",750.9169999999999,18
105,T102,T98,Richy Werenski,63,"41' 9""",959.5830000000001,23
106,T107,T83,Nate Lashley,44,"41' 8""",583.75,14
107,T107,105,Ian Poulter,49,"41' 8""",625.5,15
108,T109,T107,Kyoung-Hoon Lee,72,"41' 5""",1242.25,30
109,T109,T107,Hideki Matsuyama,59,"41' 5""",1242.083,30
110,T109,T107,Kevin Streelman,63,"41' 5""",1035.667,25
111,112,112,Tony Finau,61,"41' 3""",618.1669999999999,15
112,113,114,Chris Kirk,47,"41' 1""",821.1669999999999,20
113,T114,T115,Alex Cejka,41,"41' 0""",574.1669999999999,14
114,T114,T115,Jason Kokrak,68,"41' 0""",1066.167,26
115,T114,T117,Curtis Luck,51,"41' 0""",902.4169999999999,22
116,T117,T117,Bryson DeChambeau,45,"40' 11""",1062.833,26
117,T117,T117,Kevin Kisner,65,"40' 11""",737.1669999999999,18
118,T117,T117,Patrick Reed,53,"40' 11""",735.75,18
119,120,T90,Brice Garnett,63,"40' 10""",653.5830000000001,16
120,T121,122,Freddie Jacobson,37,"40' 9""",530.0,13
121,T121,T123,Kelly Kraft,67,"40' 9""",1099.333,27
122,T123,T123,Matt Jones,67,"40' 8""",691.1669999999999,17
123,T123,T136,Danny Lee,66,"40' 8""",1546.5,38
124,125,125,Brandt Snedeker,68,"40' 7""",608.75,15
125,126,126,Cameron Champ,58,"40' 6""",1620.25,40
126,127,106,Corey Conners,62,"40' 4""",1090.083,27
127,128,128,Billy Horschel,73,"40' 3""",885.4169999999999,22
128,T129,T129,Chesson Hadley,58,"40' 2""",723.5830000000001,18
129,T129,T129,Patton Kizzire,58,"40' 2""",683.5,17
130,T129,132,Graeme McDowell,61,"40' 2""",722.4169999999999,18
131,T132,T149,Roberto Castro,54,"40' 1""",962.4169999999999,24
132,T132,131,Trey Mullinax,67,"40' 1""",1361.5829999999999,34
133,T134,T133,Si Woo Kim,65,"39' 11""",679.0830000000001,17
134,T134,T133,Matt Wallace,31,"39' 11""",478.75,12
135,T136,T147,Scott Brown,66,"39' 9""",914.75,23
136,T136,135,Kevin Na,54,"39' 9""",596.25,15
137,138,T136,Brendan Steele,50,"39' 8""",833.5,21
138,T139,T138,Tommy Fleetwood,43,"39' 7""",395.5,10
139,T139,152,Jim Knous,55,"39' 7""",949.5830000000001,24
140,T139,T138,Marc Leishman,52,"39' 7""",1068.167,27
141,142,140,Branden Grace,62,"39' 6""",789.9169999999999,20
142,143,141,Russell Knox,65,"39' 5""",1183.417,30
143,144,142,Emiliano Grillo,65,"39' 4""",1139.5,29
144,T145,113,Joey Garber,44,"39' 3""",549.4169999999999,14
145,T145,T143,Max Homa,61,"39' 3""",706.1669999999999,18
146,T145,157,Sebastián Muñoz,58,"39' 3""",588.5830000000001,15
147,T145,T117,Shawn Stefani,57,"39' 3""",1099.75,28
148,T145,T143,Gary Woodland,63,"39' 3""",1060.75,27
149,150,146,Sangmoon Bae,42,"39' 1""",938.0,24
150,151,999,Tyrone Van Aswegen,30,"39' 0""",662.75,17
151,152,T147,Chez Reavie,67,"38' 11""",700.75,18
152,153,T149,J.T. Poston,76,"38' 10""",1515.75,39
153,154,153,John Huh,35,"38' 5""",576.0830000000001,15
154,T155,145,Talor Gooch,37,"38' 4""",729.0830000000001,19
155,T155,T154,Adam Svensson,51,"38' 4""",995.8330000000001,26
156,157,T154,Hunter Mahan,45,"38' 3""",421.083,11
157,158,162,Danny Willett,47,"38' 2""",1030.833,27
158,T159,156,Chris Stroud,54,"38' 1""",686.1669999999999,18
159,T159,T165,Nick Watney,67,"38' 1""",876.6669999999999,23
160,161,175,Rory McIlroy,50,"38' 0""",494.0,13
161,162,158,Sung Kang,67,"37' 10""",1286.0,34
162,T163,T159,Jason Dufner,56,"37' 9""",1019.0,27
163,T163,T159,Ryan Moore,54,"37' 9""",717.4169999999999,19
164,165,151,Lucas Bjerregaard,37,"37' 8""",527.1669999999999,14
165,166,161,C.T. Pan,64,"37' 7""",638.6669999999999,17
166,167,T165,Hank Lebioda,55,"37' 4""",1044.667,28
167,168,T187,Austin Cook,50,"37' 0""",629.5830000000001,17
168,169,T163,Xander Schauffele,55,"36' 11""",664.0,18
169,170,T165,Aaron Baddeley,51,"36' 9""",550.75,15
170,171,T177,Cody Gribble,52,"36' 8""",587.1669999999999,16
171,172,169,Abraham Ancer,69,"36' 7""",1024.833,28
172,173,170,Bronson Burgoon,37,"36' 6""",729.5830000000001,20
173,174,T171,Jon Rahm,51,"36' 5""",509.917,14
174,T175,T173,Joel Dahmen,78,"36' 4""",1199.75,33
175,T175,T173,Michael Thompson,56,"36' 4""",798.5,22
176,T177,176,John Chin,38,"36' 3""",724.4169999999999,20
177,T177,184,Tyler Duncan,66,"36' 3""",1051.5,29
178,T179,183,J.B. Holmes,54,"36' 2""",759.0,21
179,T179,T171,Seth Reeves,52,"36' 2""",977.25,27
180,181,T177,Adam Scott,41,"36' 1""",613.0830000000001,17
181,182,T179,Grayson Murray,36,"35' 11""",753.5830000000001,21
182,T183,T181,Francesco Molinari,41,"35' 8""",463.25,13
183,T183,T181,Rory Sabbatini,71,"35' 8""",1140.833,32
184,185,T179,Chase Wright,53,"35' 6""",603.5,17
185,186,T163,Sepp Straka,48,"35' 4""",777.0830000000001,22
186,187,185,Keith Mitchell,64,"34' 11""",908.3330000000001,26
187,188,186,Kyle Jones,49,"34' 9""",590.6669999999999,17
188,189,T187,Martin Kaymer,38,"34' 6""",448.917,13
189,190,189,Sam Ryder,52,"34' 1""",852.9169999999999,25
190,191,190,Ryan Armour,66,"32' 11""",1085.583,33
191,192,191,"Ted Potter, Jr.",56,"32' 4""",776.5830000000001,24
192,193,192,Stewart Cink,33,"31' 11""",350.75,11
193,194,999,Shane Lowry,30,"31' 8""",316.75,10
194,195,193,Charley Hoffman,58,"31' 7""",410.5,13
195,196,194,Lucas Glover,62,"31' 4""",751.6669999999999,24
196,197,195,Cameron Davis,54,"29' 9""",535.5,18
197,198,999,David Hearn,41,"29' 6""",324.83299999999997,11
