,Average_Putting_Distance_-_GIR_2_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_2_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_2_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_2_Putts_ROUNDS,Average_Putting_Distance_-_GIR_2_Putts_AVG,Average_Putting_Distance_-_GIR_2_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_2_Putts_TOTAL PUTTS
37,T33,T37,Charles Howell III,64,"26' 5""",9605.25,364
38,T33,T37,Kevin Kisner,65,"26' 5""",9348.5,354
39,T33,T28,Martin Laird,60,"26' 5""",10718.583,406
40,T33,T37,D.A. Points,33,"26' 5""",3827.917,145
41,T33,T37,Patrick Reed,53,"26' 5""",7629.3330000000005,289
42,T33,T30,Robert Streb,60,"26' 5""",10072.167,381
43,T33,T37,Nick Taylor,70,"26' 5""",12114.5,459
44,T45,T46,Brian Gay,79,"26' 4""",11923.917,453
45,T45,T46,James Hahn,34,"26' 4""",4550.417,173
46,T45,T46,Sungjae Im,88,"26' 4""",14416.417,548
47,T48,T49,Scott Langley,60,"26' 3""",9340.25,356
48,T48,T49,John Senden,39,"26' 3""",5322.4169999999995,203
49,T50,T53,Tony Finau,61,"26' 2""",9085.083,347
50,T50,T49,Seamus Power,58,"26' 2""",8453.75,323
51,T50,T53,Adam Scott,41,"26' 2""",4658.0,178
52,T50,T49,Martin Trainer,51,"26' 2""",7371.5830000000005,282
53,T54,T58,Ryan Blaum,67,"26' 1""",10579.083,405
54,T54,T66,Ben Crane,41,"26' 1""",5705.0830000000005,219
55,T54,T53,Brice Garnett,63,"26' 1""",8996.167,345
56,T54,T58,Tyrrell Hatton,46,"26' 1""",6671.3330000000005,256
57,T54,T53,Stephan Jaeger,59,"26' 1""",8377.833,321
58,T54,T58,Marc Leishman,52,"26' 1""",7463.25,286
59,T54,T58,Luke List,52,"26' 1""",8906.333,342
60,T54,T58,Carlos Ortiz,60,"26' 1""",11078.75,425
61,T54,T58,Michael Thompson,56,"26' 1""",10108.667,387
62,T63,T69,Jonas Blixt,66,"26' 0""",10830.583,416
63,T63,T66,Billy Horschel,73,"26' 0""",9913.167,381
64,T63,T69,Peter Malnati,64,"26' 0""",10311.75,396
65,T63,T66,Keith Mitchell,64,"26' 0""",8647.917,333
66,T63,T37,Brady Schnell,38,"26' 0""",5416.3330000000005,208
67,T63,T53,Shawn Stefani,57,"26' 0""",8389.25,323
68,T69,T69,Anirban Lahiri,54,"25' 11""",7282.1669999999995,281
69,T69,T69,Hunter Mahan,45,"25' 11""",7144.6669999999995,276
70,T69,T69,J.T. Poston,76,"25' 11""",12658.917,488
71,T72,T69,Julián Etulain,55,"25' 10""",7177.1669999999995,278
72,T72,T69,Nick Watney,67,"25' 10""",10740.0,416
73,T74,T80,Lucas Glover,62,"25' 9""",11840.25,460
74,T74,T80,John Huh,35,"25' 9""",5916.5,230
75,T74,T124,Webb Simpson,53,"25' 9""",9607.167,373
76,T77,T106,J.J. Henry,42,"25' 8""",6138.25,239
77,T77,T58,Mackenzie Hughes,58,"25' 8""",9100.167,355
78,T77,T80,Kelly Kraft,67,"25' 8""",9072.917,354
79,T77,T86,Matt Kuchar,65,"25' 8""",10629.583,414
80,T77,T86,Alex Prugh,54,"25' 8""",8761.917,341
81,T77,T86,Kevin Streelman,63,"25' 8""",11701.917,456
82,T83,T91,Rafa Cabrera Bello,57,"25' 7""",6847.5,268
83,T83,T78,Brian Harman,67,"25' 7""",10035.083,392
84,T83,T91,Russell Knox,65,"25' 7""",11048.5,432
85,T83,999,Shane Lowry,30,"25' 7""",4114.25,161
86,T83,T91,Patrick Rodgers,44,"25' 7""",7889.3330000000005,308
87,T83,T91,Chris Thompson,34,"25' 7""",4789.333,187
88,T83,T95,Kevin Tway,62,"25' 7""",10066.583,393
89,T83,T78,Richy Werenski,63,"25' 7""",10521.5,411
90,T91,T69,Scott Brown,66,"25' 6""",9804.167,384
91,T91,T80,Bud Cauley,61,"25' 6""",10464.583,411
92,T91,T95,Jason Dufner,56,"25' 6""",8300.917,326
93,T91,T95,Max Homa,61,"25' 6""",10033.667,394
94,T91,T95,Hideki Matsuyama,59,"25' 6""",9118.0,358
95,T91,T95,Grayson Murray,36,"25' 6""",5100.417,200
96,T91,T95,Xander Schauffele,55,"25' 6""",7781.5830000000005,305
97,T91,T95,Brendan Steele,50,"25' 6""",8214.333,322
98,T91,T58,Sepp Straka,48,"25' 6""",6446.6669999999995,253
99,T91,T86,Jimmy Walker,61,"25' 6""",9523.5,373
100,T101,T106,Beau Hossler,66,"25' 5""",9828.667,387
101,T101,T106,Jason Kokrak,68,"25' 5""",11015.0,433
102,T101,T80,Hank Lebioda,55,"25' 5""",7868.8330000000005,310
103,T104,T111,Bronson Burgoon,37,"25' 4""",5756.0830000000005,227
104,T104,T95,Jim Herman,37,"25' 4""",5019.917,198
105,T104,T111,Michael Kim,51,"25' 4""",6763.6669999999995,267
106,T104,T111,Scott Piercy,70,"25' 4""",10808.833,427
107,T104,T111,Rory Sabbatini,71,"25' 4""",10480.0,414
108,T104,T111,Sam Saunders,53,"25' 4""",9380.417,370
109,T104,T95,Peter Uihlein,65,"25' 4""",8326.167,329
110,T104,T111,Tiger Woods,31,"25' 4""",4335.417,171
111,T112,T121,Jason Day,45,"25' 3""",4972.167,197
112,T112,T124,Jim Furyk,53,"25' 3""",9275.417,367
113,T112,T80,Talor Gooch,37,"25' 3""",6675.1669999999995,264
114,T112,T95,Russell Henley,56,"25' 3""",9138.917,362
115,T112,T106,Chris Stroud,54,"25' 3""",7400.4169999999995,293
116,T112,T121,Gary Woodland,63,"25' 3""",9109.5,361
117,T118,T124,Chris Kirk,47,"25' 2""",7388.1669999999995,294
118,T118,T124,Kyle Stanley,53,"25' 2""",6473.1669999999995,257
119,T118,T133,Aaron Wise,52,"25' 2""",8360.25,332
120,T121,T111,David Hearn,41,"25' 1""",4936.833,197
121,T121,T124,Rory McIlroy,50,"25' 1""",8357.417,333
122,T121,T130,Andrew Putnam,57,"25' 1""",6692.25,267
123,T121,T86,Ben Silverman,54,"25' 1""",8475.25,338
124,T121,T124,Henrik Stenson,46,"25' 1""",7643.3330000000005,305
125,T121,T111,Hudson Swafford,59,"25' 1""",10119.75,403
126,T127,T106,Lucas Bjerregaard,37,"25' 0""",4628.667,185
127,T127,T133,Satoshi Kodaira,51,"25' 0""",6396.5830000000005,256
128,T127,T69,Brooks Koepka,49,"25' 0""",6246.4169999999995,250
129,T127,T133,Sebastián Muñoz,58,"25' 0""",8211.333,328
130,T127,T111,Wes Roach,45,"25' 0""",6208.25,248
131,T127,T145,Roger Sloan,62,"25' 0""",9387.333,376
132,T127,T133,Cameron Smith,55,"25' 0""",6254.8330000000005,250
133,T127,T121,Harold Varner III,62,"25' 0""",10837.0,433
134,T135,T145,Kramer Hickok,59,"24' 11""",8512.083,342
135,T135,T130,Dustin Johnson,47,"24' 11""",7159.3330000000005,287
136,T135,T140,Si Woo Kim,65,"24' 11""",6850.8330000000005,275
137,T135,T140,Adam Long,52,"24' 11""",9266.583,372
138,T135,T140,Troy Merritt,42,"24' 11""",6732.5830000000005,270
139,T135,T140,Jon Rahm,51,"24' 11""",6836.4169999999995,274
140,T135,T111,Danny Willett,47,"24' 11""",7980.5830000000005,320
141,T142,T145,Joel Dahmen,78,"24' 10""",11167.25,450
142,T142,T133,J.B. Holmes,54,"24' 10""",5432.8330000000005,219
143,T142,T130,Nate Lashley,44,"24' 10""",6537.8330000000005,263
144,T142,T133,Adam Svensson,51,"24' 10""",7343.25,296
145,T142,T95,Cameron Tringale,52,"24' 10""",6771.8330000000005,273
146,T142,T145,Jhonattan Vegas,60,"24' 10""",10130.667,408
147,T148,T151,Ryan Armour,66,"24' 9""",9510.0,384
148,T148,T140,Tyler Duncan,66,"24' 9""",9716.917,393
149,T148,T173,Dylan Frittelli,55,"24' 9""",9284.667,375
150,T148,T151,Ryan Moore,54,"24' 9""",8279.833,335
151,T148,T151,Justin Rose,42,"24' 9""",5665.0,229
152,T148,T151,Jordan Spieth,57,"24' 9""",8058.8330000000005,326
153,T154,T155,Ernie Els,43,"24' 8""",5027.5,204
154,T154,T180,Joey Garber,44,"24' 8""",5237.583,212
155,T154,T133,Adam Hadwin,66,"24' 8""",8708.083,353
156,T154,T155,C.T. Pan,64,"24' 8""",8397.583,340
157,T158,T157,Haotong Li,32,"24' 7""",3711.417,151
158,T158,T157,Phil Mickelson,41,"24' 7""",5736.1669999999995,233
159,T158,T157,Kevin Na,54,"24' 7""",6446.8330000000005,262
160,T158,T157,Chez Reavie,67,"24' 7""",7731.1669999999995,314
161,T162,T168,Roberto Díaz,51,"24' 6""",6205.5830000000005,253
162,T162,T145,Zach Johnson,50,"24' 6""",7631.5,311
163,T162,T157,Jim Knous,55,"24' 6""",7513.8330000000005,307
164,T162,T163,Danny Lee,66,"24' 6""",10277.75,420
165,T162,T163,Kyoung-Hoon Lee,72,"24' 6""",9132.083,373
166,T162,T163,Francesco Molinari,41,"24' 6""",5001.75,204
167,168,T168,Emiliano Grillo,65,"24' 5""",8284.333,339
168,T169,T168,Sergio Garcia,39,"24' 4""",5567.75,229
169,T169,T168,Fabián Gómez,44,"24' 4""",5984.0,246
170,T169,T173,Branden Grace,62,"24' 4""",6506.1669999999995,267
171,T169,T163,Trey Mullinax,67,"24' 4""",10965.667,451
172,T169,T173,Brian Stuard,76,"24' 4""",10715.083,440
173,T169,185,Bubba Watson,47,"24' 4""",7286.4169999999995,299
174,T175,T177,Abraham Ancer,69,"24' 3""",9412.917,388
175,T175,T177,Paul Casey,51,"24' 3""",6451.9169999999995,266
176,T175,T180,Matt Every,38,"24' 3""",4756.167,196
177,T175,T177,Louis Oosthuizen,43,"24' 3""",4360.333,180
178,T175,T145,Ryan Palmer,56,"24' 3""",7758.0830000000005,320
179,T175,999,Martin Piller,30,"24' 3""",2931.917,121
180,T181,T173,Anders Albertson,48,"24' 2""",6632.8330000000005,274
181,T181,T168,Roberto Castro,54,"24' 2""",7792.4169999999995,322
182,T181,T180,Tommy Fleetwood,43,"24' 2""",5311.6669999999995,220
183,T181,T180,Andrew Landry,56,"24' 2""",8473.75,351
184,T181,T180,Charl Schwartzel,34,"24' 2""",2606.833,108
185,T181,T186,D.J. Trahan,33,"24' 2""",4346.083,180
186,187,T192,Josh Teater,47,"24' 1""",6673.0,277
187,T188,T163,Austin Cook,50,"24' 0""",6365.5830000000005,265
188,T188,T186,Bryson DeChambeau,45,"24' 0""",6835.8330000000005,285
189,T190,T186,Jonathan Byrd,43,"23' 11""",4969.167,208
190,T190,189,Charley Hoffman,58,"23' 11""",6542.25,274
191,T192,T190,Keegan Bradley,65,"23' 10""",9478.25,397
192,T192,T195,Justin Thomas,49,"23' 10""",6412.3330000000005,269
193,T194,T192,"Ted Potter, Jr.",56,"23' 9""",7778.6669999999995,327
194,T194,T199,Scott Stallings,63,"23' 9""",8964.667,378
195,T194,T192,Vaughn Taylor,69,"23' 9""",10338.333,435
196,T197,T195,Whee Kim,57,"23' 8""",5665.1669999999995,239
197,T197,T205,Rod Pampling,40,"23' 8""",5090.083,215
198,T199,T195,Byeong Hun An,54,"23' 7""",7283.0830000000005,309
199,T199,202,Cameron Davis,54,"23' 7""",6958.0,295
200,T199,T195,Chesson Hadley,58,"23' 7""",7701.0830000000005,326
201,T202,T199,Brandon Harkins,67,"23' 6""",8258.167,352
202,T202,T199,Sam Ryder,52,"23' 6""",7287.9169999999995,310
203,T202,999,Tyrone Van Aswegen,30,"23' 6""",3551.0,151
204,205,T190,Tom Hoge,70,"23' 5""",8994.583,384
205,T206,203,Patrick Cantlay,49,"23' 0""",6411.75,279
206,T206,204,Alex Cejka,41,"23' 0""",4939.583,215
207,208,T205,Corey Conners,62,"22' 8""",8921.833,393
208,209,207,Joaquin Niemann,68,"22' 3""",9755.167,439
