,Putting_from_9_RANK THIS WEEK,Putting_from_9_RANK LAST WEEK,Putting_from_9_PLAYER NAME,Putting_from_9_ROUNDS,Putting_from_9_% MADE,Putting_from_9_ATTEMPTS,Putting_from_9_PUTTS MADE
58,59,T64,Keegan Bradley,65,51.61,31,16
59,T60,T64,Adam Hadwin,66,51.52,33,17
60,T60,61,Jordan Spieth,57,51.52,33,17
61,T62,62,Matt Kuchar,65,51.43,35,18
62,T62,T64,Joaquin Niemann,68,51.43,35,18
63,T62,T64,Scott Piercy,70,51.43,35,18
64,65,63,Joel Dahmen,78,51.16,43,22
65,T66,T92,Daniel Berger,48,50.0,20,10
66,T66,55,Cameron Davis,54,50.0,22,11
67,T66,T64,Brian Gay,79,50.0,36,18
68,T66,T64,Lucas Glover,62,50.0,22,11
69,T66,T82,Brandon Harkins,67,50.0,32,16
70,T66,52,Dustin Johnson,47,50.0,22,11
71,T66,T64,Chris Kirk,47,50.0,20,10
72,T66,T64,Justin Rose,42,50.0,20,10
73,T66,T64,Kyle Stanley,53,50.0,14,7
74,T66,T64,Brendan Steele,50,50.0,20,10
75,T66,51,Richy Werenski,63,50.0,32,16
76,T77,T53,Peter Malnati,64,48.84,43,21
77,T77,80,Ryan Moore,54,48.84,43,21
78,T79,81,Bill Haas,58,48.57,35,17
79,T79,T82,Roger Sloan,62,48.57,35,17
80,T81,99,Scott Brown,66,48.48,33,16
81,T81,60,Hudson Swafford,59,48.48,33,16
82,T83,T82,Rory Sabbatini,71,48.39,31,15
83,T83,T82,Brian Stuard,76,48.39,31,15
84,T85,T86,Chesson Hadley,58,48.28,29,14
85,T85,T86,Troy Merritt,42,48.28,29,14
86,87,T64,Brooks Koepka,49,48.15,27,13
87,T88,T64,Dylan Frittelli,55,48.0,25,12
88,T88,105,Seth Reeves,52,48.0,25,12
89,T88,118,Justin Thomas,49,48.0,25,12
90,T88,T92,Cameron Tringale,52,48.0,25,12
91,T92,T112,Brian Harman,67,47.83,23,11
92,T92,89,Patton Kizzire,58,47.83,23,11
93,T94,T90,Tommy Fleetwood,43,47.62,21,10
94,T94,T112,Stephan Jaeger,59,47.62,21,10
95,T94,T90,J.T. Poston,76,47.62,42,20
96,97,T100,Ollie Schniederjans,63,47.5,40,19
97,T98,T92,Tom Hoge,70,47.37,38,18
98,T98,104,Trey Mullinax,67,47.37,38,18
99,T100,96,Webb Simpson,53,47.22,36,17
100,T100,106,Nick Watney,67,47.22,36,17
101,102,T97,Francesco Molinari,41,47.06,17,8
102,103,88,Jimmy Walker,61,46.67,30,14
103,104,T100,Harris English,72,46.43,28,13
104,105,T92,Scott Stallings,63,46.34,41,19
105,106,T100,Gary Woodland,63,46.15,26,12
106,T107,T107,Rory McIlroy,50,45.45,22,10
107,T107,T107,John Senden,39,45.45,22,10
108,T107,T107,Cameron Smith,55,45.45,33,15
109,T107,T64,Danny Willett,47,45.45,22,10
110,111,111,Julián Etulain,55,45.16,31,14
111,112,T112,Max Homa,61,45.0,40,18
112,113,115,Anirban Lahiri,54,44.83,29,13
113,114,T116,Charley Hoffman,58,44.44,27,12
114,115,T107,Nate Lashley,44,44.0,25,11
115,116,T64,John Chin,38,43.75,16,7
116,117,T135,Peter Uihlein,65,43.48,23,10
117,118,T116,Russell Henley,56,43.33,30,13
118,T119,T119,Matthew Fitzpatrick,42,42.86,28,12
119,T119,T197,Joey Garber,44,42.86,21,9
120,T119,T97,Sergio Garcia,39,42.86,21,9
121,T119,T119,Russell Knox,65,42.86,35,15
122,T119,T130,Alex Prugh,54,42.86,35,15
123,T119,124,Nick Taylor,70,42.86,35,15
124,T119,T100,Johnson Wagner,45,42.86,28,12
125,T119,167,Aaron Wise,52,42.86,35,15
126,T127,T130,Kyle Jones,49,42.11,19,8
127,T127,T125,Sam Saunders,53,42.11,19,8
128,T127,T125,Xander Schauffele,55,42.11,19,8
129,T130,T163,Jonas Blixt,66,41.94,31,13
130,T130,157,J.J. Henry,42,41.94,31,13
131,T132,127,Martin Laird,60,41.67,24,10
132,T132,999,Tyrone Van Aswegen,30,41.67,12,5
133,134,129,Charles Howell III,64,41.38,29,12
134,T135,T130,Freddie Jacobson,37,41.18,17,7
135,T135,T130,Haotong Li,32,41.18,17,7
136,T135,T130,Carlos Ortiz,60,41.18,34,14
137,T138,T135,Jon Rahm,51,40.91,22,9
138,T138,T119,Shawn Stefani,57,40.91,22,9
139,140,T149,Kelly Kraft,67,40.43,47,19
140,T141,T138,Alex Cejka,41,40.0,20,8
141,T141,T138,J.B. Holmes,54,40.0,15,6
142,T141,T138,John Huh,35,40.0,10,4
143,T141,T138,Kyoung-Hoon Lee,72,40.0,40,16
144,T141,T138,Grayson Murray,36,40.0,15,6
145,T141,T138,Patrick Rodgers,44,40.0,25,10
146,T141,T152,Robert Streb,60,40.0,25,10
147,T141,146,Kevin Tway,62,40.0,35,14
148,T141,T147,Bubba Watson,47,40.0,25,10
149,T150,T119,Alex Noren,49,39.13,23,9
150,T150,T195,Ryan Palmer,56,39.13,23,9
151,T150,T147,Rod Pampling,40,39.13,23,9
152,153,128,Adam Schenk,80,38.64,44,17
153,T154,T149,"Ted Potter, Jr.",56,38.46,26,10
154,T154,999,D.J. Trahan,33,38.46,13,5
155,T156,T152,Martin Kaymer,38,38.1,21,8
156,T156,T152,Hunter Mahan,45,38.1,21,8
157,158,T135,Cody Gribble,52,37.93,29,11
158,T159,158,Tyrrell Hatton,46,37.5,16,6
159,T159,T119,David Hearn,41,37.5,16,6
160,T161,T149,Austin Cook,50,37.04,27,10
161,T161,T175,Brice Garnett,63,37.04,27,10
162,T163,T138,Anders Albertson,48,36.36,22,8
163,T163,T152,Bud Cauley,61,36.36,44,16
164,T163,160,Corey Conners,62,36.36,33,12
165,T163,T138,Roberto Díaz,51,36.36,22,8
166,T163,T161,Phil Mickelson,41,36.36,22,8
167,T163,T161,Charl Schwartzel,34,36.36,11,4
168,T169,T163,Paul Casey,51,35.71,28,10
169,T169,T163,Stewart Cink,33,35.71,14,5
170,T169,T163,Chez Reavie,67,35.71,28,10
171,T172,T168,Michael Kim,51,35.29,17,6
172,T172,T168,D.A. Points,33,35.29,17,6
173,174,171,Luke List,52,35.0,20,7
174,T175,T172,Louis Oosthuizen,43,34.78,23,8
175,T175,T152,Adam Svensson,51,34.78,23,8
176,T177,T175,Bronson Burgoon,37,34.62,26,9
177,T177,T175,Branden Grace,62,34.62,26,9
178,T177,T181,Ben Silverman,54,34.62,26,9
179,180,179,Adam Long,52,34.48,29,10
180,181,180,Jason Kokrak,68,34.21,38,13
181,T182,T168,Matt Every,38,33.33,18,6
182,T182,T172,Kramer Hickok,59,33.33,24,8
183,T182,T181,Kevin Kisner,65,33.33,21,7
184,T182,T181,Andrew Landry,56,33.33,24,8
185,T182,T172,Seamus Power,58,33.33,24,8
186,T182,159,José de Jesús Rodríguez,51,33.33,21,7
187,T182,999,Chris Thompson,34,33.33,12,4
188,189,T185,Sebastián Muñoz,58,32.35,34,11
189,190,T199,Jim Knous,55,31.82,22,7
190,T191,T190,Mackenzie Hughes,58,31.03,29,9
191,T191,T175,Hank Lebioda,55,31.03,29,9
192,193,184,James Hahn,34,30.77,13,4
193,T194,T187,Tyler Duncan,66,30.3,33,10
194,T194,T185,Sam Ryder,52,30.3,33,10
195,T196,T187,Curtis Luck,51,30.0,20,6
196,T196,T187,Matt Wallace,31,30.0,10,3
197,198,T190,Byeong Hun An,54,29.63,27,8
198,199,192,Tony Finau,61,28.95,38,11
199,T200,T193,Abraham Ancer,69,28.57,28,8
200,T200,T193,Satoshi Kodaira,51,28.57,21,6
201,T200,999,Martin Piller,30,28.57,14,4
202,203,T195,Tiger Woods,31,27.78,18,5
203,204,T199,Pat Perez,52,26.32,19,5
204,T205,T201,Jason Day,45,25.0,16,4
205,T205,T197,Jim Herman,37,25.0,16,4
206,207,203,Lucas Bjerregaard,37,23.81,21,5
207,208,T201,Harold Varner III,62,23.08,26,6
