,Approaches__275_yards-Rgh_RTP_RANK THIS WEEK,Approaches__275_yards-Rgh_RTP_RANK LAST WEEK,Approaches__275_yards-Rgh_RTP_PLAYER NAME,Approaches__275_yards-Rgh_RTP_ROUNDS,Approaches__275_yards-Rgh_RTP_AVG RTP
43,T4,T4,Aaron Wise,52,-1.000
44,45,45,Webb Simpson,53,-.833
45,T46,T46,Bud Cauley,61,-.800
46,T46,T46,Ollie Schniederjans,63,-.800
47,T48,T48,Byeong Hun An,54,-.750
48,T48,T48,C.T. Pan,64,-.750
49,T50,T50,Sam Burns,66,-.667
50,T50,T50,Tommy Fleetwood,43,-.667
51,T50,T50,Fabián Gómez,44,-.667
52,T50,T50,Bill Haas,58,-.667
53,T50,T50,David Hearn,41,-.667
54,T50,T50,Si Woo Kim,65,-.667
55,T50,T50,Martin Laird,60,-.667
56,T50,T50,Hank Lebioda,55,-.667
57,T50,T50,Denny McCarthy,63,-.667
58,T50,T50,Xander Schauffele,55,-.667
59,T50,T50,Roger Sloan,62,-.667
60,T50,T50,Sepp Straka,48,-.667
61,62,62,Harris English,72,-.625
62,T63,T63,Mackenzie Hughes,58,-.600
63,T63,T63,Adam Svensson,51,-.600
64,T65,T65,Lucas Bjerregaard,37,-.500
65,T65,T65,Scott Brown,66,-.500
66,T65,T65,Wyndham Clark,61,-.500
67,T65,T65,Joel Dahmen,78,-.500
68,T65,T65,Matthew Fitzpatrick,42,-.500
69,T65,T65,Sergio Garcia,39,-.500
70,T65,T65,Chesson Hadley,58,-.500
71,T65,T65,Dustin Johnson,47,-.500
72,T65,T65,Matt Jones,67,-.500
73,T65,T65,Matt Kuchar,65,-.500
74,T65,T65,Andrew Landry,56,-.500
75,T65,T65,Marc Leishman,52,-.500
76,T65,T65,Joaquin Niemann,68,-.500
77,T65,T65,Carlos Ortiz,60,-.500
78,T65,T65,Ryan Palmer,56,-.500
79,T65,T65,Rory Sabbatini,71,-.500
80,T65,T65,Vaughn Taylor,69,-.500
81,T65,T65,D.J. Trahan,33,-.500
82,T65,T65,Bubba Watson,47,-.500
83,T65,T65,Gary Woodland,63,-.500
84,85,85,Tom Hoge,70,-.444
85,T86,T86,Tony Finau,61,-.400
86,T86,T86,Dylan Frittelli,55,-.400
87,T86,T86,Trey Mullinax,67,-.400
88,T89,T89,Jonathan Byrd,43,-.333
89,T89,T89,Rickie Fowler,54,-.333
90,T89,T89,Sung Kang,67,-.333
91,T89,T89,Kelly Kraft,67,-.333
92,T89,T89,Haotong Li,32,-.333
93,T89,999,Shane Lowry,30,-.333
94,T89,T89,Hideki Matsuyama,59,-.333
95,T89,T89,Phil Mickelson,41,-.333
96,T89,T89,Adam Schenk,80,-.333
97,T89,T89,Shawn Stefani,57,-.333
98,T89,T89,Richy Werenski,63,-.333
99,T89,T89,Danny Willett,47,-.333
100,T101,T100,Bryson DeChambeau,45,-.250
101,T101,T100,Branden Grace,62,-.250
102,T101,T100,Luke List,52,-.250
103,T101,T100,Robert Streb,60,-.250
104,T105,T104,Joey Garber,44,-.200
105,T105,T104,Brian Harman,67,-.200
106,T105,T104,Max Homa,61,-.200
107,T105,T104,Chris Kirk,47,-.200
108,T105,T104,Scott Stallings,63,-.200
109,110,109,Stephan Jaeger,59,-.167
110,111,110,Jason Kokrak,68,-.143
111,T112,T111,Abraham Ancer,69,E
112,T112,T111,Kiradech Aphibarnrat,49,E
113,T112,T111,Ryan Blaum,67,E
114,T112,T111,Jonas Blixt,66,E
115,T112,T111,Paul Casey,51,E
116,T112,T111,Cameron Champ,58,E
117,T112,T111,John Chin,38,E
118,T112,T111,Ben Crane,41,E
119,T112,T111,Ernie Els,43,E
120,T112,T111,Jim Furyk,53,E
121,T112,T111,Brian Gay,79,E
122,T112,T111,Emiliano Grillo,65,E
123,T112,T111,Brandon Harkins,67,E
124,T112,T111,Russell Henley,56,E
125,T112,T111,Jim Herman,37,E
126,T112,T111,Kramer Hickok,59,E
127,T112,T111,J.B. Holmes,54,E
128,T112,T111,Charles Howell III,64,E
129,T112,T111,John Huh,35,E
130,T112,T111,Kevin Kisner,65,E
131,T112,T111,Jim Knous,55,E
132,T112,T111,Satoshi Kodaira,51,E
133,T112,T111,Danny Lee,66,E
134,T112,T111,Adam Long,52,E
135,T112,T111,Hunter Mahan,45,E
136,T112,T111,Peter Malnati,64,E
137,T112,T111,Keith Mitchell,64,E
138,T112,T111,Ryan Moore,54,E
139,T112,T111,Sebastián Muñoz,58,E
140,T112,T111,Grayson Murray,36,E
141,T112,T111,Kevin Na,54,E
142,T112,T111,Scott Piercy,70,E
143,T112,T111,Seamus Power,58,E
144,T112,T111,Chez Reavie,67,E
145,T112,T111,Wes Roach,45,E
146,T112,T111,José de Jesús Rodríguez,51,E
147,T112,T111,Justin Rose,42,E
148,T112,T111,Sam Saunders,53,E
149,T112,T111,Ben Silverman,54,E
150,T112,T111,Cameron Smith,55,E
151,T112,T111,J.J. Spaun,68,E
152,T112,T111,Jordan Spieth,57,E
153,T112,T111,Henrik Stenson,46,E
154,T112,T111,Nick Taylor,70,E
155,T112,T111,Chris Thompson,34,E
156,T112,T111,Cameron Tringale,52,E
157,T112,T111,Peter Uihlein,65,E
158,T112,999,Tyrone Van Aswegen,30,E
159,T112,T111,Johnson Wagner,45,E
160,T112,T111,Jimmy Walker,61,E
161,162,160,Beau Hossler,66,+.200
162,163,161,Billy Horschel,73,+.333
163,164,162,Freddie Jacobson,37,+.500
164,165,163,Martin Trainer,51,+.600
165,T166,T164,"Ted Potter, Jr.",56,+.667
166,T166,T164,Kevin Streelman,63,+.667
167,168,166,Curtis Luck,51,+.800
168,T169,T167,Ryan Armour,66,+1.000
169,T169,T167,Jason Dufner,56,+1.000
170,T169,T167,Seth Reeves,52,+1.000
171,T169,T167,Michael Thompson,56,+1.000
172,173,171,Cody Gribble,52,+2.000
