,Approaches_from_50-125_yards_Rgh_RANK THIS WEEK,Approaches_from_50-125_yards_Rgh_RANK LAST WEEK,Approaches_from_50-125_yards_Rgh_PLAYER NAME,Approaches_from_50-125_yards_Rgh_ROUNDS,Approaches_from_50-125_yards_Rgh_AVG,Approaches_from_50-125_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_50-125_yards_Rgh_# OF ATTEMPTS,Approaches_from_50-125_yards_Rgh_RELATIVE TO PAR
46,47,T56,Si Woo Kim,65,"25' 2""",931.0830000000001,37,+2
47,T48,T58,Abraham Ancer,69,"25' 3""",832.3330000000001,33,+3
48,T48,T74,Julián Etulain,55,"25' 3""",1008.3330000000001,40,-4
49,T48,T52,Tom Hoge,70,"25' 3""",985.6669999999999,39,+4
50,T48,T58,Jordan Spieth,57,"25' 3""",909.1669999999999,36,-1
51,T52,60,Brian Stuard,76,"25' 4""",1140.583,45,-5
52,T52,T89,Chris Thompson,34,"25' 4""",709.6669999999999,28,+3
53,T54,T48,Mackenzie Hughes,58,"25' 5""",1093.833,43,-1
54,T54,T89,Ben Silverman,54,"25' 5""",737.5,29,-2
55,56,T72,Brady Schnell,38,"25' 6""",560.0830000000001,22,+5
56,T57,T62,Jason Day,45,"25' 7""",690.25,27,+3
57,T57,T41,Zach Johnson,50,"25' 7""",717.3330000000001,28,+1
58,T57,T62,Marc Leishman,52,"25' 7""",742.4169999999999,29,+1
59,T57,T62,Phil Mickelson,41,"25' 7""",1381.8329999999999,54,E
60,61,66,Anirban Lahiri,54,"25' 9""",746.4169999999999,29,-1
61,T62,23,Kyle Jones,49,"25' 10""",750.3330000000001,29,+9
62,T62,T97,Shawn Stefani,57,"25' 10""",799.5830000000001,31,+4
63,T64,T86,Tyler Duncan,66,"25' 11""",673.3330000000001,26,+8
64,T64,T68,John Huh,35,"25' 11""",414.417,16,+4
65,T64,T68,Pat Perez,52,"25' 11""",466.833,18,+2
66,67,71,Hunter Mahan,45,"26' 0""",675.4169999999999,26,E
67,68,T72,Rory Sabbatini,71,"26' 1""",1094.667,42,-4
68,T69,T74,Ryan Blaum,67,"26' 2""",1203.25,46,+12
69,T69,T74,Rafa Cabrera Bello,57,"26' 2""",786.0,30,+1
70,T71,77,Matt Wallace,31,"26' 3""",420.25,16,+1
71,T71,T56,Chase Wright,53,"26' 3""",656.1669999999999,25,E
72,T73,T138,Whee Kim,57,"26' 5""",633.4169999999999,24,+3
73,T73,61,Scott Stallings,63,"26' 5""",1266.167,48,+6
74,75,78,Louis Oosthuizen,43,"26' 6""",344.667,13,-1
75,76,67,Cameron Davis,54,"26' 7""",1143.083,43,+3
76,T77,T79,Corey Conners,62,"26' 8""",827.75,31,+2
77,T77,T41,Jim Furyk,53,"26' 8""",639.5,24,-3
78,T79,T79,Paul Casey,51,"26' 9""",427.5,16,-5
79,T79,T97,Curtis Luck,51,"26' 9""",828.4169999999999,31,+2
80,81,T97,Jim Herman,37,"26' 10""",322.08299999999997,12,+4
81,82,40,Sangmoon Bae,42,"26' 11""",618.1669999999999,23,+3
82,T83,T82,Byeong Hun An,54,"27' 0""",1027.083,38,+9
83,T83,T82,Satoshi Kodaira,51,"27' 0""",540.6669999999999,20,+5
84,T83,T82,Kyoung-Hoon Lee,72,"27' 0""",836.5,31,+4
85,T83,T82,Xander Schauffele,55,"27' 0""",781.8330000000001,29,+1
86,T83,T111,Robert Streb,60,"27' 0""",1186.917,44,-3
87,T88,T97,Scott Brown,66,"27' 1""",949.3330000000001,35,-4
88,T88,T86,Charles Howell III,64,"27' 1""",920.0830000000001,34,+7
89,T90,T89,Billy Horschel,73,"27' 2""",1085.917,40,+8
90,T90,T89,Sung Kang,67,"27' 2""",1031.167,38,+6
91,T90,T89,Vaughn Taylor,69,"27' 2""",1033.333,38,-2
92,T93,T86,Joey Garber,44,"27' 3""",708.6669999999999,26,+5
93,T93,T95,Andrew Landry,56,"27' 3""",871.5830000000001,32,+5
94,T93,T95,Gary Woodland,63,"27' 3""",952.4169999999999,35,+2
95,T96,T128,Dominic Bozzelli,53,"27' 4""",738.5830000000001,27,-2
96,T96,T123,Harris English,72,"27' 4""",1201.417,44,+2
97,98,101,Andrew Putnam,57,"27' 5""",1043.167,38,+8
98,T99,T102,Branden Grace,62,"27' 8""",831.1669999999999,30,+4
99,T99,T102,Chesson Hadley,58,"27' 8""",1355.8329999999999,49,+12
100,T99,T102,Martin Kaymer,38,"27' 8""",663.0830000000001,24,+3
101,T99,T102,Russell Knox,65,"27' 8""",858.8330000000001,31,+4
102,103,T106,Beau Hossler,66,"27' 9""",1527.25,55,+10
103,T104,T62,Matt Every,38,"27' 10""",836.1669999999999,30,+6
104,T104,108,Justin Rose,42,"27' 10""",611.75,22,+8
105,T106,T89,Dylan Frittelli,55,"27' 11""",1145.417,41,-1
106,T106,T106,Hudson Swafford,59,"27' 11""",1171.333,42,-6
107,T108,T111,Ernie Els,43,"28' 0""",447.417,16,+1
108,T108,T111,Cody Gribble,52,"28' 0""",1401.25,50,+11
109,T110,T120,Dustin Johnson,47,"28' 1""",1237.417,44,-2
110,T110,T115,Luke List,52,"28' 1""",1206.917,43,+1
111,T110,T109,Peter Malnati,64,"28' 1""",1630.75,58,+5
112,T113,T117,Max Homa,61,"28' 3""",1046.583,37,+1
113,T113,T117,Kyle Stanley,53,"28' 3""",564.25,20,+1
114,115,T166,Adam Hadwin,66,"28' 4""",1160.417,41,+5
115,116,T120,C.T. Pan,64,"28' 5""",795.6669999999999,28,+4
116,117,T146,Rod Pampling,40,"28' 6""",684.5830000000001,24,+5
117,118,T68,Jim Knous,55,"28' 7""",1285.333,45,+1
118,119,160,Roger Sloan,62,"28' 8""",1603.9170000000001,56,-7
119,120,119,Trey Mullinax,67,"28' 9""",2130.25,74,+2
120,T121,T115,Roberto Díaz,51,"28' 10""",1123.917,39,-1
121,T121,T123,Kevin Tway,62,"28' 10""",1325.5829999999999,46,E
122,123,T111,Justin Thomas,49,"28' 11""",925.0830000000001,32,-8
123,T124,127,Carlos Ortiz,60,"29' 0""",1274.667,44,-1
124,T124,130,Patrick Reed,53,"29' 0""",1189.833,41,+4
125,126,131,Patton Kizzire,58,"29' 1""",580.9169999999999,20,+2
126,T127,132,Scott Piercy,70,"29' 2""",933.0,32,+2
127,T127,81,Sam Saunders,53,"29' 2""",1255.667,43,+6
128,T129,T133,Matthew Fitzpatrick,42,"29' 3""",496.583,17,-2
129,T129,149,Russell Henley,56,"29' 3""",671.9169999999999,23,+5
130,T129,126,D.J. Trahan,33,"29' 3""",613.9169999999999,21,+4
131,T129,T146,Johnson Wagner,45,"29' 3""",526.75,18,+2
132,133,T133,Alex Prugh,54,"29' 4""",1056.0,36,+4
133,T134,T136,Jonas Blixt,66,"29' 5""",1117.75,38,+4
134,T134,999,Tyrone Van Aswegen,30,"29' 5""",617.4169999999999,21,+9
135,T136,T123,Fabián Gómez,44,"29' 6""",649.8330000000001,22,+4
136,T136,T156,Brandt Snedeker,68,"29' 6""",1476.9170000000001,50,-8
137,138,148,Sebastián Muñoz,58,"29' 7""",886.4169999999999,30,+3
138,T139,T140,Rickie Fowler,54,"29' 8""",948.9169999999999,32,E
139,T139,T140,Jhonattan Vegas,60,"29' 8""",1069.333,36,-3
140,T139,178,Danny Willett,47,"29' 8""",1217.917,41,E
141,T142,T138,Roberto Castro,54,"29' 9""",803.8330000000001,27,+3
142,T142,135,Wyndham Clark,61,"29' 9""",1935.1670000000001,65,-1
143,T142,T128,Cameron Tringale,52,"29' 9""",1159.5,39,-3
144,145,172,Jonathan Byrd,43,"29' 10""",1253.083,42,-2
145,146,T150,Brandon Harkins,67,"30' 0""",1862.4170000000001,62,+18
146,147,34,Daniel Berger,48,"30' 1""",871.75,29,+3
147,T148,T109,Keegan Bradley,65,"30' 2""",934.1669999999999,31,+6
148,T148,T150,Tommy Fleetwood,43,"30' 2""",482.5,16,+4
149,150,152,Tiger Woods,31,"30' 3""",332.583,11,+2
150,T151,T153,Keith Mitchell,64,"30' 4""",576.25,19,+1
151,T151,T136,Harold Varner III,62,"30' 4""",1366.4170000000001,45,+1
152,153,155,D.A. Points,33,"30' 5""",456.5,15,+1
153,154,T140,Sergio Garcia,39,"30' 6""",975.25,32,E
154,155,T156,Sam Burns,66,"30' 7""",1437.3329999999999,47,+4
155,156,158,Jimmy Walker,61,"30' 11""",1393.0829999999999,45,+8
156,157,T143,Ollie Schniederjans,63,"31' 0""",1488.5,48,+3
157,158,T162,Brendan Steele,50,"31' 2""",1029.5,33,+7
158,T159,T170,Sungjae Im,88,"31' 3""",1470.6670000000001,47,+6
159,T159,T153,Rory McIlroy,50,"31' 3""",1093.833,35,+6
160,T161,T120,Sepp Straka,48,"31' 5""",910.9169999999999,29,+1
161,T161,T162,Richy Werenski,63,"31' 5""",1350.9170000000001,43,+7
162,T163,165,Patrick Cantlay,49,"31' 7""",916.3330000000001,29,-7
163,T163,T166,José de Jesús Rodríguez,51,"31' 7""",1262.25,40,+6
164,T163,T52,Josh Teater,47,"31' 7""",948.25,30,-8
165,166,T143,Matt Kuchar,65,"31' 9""",1079.833,34,+2
166,T167,T168,Charley Hoffman,58,"31' 10""",892.0830000000001,28,E
167,T167,T168,Jason Kokrak,68,"31' 10""",956.0830000000001,30,+3
168,169,T170,Cameron Champ,58,"31' 11""",2267.5,71,+9
169,170,T175,Lucas Bjerregaard,37,"32' 0""",735.5830000000001,23,+1
170,171,164,Brice Garnett,63,"32' 2""",642.9169999999999,20,E
171,172,173,Michael Kim,51,"32' 4""",1292.583,40,+11
172,173,159,Alex Noren,49,"32' 5""",1038.5,32,+2
173,174,T143,Wes Roach,45,"32' 7""",717.4169999999999,22,+1
174,175,177,J.J. Spaun,68,"32' 8""",1404.25,43,-1
175,176,174,Adam Schenk,80,"32' 9""",1540.25,47,+7
176,177,T175,J.T. Poston,76,"33' 0""",1486.75,45,+8
177,178,179,Bryson DeChambeau,45,"33' 4""",665.8330000000001,20,E
178,T179,T192,John Chin,38,"33' 8""",606.6669999999999,18,+7
179,T179,T182,Kelly Kraft,67,"33' 8""",1245.917,37,+12
180,181,161,Kramer Hickok,59,"33' 9""",979.5830000000001,29,+4
181,T182,191,Martin Laird,60,"34' 0""",1460.8329999999999,43,+7
182,T182,T182,Chez Reavie,67,"34' 0""",679.5,20,-1
183,T182,T180,Aaron Wise,52,"34' 0""",1223.583,36,+5
184,185,T180,Bubba Watson,47,"34' 1""",1807.25,53,+3
185,T186,T184,Joel Dahmen,78,"34' 3""",1060.75,31,+3
186,T186,T184,Adam Long,52,"34' 3""",1302.583,38,+12
187,T186,T184,Cameron Smith,55,"34' 3""",1026.333,30,E
188,189,187,Danny Lee,66,"34' 5""",2063.667,60,+11
189,190,188,Francesco Molinari,41,"34' 7""",795.5,23,E
190,191,190,Seth Reeves,52,"34' 9""",1565.5,45,+8
191,192,194,Hank Lebioda,55,"34' 10""",1011.0,29,+5
192,T193,999,Martin Piller,30,"35' 1""",561.9169999999999,16,+5
193,T193,T192,Martin Trainer,51,"35' 1""",2525.5,72,+14
194,195,197,Peter Uihlein,65,"35' 5""",1949.0,55,+6
195,196,195,Graeme McDowell,61,"36' 0""",1620.0829999999999,45,+7
196,T197,189,Henrik Stenson,46,"36' 7""",695.75,19,+2
197,T197,198,Michael Thompson,56,"36' 7""",731.3330000000001,20,+2
198,T199,205,Austin Cook,50,"36' 10""",736.0830000000001,20,+4
199,T199,199,Tyrrell Hatton,46,"36' 10""",662.25,18,+6
200,201,196,Brian Harman,67,"37' 2""",1115.167,30,+11
201,202,200,Justin Harding,31,"37' 7""",451.083,12,-1
202,203,201,Jon Rahm,51,"37' 9""",1395.4170000000001,37,+3
203,204,202,Stewart Cink,33,"38' 2""",687.25,18,+6
204,205,203,Grayson Murray,36,"38' 4""",1112.167,29,+4
205,206,204,Adam Scott,41,"39' 3""",706.25,18,+2
206,207,999,Shane Lowry,30,"40' 0""",880.6669999999999,22,+7
207,208,206,Haotong Li,32,"40' 7""",974.6669999999999,24,+4
208,209,207,Troy Merritt,42,"40' 11""",736.6669999999999,18,+3
