,Approaches_from_125-150_yards_RANK THIS WEEK,Approaches_from_125-150_yards_RANK LAST WEEK,Approaches_from_125-150_yards_PLAYER NAME,Approaches_from_125-150_yards_ROUNDS,Approaches_from_125-150_yards_AVG,Approaches_from_125-150_yards_TOTAL DISTANCE (FEET),Approaches_from_125-150_yards_# OF ATTEMPTS,Approaches_from_125-150_yards_RELATIVE TO PAR
54,T52,T41,Bubba Watson,47,"22' 3""",1599.25,72,-4
55,T56,T52,Sergio Garcia,39,"22' 4""",1072.083,48,-10
56,T56,T46,Adam Schenk,80,"22' 4""",3166.667,142,-21
57,T56,T52,Vaughn Taylor,69,"22' 4""",2479.167,111,-16
58,T59,T56,Keegan Bradley,65,"22' 6""",2138.833,95,-2
59,T59,T56,Andrew Landry,56,"22' 6""",2112.75,94,-2
60,T61,T67,Fabián Gómez,44,"22' 8""",1337.0,59,-11
61,T61,T61,Chesson Hadley,58,"22' 8""",2175.5,96,-6
62,T61,T61,Haotong Li,32,"22' 8""",817.0,36,-5
63,T61,T59,Joaquin Niemann,68,"22' 8""",2263.0,100,-8
64,T65,T63,Chris Kirk,47,"22' 9""",1502.1670000000001,66,-10
65,T65,T63,Pat Perez,52,"22' 9""",1364.3329999999999,60,-2
66,T67,T76,Brian Harman,67,"22' 11""",2107.833,92,-15
67,T67,T67,Ian Poulter,49,"22' 11""",1444.8329999999999,63,-8
68,69,69,Si Woo Kim,65,"23' 0""",1495.0,65,+1
69,T70,T70,Lucas Glover,62,"23' 1""",2697.417,117,-17
70,T70,T70,Justin Rose,42,"23' 1""",1131.833,49,-5
71,T72,T72,Joel Dahmen,78,"23' 2""",3336.25,144,-16
72,T72,T80,Cameron Davis,54,"23' 2""",1458.5829999999999,63,+1
73,T72,T72,Kevin Kisner,65,"23' 2""",2200.5,95,-11
74,T72,T72,Roger Sloan,62,"23' 2""",2547.417,110,-14
75,T76,T89,Tyler Duncan,66,"23' 3""",2582.417,111,-6
76,T76,T59,J.J. Henry,42,"23' 3""",1280.917,55,+1
77,T78,T80,Ryan Blaum,67,"23' 4""",2494.75,107,-9
78,T78,T83,Russell Henley,56,"23' 4""",2308.0,99,-10
79,T78,T80,Patrick Rodgers,44,"23' 4""",2173.25,93,-19
80,T81,T83,Jason Dufner,56,"23' 5""",2011.25,86,-5
81,T81,T83,Chez Reavie,67,"23' 5""",2128.583,91,-16
82,T81,T76,Kevin Tway,62,"23' 5""",1846.8329999999999,79,-1
83,T84,T72,Danny Lee,66,"23' 6""",2303.25,98,-2
84,T84,T86,Adam Long,52,"23' 6""",2493.417,106,-5
85,T86,T89,Patrick Cantlay,49,"23' 7""",1652.5,70,-5
86,T86,97,Talor Gooch,37,"23' 7""",1794.5829999999999,76,E
87,T86,T105,Jim Knous,55,"23' 7""",1530.5,65,-8
88,T89,T136,Lucas Bjerregaard,37,"23' 8""",828.6669999999999,35,-1
89,T89,T93,Tony Finau,61,"23' 8""",1609.0829999999999,68,-5
90,T89,T93,Kramer Hickok,59,"23' 8""",2032.0829999999999,86,-9
91,T89,T86,Kelly Kraft,67,"23' 8""",1678.0829999999999,71,-8
92,T93,T56,Anders Albertson,48,"23' 9""",1664.6670000000001,70,-5
93,T93,T116,Ben Crane,41,"23' 9""",1258.0,53,+2
94,T93,T105,Roberto Díaz,51,"23' 9""",1732.9170000000001,73,-11
95,T93,T102,Graeme McDowell,61,"23' 9""",1897.75,80,-10
96,T93,T95,Kevin Streelman,63,"23' 9""",2941.25,124,-14
97,T93,T86,Nick Taylor,70,"23' 9""",2968.417,125,-12
98,T93,T89,Peter Uihlein,65,"23' 9""",1994.5829999999999,84,-5
99,T100,T110,Trey Mullinax,67,"23' 10""",2502.083,105,-4
100,T100,T110,Adam Svensson,51,"23' 10""",2094.917,88,-4
101,T102,T100,Hank Lebioda,55,"23' 11""",2079.833,87,-17
102,T102,T98,Brian Stuard,76,"23' 11""",2605.583,109,-22
103,T102,T105,Aaron Wise,52,"23' 11""",1504.5,63,+3
104,T105,T100,Kyoung-Hoon Lee,72,"24' 0""",2519.083,105,-11
105,T105,T136,Peter Malnati,64,"24' 0""",2307.583,96,-15
106,T105,T151,Cameron Tringale,52,"24' 0""",1704.3329999999999,71,-10
107,T105,T98,Nick Watney,67,"24' 0""",2759.75,115,-13
108,T109,T102,Abraham Ancer,69,"24' 1""",2625.917,109,+3
109,T109,T144,Jim Herman,37,"24' 1""",1374.5,57,-3
110,T109,T116,Scott Piercy,70,"24' 1""",2668.667,111,-14
111,T109,T151,Wes Roach,45,"24' 1""",1806.8329999999999,75,-4
112,T109,T102,Gary Woodland,63,"24' 1""",2263.333,94,-8
113,T114,T105,Aaron Baddeley,51,"24' 2""",1888.0829999999999,78,-11
114,T114,T116,Cody Gribble,52,"24' 2""",1882.4170000000001,78,-8
115,T114,T116,José de Jesús Rodríguez,51,"24' 2""",1737.8329999999999,72,-7
116,117,T116,Scott Langley,60,"24' 3""",2449.75,101,-13
117,118,112,Russell Knox,65,"24' 4""",2557.083,105,-15
118,T119,T124,Harris English,72,"24' 5""",3073.583,126,-14
119,T119,T113,Anirban Lahiri,54,"24' 5""",1804.0,74,+1
120,T119,T113,Francesco Molinari,41,"24' 5""",1221.0,50,-5
121,T119,T113,Matt Wallace,31,"24' 5""",1098.917,45,-9
122,T119,T124,Chase Wright,53,"24' 5""",2298.833,94,-14
123,T124,T95,Jonas Blixt,66,"24' 6""",2911.583,119,-13
124,T124,T116,Rafa Cabrera Bello,57,"24' 6""",1543.25,63,-5
125,T124,T116,Matt Jones,67,"24' 6""",2622.833,107,-12
126,T127,999,Martin Piller,30,"24' 7""",1031.583,42,-1
127,T127,T131,Alex Prugh,54,"24' 7""",1842.75,75,-8
128,T129,T131,Jim Furyk,53,"24' 8""",2315.0,94,-8
129,T129,T128,Sungjae Im,88,"24' 8""",3604.667,146,-14
130,T129,T124,Martin Kaymer,38,"24' 8""",1678.8329999999999,68,-7
131,T129,T136,Nate Lashley,44,"24' 8""",1477.8329999999999,60,-4
132,T129,T124,Grayson Murray,36,"24' 8""",1136.417,46,+3
133,T129,T105,Johnson Wagner,45,"24' 8""",1848.8329999999999,75,-11
134,T135,T128,Wyndham Clark,61,"24' 9""",2206.417,89,-5
135,T135,T128,Bryson DeChambeau,45,"24' 9""",2152.333,87,-14
136,T137,T151,Dylan Frittelli,55,"24' 10""",2036.25,82,-4
137,T137,123,Brian Gay,79,"24' 10""",2728.417,110,-7
138,T137,T131,Charles Howell III,64,"24' 10""",2213.833,89,-16
139,T137,T131,Keith Mitchell,64,"24' 10""",2685.083,108,-10
140,T137,T131,Patrick Reed,53,"24' 10""",1590.9170000000001,64,-1
141,142,T136,J.J. Spaun,68,"24' 11""",2344.667,94,-5
142,T143,T140,John Senden,39,"25' 0""",1050.75,42,-1
143,T143,T182,Sepp Straka,48,"25' 0""",1425.5,57,-5
144,T145,T142,D.A. Points,33,"25' 1""",853.6669999999999,34,+2
145,T145,T151,Sam Saunders,53,"25' 1""",2181.583,87,-1
146,T145,T146,Shawn Stefani,57,"25' 1""",2030.4170000000001,81,-3
147,T145,T142,Michael Thompson,56,"25' 1""",2935.417,117,-18
148,149,T144,Jhonattan Vegas,60,"25' 2""",2563.5,102,-5
149,T150,T146,Tyrrell Hatton,46,"25' 3""",1592.4170000000001,63,-8
150,T150,T146,Billy Horschel,73,"25' 3""",2322.583,92,-8
151,T150,999,Shane Lowry,30,"25' 3""",1135.417,45,-2
152,T150,T146,Hunter Mahan,45,"25' 3""",2193.583,87,-5
153,T154,150,Max Homa,61,"25' 4""",2431.75,96,-9
154,T154,T171,Harold Varner III,62,"25' 4""",2761.167,109,-17
155,T156,T160,Daniel Berger,48,"25' 5""",2340.583,92,-8
156,T156,T151,Branden Grace,62,"25' 5""",1472.5829999999999,58,+1
157,T156,T151,Jordan Spieth,57,"25' 5""",2211.333,87,-9
158,T156,159,Chris Stroud,54,"25' 5""",2213.083,87,-3
159,T160,T140,Sangmoon Bae,42,"25' 6""",1349.8329999999999,53,-8
160,T160,T151,Mackenzie Hughes,58,"25' 6""",2040.4170000000001,80,-2
161,T162,T160,Scott Brown,66,"25' 7""",2964.0,116,-17
162,T162,T164,Brandon Harkins,67,"25' 7""",2350.75,92,-6
163,T162,T151,Martin Laird,60,"25' 7""",2252.167,88,-11
164,T165,T160,Kiradech Aphibarnrat,49,"25' 8""",1539.5,60,-9
165,T165,T173,Bud Cauley,61,"25' 8""",2769.75,108,-3
166,T165,T160,J.T. Poston,76,"25' 8""",3824.083,149,-19
167,T165,T177,Seamus Power,58,"25' 8""",2334.333,91,-14
168,T169,T182,Joey Garber,44,"25' 9""",1441.8329999999999,56,-2
169,T169,T177,Kyle Jones,49,"25' 9""",1672.3329999999999,65,-4
170,T169,T164,Michael Kim,51,"25' 9""",1622.5829999999999,63,E
171,T169,T164,Luke List,52,"25' 9""",2291.667,89,-2
172,T169,T164,"Ted Potter, Jr.",56,"25' 9""",1803.0829999999999,70,+3
173,T169,T185,Brandt Snedeker,68,"25' 9""",2242.667,87,-10
174,T169,T164,Brendan Steele,50,"25' 9""",2007.25,78,-2
175,T176,170,Ernie Els,43,"25' 10""",1110.25,43,-5
176,T176,T187,Stephan Jaeger,59,"25' 10""",1914.5,74,E
177,T176,T164,Denny McCarthy,63,"25' 10""",2841.167,110,-12
178,179,T171,Sam Burns,66,"25' 11""",3270.667,126,-6
179,T180,T191,Brice Garnett,63,"26' 0""",2518.667,97,-6
180,T180,T173,James Hahn,34,"26' 0""",858.75,33,-2
181,T182,T175,Satoshi Kodaira,51,"26' 1""",1696.3329999999999,65,-4
182,T182,T175,Robert Streb,60,"26' 1""",2373.417,91,-5
183,T184,T177,Beau Hossler,66,"26' 3""",2757.917,105,-1
184,T184,T177,Freddie Jacobson,37,"26' 3""",1155.417,44,E
185,186,T89,David Hearn,41,"26' 5""",1240.667,47,-10
186,T187,T185,Martin Trainer,51,"26' 7""",1543.5829999999999,58,-2
187,T187,T182,Richy Werenski,63,"26' 7""",2813.417,106,-7
188,T189,T187,Sung Kang,67,"26' 8""",2583.667,97,-9
189,T189,T187,Marc Leishman,52,"26' 8""",1762.5829999999999,66,+6
190,T189,T187,Xander Schauffele,55,"26' 8""",1813.5,68,-6
191,T192,T191,Bronson Burgoon,37,"26' 10""",1638.3329999999999,61,-1
192,T192,T191,Patton Kizzire,58,"26' 10""",1988.5829999999999,74,-5
193,T192,T194,Hudson Swafford,59,"26' 10""",2626.5,98,-2
194,195,T194,Cameron Champ,58,"26' 11""",2532.667,94,E
195,T196,197,Tommy Fleetwood,43,"27' 1""",1246.0,46,+1
196,T196,196,Carlos Ortiz,60,"27' 1""",2980.917,110,-1
197,T196,181,Ollie Schniederjans,63,"27' 1""",1815.3329999999999,67,-8
198,199,200,Ben Silverman,54,"27' 5""",2882.25,105,-3
199,200,198,Danny Willett,47,"27' 6""",2060.583,75,+5
200,201,205,Alex Noren,49,"27' 7""",1739.1670000000001,63,-2
201,202,201,Rickie Fowler,54,"27' 10""",2560.167,92,-10
202,203,202,Jonathan Byrd,43,"28' 0""",1342.25,48,-5
203,T204,T203,Jason Day,45,"28' 4""",1387.6670000000001,49,-2
204,T204,199,Bill Haas,58,"28' 4""",2778.75,98,-6
205,206,T203,Seth Reeves,52,"28' 5""",2157.5,76,+3
206,207,206,Matthew Fitzpatrick,42,"28' 10""",1818.0,63,-4
207,208,207,Charl Schwartzel,34,"29' 3""",468.417,16,+4
208,209,999,Tyrone Van Aswegen,30,"30' 0""",1049.0,35,E
