,Approaches_from_50-125_yards_RANK THIS WEEK,Approaches_from_50-125_yards_RANK LAST WEEK,Approaches_from_50-125_yards_PLAYER NAME,Approaches_from_50-125_yards_ROUNDS,Approaches_from_50-125_yards_AVG,Approaches_from_50-125_yards_TOTAL DISTANCE (FEET),Approaches_from_50-125_yards_# OF ATTEMPTS,Approaches_from_50-125_yards_RELATIVE TO PAR
133,T134,T128,Patrick Rodgers,44,"19' 9""",1835.3329999999999,93,-10
134,T134,T131,Josh Teater,47,"19' 9""",1855.0,94,-2
135,T136,T131,Abraham Ancer,69,"19' 10""",2759.0,139,-11
136,T136,T143,Russell Henley,56,"19' 10""",2046.5,103,-12
137,T136,T121,Scott Langley,60,"19' 10""",2454.25,124,-9
138,T136,T131,Troy Merritt,42,"19' 10""",2123.167,107,-11
139,T136,T128,Carlos Ortiz,60,"19' 10""",2081.917,105,-15
140,T141,T143,Anders Albertson,48,"19' 11""",1711.75,86,-5
141,T141,T135,Richy Werenski,63,"19' 11""",2291.917,115,-15
142,T143,T137,Dominic Bozzelli,53,"20' 0""",1578.6670000000001,79,-7
143,T143,T135,Kevin Kisner,65,"20' 0""",2157.333,108,-18
144,T143,T155,Chase Wright,53,"20' 0""",2100.75,105,-6
145,T146,T137,Tony Finau,61,"20' 1""",1669.8329999999999,83,-10
146,T146,T137,Phil Mickelson,41,"20' 1""",1242.667,62,-6
147,T146,T137,C.T. Pan,64,"20' 1""",2166.917,108,-6
148,T146,T162,Brady Schnell,38,"20' 1""",1589.0,79,-10
149,T150,T143,James Hahn,34,"20' 2""",905.9169999999999,45,-5
150,T150,T147,Kramer Hickok,59,"20' 2""",2195.75,109,-8
151,T152,T147,Ryan Blaum,67,"20' 3""",2143.25,106,-15
152,T152,T147,Bryson DeChambeau,45,"20' 3""",1558.8329999999999,77,-11
153,T152,T147,Luke List,52,"20' 3""",1823.5,90,-12
154,T152,T147,D.A. Points,33,"20' 3""",972.25,48,-5
155,T152,T155,José de Jesús Rodríguez,51,"20' 3""",1620.5829999999999,80,-16
156,T157,T152,Rafa Cabrera Bello,57,"20' 4""",1446.25,71,-10
157,T157,T168,Harold Varner III,62,"20' 4""",2706.167,133,-6
158,T159,T168,Jonas Blixt,66,"20' 5""",2591.167,127,-19
159,T159,T155,Billy Horschel,73,"20' 5""",1979.8329999999999,97,-8
160,T159,T152,Curtis Luck,51,"20' 5""",1530.1670000000001,75,-8
161,162,T158,Kyle Stanley,53,"20' 6""",1557.8329999999999,76,+3
162,T163,T173,Daniel Berger,48,"20' 7""",1643.5829999999999,80,-2
163,T163,T162,Tom Hoge,70,"20' 7""",2244.75,109,-8
164,T163,188,Dustin Johnson,47,"20' 7""",1461.8329999999999,71,-11
165,T163,T160,Brendan Steele,50,"20' 7""",1936.75,94,-6
166,T163,T160,Jhonattan Vegas,60,"20' 7""",1810.25,88,-18
167,T168,T178,Sangmoon Bae,42,"20' 8""",1323.0829999999999,64,-4
168,T168,T162,Hunter Mahan,45,"20' 8""",1671.6670000000001,81,-3
169,T170,T137,Martin Laird,60,"20' 9""",2427.75,117,-18
170,T170,T166,Patrick Reed,53,"20' 9""",1515.25,73,-6
171,T170,183,Sepp Straka,48,"20' 9""",1782.0,86,-5
172,T170,T178,Chris Stroud,54,"20' 9""",1827.5829999999999,88,-1
173,T174,T168,Tyrrell Hatton,46,"20' 10""",1372.3329999999999,66,+2
174,T174,T168,Andrew Landry,56,"20' 10""",2709.667,130,-20
175,T174,T168,Ian Poulter,49,"20' 10""",1603.0,77,-7
176,T177,T176,Stephan Jaeger,59,"20' 11""",1819.6670000000001,87,-11
177,T177,T173,Kyoung-Hoon Lee,72,"20' 11""",2299.917,110,-5
178,T177,T173,Matt Wallace,31,"20' 11""",814.5,39,+1
179,180,T152,John Chin,38,"21' 0""",1091.417,52,+2
180,T181,T184,Brian Harman,67,"21' 1""",2758.833,131,-4
181,T181,T178,Patton Kizzire,58,"21' 1""",1710.4170000000001,81,-7
182,T183,181,Joel Dahmen,78,"21' 2""",2980.583,141,-13
183,T183,T176,Henrik Stenson,46,"21' 2""",1122.167,53,-1
184,T183,T189,Nick Taylor,70,"21' 2""",3134.917,148,-15
185,T186,T184,Martin Kaymer,38,"21' 5""",1586.0829999999999,74,-3
186,T186,T158,Bubba Watson,47,"21' 5""",1583.1670000000001,74,-7
187,T188,T186,Ernie Els,43,"21' 6""",1353.5,63,+1
188,T188,T186,Michael Kim,51,"21' 6""",1743.1670000000001,81,-5
189,T188,191,Graeme McDowell,61,"21' 6""",1722.9170000000001,80,-8
190,191,T193,Tyler Duncan,66,"21' 7""",2788.0,129,-9
191,T192,182,Fabián Gómez,44,"21' 8""",1817.4170000000001,84,-8
192,T192,T166,J.J. Henry,42,"21' 8""",1497.25,69,-6
193,T192,T189,Satoshi Kodaira,51,"21' 8""",1905.0,88,+1
194,195,T201,Mackenzie Hughes,58,"21' 10""",2096.5,96,-5
195,T196,199,Austin Cook,50,"22' 0""",1891.25,86,-1
196,T196,192,Grayson Murray,36,"22' 0""",1475.8329999999999,67,+6
197,T198,197,Harris English,72,"22' 2""",2619.25,118,-7
198,T198,T193,Tommy Fleetwood,43,"22' 2""",1330.0829999999999,60,-5
199,T198,T193,Keith Mitchell,64,"22' 2""",1931.8329999999999,87,+5
200,201,196,Freddie Jacobson,37,"22' 3""",1268.25,57,-11
201,202,198,Marc Leishman,52,"22' 7""",1831.5829999999999,81,+3
202,203,T201,Seth Reeves,52,"22' 8""",1906.9170000000001,84,-7
203,204,206,Cody Gribble,52,"22' 9""",1772.8329999999999,78,-13
204,T205,203,D.J. Trahan,33,"23' 2""",996.8330000000001,43,-8
205,T205,200,Johnson Wagner,45,"23' 2""",1827.8329999999999,79,-16
206,207,204,Cameron Champ,58,"23' 3""",2631.917,113,-16
207,208,205,Haotong Li,32,"23' 8""",1207.667,51,+2
208,209,207,Alex Noren,49,"27' 3""",1905.4170000000001,70,-6
