,Approaches_from_200-225_yards_Rgh_RANK THIS WEEK,Approaches_from_200-225_yards_Rgh_RANK LAST WEEK,Approaches_from_200-225_yards_Rgh_PLAYER NAME,Approaches_from_200-225_yards_Rgh_ROUNDS,Approaches_from_200-225_yards_Rgh_AVG,Approaches_from_200-225_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_200-225_yards_Rgh_# OF ATTEMPTS,Approaches_from_200-225_yards_Rgh_RELATIVE TO PAR
48,T48,T49,Charl Schwartzel,34,"57' 6""",287.58299999999997,5,-1
49,50,52,Michael Kim,51,"57' 9""",635.6669999999999,11,+2
50,51,62,Danny Willett,47,"57' 11""",695.25,12,+2
51,52,54,Russell Henley,56,"58' 0""",754.0830000000001,13,+8
52,53,55,Brady Schnell,38,"58' 1""",406.5,7,-1
53,54,T56,J.T. Poston,76,"58' 2""",1629.75,28,+5
54,T55,T58,Kelly Kraft,67,"58' 3""",1106.75,19,+6
55,T55,T58,Henrik Stenson,46,"58' 3""",407.917,7,+3
56,57,60,Jim Furyk,53,"58' 4""",466.583,8,+1
57,58,61,Jhonattan Vegas,60,"58' 5""",759.1669999999999,13,-3
58,59,19,Cameron Tringale,52,"58' 6""",643.6669999999999,11,+2
59,60,76,Tyler Duncan,66,"58' 9""",822.0,14,+3
60,T61,T68,Roberto Díaz,51,"58' 11""",294.58299999999997,5,+2
61,T61,64,Francesco Molinari,41,"58' 11""",58.917,1,+1
62,63,53,J.B. Holmes,54,"59' 0""",944.4169999999999,16,-4
63,64,65,Webb Simpson,53,"59' 1""",590.8330000000001,10,-1
64,65,66,Brandt Snedeker,68,"59' 2""",1123.417,19,+3
65,66,34,Keegan Bradley,65,"59' 6""",773.25,13,+2
66,T67,67,Chez Reavie,67,"59' 8""",656.4169999999999,11,+3
67,T67,80,Bubba Watson,47,"59' 8""",477.167,8,-1
68,69,T68,Adam Scott,41,"59' 10""",1017.6669999999999,17,-1
69,70,71,Adam Svensson,51,"60' 1""",960.6669999999999,16,+2
70,71,72,Sung Kang,67,"60' 3""",1386.5,23,+3
71,72,73,Kyle Jones,49,"60' 4""",482.417,8,+3
72,73,74,Jason Dufner,56,"60' 6""",725.5,12,+6
73,74,T49,Robert Streb,60,"60' 7""",1029.833,17,-2
74,75,77,Scott Langley,60,"60' 9""",1033.167,17,+3
75,76,78,Tiger Woods,31,"61' 1""",488.75,8,+4
76,77,79,Ryan Moore,54,"61' 3""",735.0830000000001,12,+2
77,T78,T81,Jordan Spieth,57,"61' 5""",1289.333,21,+12
78,T78,T81,Nick Taylor,70,"61' 5""",1289.917,21,+4
79,80,84,Talor Gooch,37,"61' 10""",494.75,8,+3
80,T81,85,Aaron Baddeley,51,"62' 2""",1119.583,18,-1
81,T81,T56,Dominic Bozzelli,53,"62' 2""",684.0,11,E
82,83,T46,Jimmy Walker,61,"62' 4""",1184.917,19,+2
83,84,86,Michael Thompson,56,"62' 7""",875.9169999999999,14,+4
84,85,T91,Trey Mullinax,67,"62' 8""",939.8330000000001,15,-6
85,86,87,Carlos Ortiz,60,"62' 10""",1319.0829999999999,21,+3
86,87,88,Patrick Reed,53,"63' 1""",945.6669999999999,15,+2
87,88,89,Satoshi Kodaira,51,"63' 3""",695.9169999999999,11,+5
88,89,90,Aaron Wise,52,"63' 5""",443.833,7,+2
89,90,95,Peter Uihlein,65,"63' 9""",1020.3330000000001,16,+6
90,91,T91,John Huh,35,"64' 0""",256.0,4,+3
91,92,93,Kiradech Aphibarnrat,49,"64' 1""",641.0,10,+4
92,93,94,Chris Kirk,47,"64' 5""",1030.667,16,+5
93,94,98,Si Woo Kim,65,"65' 2""",651.5,10,+2
94,T95,T99,Matt Jones,67,"65' 4""",1110.583,17,+4
95,T95,T99,Nick Watney,67,"65' 4""",914.9169999999999,14,+1
96,97,101,Martin Trainer,51,"65' 6""",524.0830000000001,8,+4
97,T98,83,Joey Garber,44,"65' 8""",394.0,6,+1
98,T98,T102,John Senden,39,"65' 8""",459.667,7,+3
99,T98,T102,Brendan Steele,50,"65' 8""",328.167,5,-2
100,101,104,Jason Kokrak,68,"65' 11""",527.0830000000001,8,+2
101,102,105,D.J. Trahan,33,"66' 0""",264.08299999999997,4,E
102,103,106,Wes Roach,45,"66' 2""",397.167,6,-1
103,104,108,Chesson Hadley,58,"66' 5""",797.1669999999999,12,+2
104,105,109,Kevin Tway,62,"66' 8""",1066.333,16,+1
105,106,110,Freddie Jacobson,37,"66' 10""",868.3330000000001,13,+7
106,107,111,Matthew Fitzpatrick,42,"66' 11""",468.417,7,+3
107,T108,T112,Julián Etulain,55,"67' 0""",1138.333,17,-3
108,T108,148,Rory McIlroy,50,"67' 0""",670.0830000000001,10,E
109,T108,T112,Shawn Stefani,57,"67' 0""",870.8330000000001,13,+5
110,111,139,Brian Gay,79,"67' 2""",1208.5,18,+6
111,112,114,Cameron Smith,55,"67' 4""",1144.917,17,+10
112,113,115,Kevin Kisner,65,"67' 5""",606.75,9,+4
113,T114,T116,Stephan Jaeger,59,"67' 6""",1350.75,20,+10
114,T114,T116,Phil Mickelson,41,"67' 6""",742.1669999999999,11,E
115,116,999,Martin Piller,30,"67' 8""",338.417,5,+1
116,117,120,Ian Poulter,49,"67' 9""",474.25,7,+1
117,T118,T121,Ryan Blaum,67,"67' 10""",1220.833,18,+9
118,T118,T121,Bronson Burgoon,37,"67' 10""",678.25,10,+2
119,120,T125,Corey Conners,62,"68' 0""",951.4169999999999,14,+4
120,T121,123,Alex Prugh,54,"68' 2""",749.5,11,+3
121,T121,107,Scott Stallings,63,"68' 2""",817.5830000000001,12,+5
122,123,119,Cody Gribble,52,"68' 3""",887.5830000000001,13,-3
123,124,124,Patrick Rodgers,44,"68' 4""",1025.0,15,-2
124,125,T125,Martin Kaymer,38,"68' 6""",822.3330000000001,12,+4
125,126,75,Brooks Koepka,49,"68' 8""",411.833,6,-1
126,T127,T127,Jonathan Byrd,43,"68' 9""",756.25,11,+2
127,T127,T130,Bill Haas,58,"68' 9""",1237.417,18,+5
128,T127,T127,Xander Schauffele,55,"68' 9""",412.333,6,-2
129,T130,T96,Mackenzie Hughes,58,"69' 0""",1380.0,20,+1
130,T130,999,Shane Lowry,30,"69' 0""",414.167,6,E
131,T132,129,Brice Garnett,63,"69' 3""",830.5,12,+3
132,T132,T144,Peter Malnati,64,"69' 3""",1454.6670000000001,21,+6
133,T134,T130,Sebastián Muñoz,58,"69' 4""",1247.25,18,+4
134,T134,T130,Grayson Murray,36,"69' 4""",485.417,7,-4
135,136,165,Kramer Hickok,59,"69' 5""",555.5830000000001,8,+6
136,T137,T134,Sungjae Im,88,"69' 6""",1389.25,20,-2
137,T137,118,Alex Noren,49,"69' 6""",1112.167,16,+5
138,T137,T134,Roger Sloan,62,"69' 6""",904.0,13,+2
139,140,137,Bryson DeChambeau,45,"69' 7""",1112.667,16,-1
140,T141,138,Charley Hoffman,58,"69' 9""",697.5,10,+2
141,T141,T130,Nate Lashley,44,"69' 9""",767.6669999999999,11,+4
142,143,140,Alex Cejka,41,"69' 11""",699.4169999999999,10,+3
143,T144,T141,Anders Albertson,48,"70' 0""",909.8330000000001,13,+7
144,T144,T141,Adam Hadwin,66,"70' 0""",559.9169999999999,8,+1
145,T144,T96,J.J. Henry,42,"70' 0""",490.167,7,E
146,T147,151,Jonas Blixt,66,"70' 1""",981.0830000000001,14,+6
147,T147,T144,Bud Cauley,61,"70' 1""",1191.75,17,+3
148,T147,T144,Hideki Matsuyama,59,"70' 1""",1051.75,15,-1
149,150,147,Joaquin Niemann,68,"70' 2""",350.75,5,E
150,151,149,Richy Werenski,63,"70' 5""",985.8330000000001,14,+4
151,T152,150,Brandon Harkins,67,"70' 7""",1270.167,18,-6
152,T152,170,Rod Pampling,40,"70' 7""",494.083,7,+3
153,154,152,Luke List,52,"70' 11""",1134.0,16,-3
154,155,T141,Harris English,72,"71' 0""",1277.917,18,+2
155,156,153,Seth Reeves,52,"71' 2""",924.9169999999999,13,-1
156,157,154,Brian Harman,67,"71' 3""",925.9169999999999,13,+3
157,158,155,Anirban Lahiri,54,"71' 9""",1291.0,18,+3
158,T159,T134,Ben Crane,41,"71' 11""",575.0830000000001,8,+2
159,T159,156,D.A. Points,33,"71' 11""",431.25,6,+1
160,161,157,Byeong Hun An,54,"72' 2""",649.5830000000001,9,E
161,T162,T158,Stewart Cink,33,"72' 4""",289.33299999999997,4,+1
162,T162,T158,"Ted Potter, Jr.",56,"72' 4""",867.6669999999999,12,+4
163,T164,T160,Tony Finau,61,"72' 5""",869.4169999999999,12,+3
164,T164,T160,Sam Saunders,53,"72' 5""",1304.083,18,+6
165,166,162,J.J. Spaun,68,"72' 7""",1016.3330000000001,14,+2
166,167,163,Emiliano Grillo,65,"72' 8""",1017.3330000000001,14,+2
167,168,164,Andrew Landry,56,"72' 10""",509.75,7,+1
168,T169,T166,Charles Howell III,64,"73' 1""",1023.4169999999999,14,+2
169,T169,180,Jim Knous,55,"73' 1""",1169.333,16,+6
170,T169,T166,Rory Sabbatini,71,"73' 1""",803.5830000000001,11,+2
171,T172,T168,Wyndham Clark,61,"73' 3""",1171.5,16,-5
172,T172,T168,Fabián Gómez,44,"73' 3""",219.667,3,E
173,T174,T171,Branden Grace,62,"73' 6""",440.917,6,+2
174,T174,T171,José de Jesús Rodríguez,51,"73' 6""",514.3330000000001,7,+3
175,T176,T173,Hunter Mahan,45,"73' 7""",809.6669999999999,11,+2
176,T176,T173,Seamus Power,58,"73' 7""",736.1669999999999,10,+2
177,178,177,Andrew Putnam,57,"74' 0""",813.8330000000001,11,+2
178,179,178,Brian Stuard,76,"74' 4""",1412.25,19,+5
179,180,179,Tyrrell Hatton,46,"74' 7""",596.4169999999999,8,+2
180,T181,T181,Rickie Fowler,54,"74' 10""",898.3330000000001,12,+3
181,T181,T181,Kevin Na,54,"74' 10""",1197.167,16,+4
182,183,196,Curtis Luck,51,"74' 11""",1123.583,15,+3
183,184,183,Jason Day,45,"75' 0""",675.25,9,+7
184,185,184,C.T. Pan,64,"75' 5""",1130.833,15,+4
185,186,T185,Haotong Li,32,"75' 8""",680.9169999999999,9,+6
186,T187,T187,Sam Burns,66,"75' 9""",1060.167,14,-1
187,T187,T187,Justin Rose,42,"75' 9""",757.0830000000001,10,+1
188,T189,T189,Ryan Armour,66,"75' 10""",1516.5,20,+7
189,T189,T189,Gary Woodland,63,"75' 10""",606.5830000000001,8,-2
190,191,T185,Hank Lebioda,55,"76' 2""",1142.25,15,+3
191,T192,T191,David Hearn,41,"76' 3""",381.333,5,+3
192,T192,T191,Ben Silverman,54,"76' 3""",915.25,12,+2
193,194,193,Scott Brown,66,"76' 6""",1376.25,18,+3
194,195,194,Jim Herman,37,"76' 10""",384.0,5,+4
195,196,195,Jon Rahm,51,"77' 3""",540.75,7,+2
196,197,T173,Roberto Castro,54,"77' 10""",622.4169999999999,8,+2
197,198,T173,Tom Hoge,70,"77' 11""",1169.25,15,+4
198,199,197,Marc Leishman,52,"79' 0""",869.3330000000001,11,-2
199,200,198,Sam Ryder,52,"79' 4""",1031.583,13,-1
200,201,199,Denny McCarthy,63,"79' 7""",1113.833,14,+5
201,202,200,Adam Schenk,80,"80' 5""",1608.8329999999999,20,+2
202,203,201,Chris Thompson,34,"80' 6""",321.91700000000003,4,+2
203,204,202,Lucas Bjerregaard,37,"80' 8""",484.167,6,+1
204,205,203,Graeme McDowell,61,"82' 7""",578.0830000000001,7,+2
205,206,204,Johnson Wagner,45,"83' 5""",1084.417,13,+2
206,207,205,Zach Johnson,50,"84' 7""",845.6669999999999,10,+3
207,208,206,Billy Horschel,73,"86' 11""",955.8330000000001,11,+2
