,Approaches_from_150-175_yards_Rgh_RANK THIS WEEK,Approaches_from_150-175_yards_Rgh_RANK LAST WEEK,Approaches_from_150-175_yards_Rgh_PLAYER NAME,Approaches_from_150-175_yards_Rgh_ROUNDS,Approaches_from_150-175_yards_Rgh_AVG,Approaches_from_150-175_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_150-175_yards_Rgh_# OF ATTEMPTS,Approaches_from_150-175_yards_Rgh_RELATIVE TO PAR
70,T70,T80,Tommy Fleetwood,43,"40' 1""",641.3330000000001,16,-4
71,T72,30,Ryan Palmer,56,"40' 2""",963.4169999999999,24,+6
72,T72,T59,Scott Stallings,63,"40' 2""",2449.083,61,+19
73,T74,T59,Brian Harman,67,"40' 3""",1206.25,30,+5
74,T74,83,Rory Sabbatini,71,"40' 3""",1286.75,32,+10
75,T76,85,James Hahn,34,"40' 5""",565.25,14,+3
76,T76,T77,Adam Svensson,51,"40' 5""",1051.417,26,+5
77,78,T86,Keith Mitchell,64,"40' 6""",1052.5,26,+3
78,T79,T92,Jonas Blixt,66,"40' 7""",1946.4170000000001,48,+14
79,T79,T47,Jonathan Byrd,43,"40' 7""",851.4169999999999,21,+4
80,T79,T56,Joey Garber,44,"40' 7""",892.3330000000001,22,+6
81,82,4,Hank Lebioda,55,"40' 8""",1300.667,32,+4
82,T83,T68,Roberto Castro,54,"40' 9""",1386.5,34,+6
83,T83,T101,Danny Lee,66,"40' 9""",2281.583,56,+5
84,T85,T92,Byeong Hun An,54,"40' 10""",1552.3329999999999,38,+6
85,T85,T92,Charley Hoffman,58,"40' 10""",817.1669999999999,20,+3
86,T85,103,Trey Mullinax,67,"40' 10""",1879.6670000000001,46,+15
87,T88,T95,Jason Day,45,"40' 11""",900.1669999999999,22,+6
88,T88,89,Scott Piercy,70,"40' 11""",1226.417,30,+8
89,T88,T95,Kyle Stanley,53,"40' 11""",819.0830000000001,20,+6
90,91,97,John Huh,35,"41' 0""",943.0,23,+5
91,T92,T130,Tyler Duncan,66,"41' 1""",1190.667,29,+9
92,T92,T98,Kramer Hickok,59,"41' 1""",985.0830000000001,24,E
93,T92,T98,C.T. Pan,64,"41' 1""",1603.4170000000001,39,+8
94,95,T101,Vaughn Taylor,69,"41' 2""",1687.4170000000001,41,+11
95,96,T86,Daniel Berger,48,"41' 5""",1243.167,30,+5
96,97,104,Russell Henley,56,"41' 6""",1370.1670000000001,33,+5
97,T98,T65,Anders Albertson,48,"41' 7""",1246.333,30,+3
98,T98,105,Jason Dufner,56,"41' 7""",1329.5829999999999,32,+8
99,100,107,Patrick Reed,53,"41' 10""",962.1669999999999,23,+5
100,101,T146,Cody Gribble,52,"41' 11""",1466.25,35,+10
101,102,108,Brendan Steele,50,"42' 0""",1302.25,31,+4
102,103,T109,Grayson Murray,36,"42' 1""",715.6669999999999,17,+4
103,104,112,Sung Kang,67,"42' 2""",1602.3329999999999,38,+3
104,105,T113,Phil Mickelson,41,"42' 3""",1057.083,25,+7
105,T106,T119,Tom Hoge,70,"42' 4""",1650.25,39,+6
106,T106,T115,Luke List,52,"42' 4""",1777.0,42,+3
107,T106,90,Curtis Luck,51,"42' 4""",1354.8329999999999,32,+10
108,109,T109,Seamus Power,58,"42' 5""",1485.0829999999999,35,+10
109,T110,T47,Harris English,72,"42' 6""",1955.9170000000001,46,-4
110,T110,32,Matt Every,38,"42' 6""",636.9169999999999,15,+9
111,112,T109,Stephan Jaeger,59,"42' 8""",1706.75,40,+10
112,113,T119,Sam Burns,66,"42' 9""",2138.667,50,+9
113,114,T122,Chez Reavie,67,"42' 10""",727.6669999999999,17,+1
114,T115,T124,Louis Oosthuizen,43,"42' 11""",729.0,17,+3
115,T115,T124,Justin Rose,42,"42' 11""",1200.917,28,+1
116,T117,T117,Joaquin Niemann,68,"43' 0""",1805.3329999999999,42,+6
117,T117,160,Peter Uihlein,65,"43' 0""",1891.3329999999999,44,+3
118,119,127,Adam Long,52,"43' 1""",1205.917,28,+8
119,120,T128,Satoshi Kodaira,51,"43' 2""",1079.583,25,+2
120,T121,T130,Zach Johnson,50,"43' 3""",1340.0829999999999,31,+6
121,T121,T86,Kyle Jones,49,"43' 3""",951.3330000000001,22,+2
122,123,91,Chris Thompson,34,"43' 5""",1258.333,29,+8
123,124,135,Webb Simpson,53,"43' 6""",1262.667,29,+5
124,125,157,John Chin,38,"43' 7""",1045.667,24,+5
125,126,133,Stewart Cink,33,"43' 9""",1269.75,29,+2
126,127,T146,Whee Kim,57,"43' 10""",1184.167,27,+9
127,T128,999,Martin Piller,30,"43' 11""",658.5830000000001,15,+1
128,T128,134,Sam Ryder,52,"43' 11""",1669.6670000000001,38,+5
129,T130,T117,Dominic Bozzelli,53,"44' 0""",1626.5829999999999,37,+8
130,T130,T113,Brian Gay,79,"44' 0""",1496.25,34,+3
131,T132,136,Sam Saunders,53,"44' 1""",1543.5,35,+10
132,T132,T146,Hudson Swafford,59,"44' 1""",2114.0,48,+11
133,T134,T98,Brooks Koepka,49,"44' 2""",972.25,22,+8
134,T134,T137,Ian Poulter,49,"44' 2""",1105.083,25,+3
135,T134,T119,Nick Taylor,70,"44' 2""",2075.083,47,+8
136,T134,T137,Richy Werenski,63,"44' 2""",1854.8329999999999,42,+17
137,T138,999,Shane Lowry,30,"44' 4""",753.5830000000001,17,+3
138,T138,139,Carlos Ortiz,60,"44' 4""",1686.0,38,+7
139,T140,106,José de Jesús Rodríguez,51,"44' 5""",1510.8329999999999,34,+3
140,T140,140,Ollie Schniederjans,63,"44' 5""",1998.8329999999999,45,+11
141,142,T141,Rafa Cabrera Bello,57,"44' 6""",1157.167,26,+3
142,T143,T143,Billy Horschel,73,"44' 7""",1650.75,37,+5
143,T143,T143,Francesco Molinari,41,"44' 7""",669.0830000000001,15,+1
144,T143,75,Sepp Straka,48,"44' 7""",1203.917,27,+6
145,146,T146,Cameron Smith,55,"44' 10""",1076.167,24,+3
146,T147,T164,Alex Cejka,41,"45' 1""",947.0,21,+8
147,T147,T141,Alex Prugh,54,"45' 1""",1217.667,27,+9
148,T149,152,Ryan Moore,54,"45' 2""",949.1669999999999,21,+4
149,T149,T122,Kevin Tway,62,"45' 2""",1852.5829999999999,41,+7
150,151,T158,Scott Langley,60,"45' 3""",1401.5829999999999,31,+6
151,152,T128,Keegan Bradley,65,"45' 4""",996.5,22,+2
152,T153,155,Mackenzie Hughes,58,"45' 5""",1679.3329999999999,37,+13
153,T153,T130,Robert Streb,60,"45' 5""",1905.8329999999999,42,+9
154,155,T68,Aaron Wise,52,"45' 7""",1229.833,27,+2
155,156,T146,Scott Brown,66,"45' 8""",1917.5,42,+6
156,157,T158,Charles Howell III,64,"45' 9""",2013.3329999999999,44,+3
157,158,T146,Brice Garnett,63,"46' 0""",1518.25,33,+10
158,T159,163,Ryan Blaum,67,"46' 1""",2119.25,46,+12
159,T159,156,Austin Cook,50,"46' 1""",1198.333,26,+6
160,161,T164,J.B. Holmes,54,"46' 2""",923.5830000000001,20,+7
161,T162,T166,Freddie Jacobson,37,"46' 4""",880.1669999999999,19,+9
162,T162,T166,Hideki Matsuyama,59,"46' 4""",1342.75,29,+4
163,164,T161,Chase Wright,53,"46' 6""",1581.0,34,+12
164,T165,T169,Joel Dahmen,78,"46' 8""",1446.3329999999999,31,+11
165,T165,T169,Beau Hossler,66,"46' 8""",1961.0,42,+7
166,T165,T169,Gary Woodland,63,"46' 8""",1725.5,37,+10
167,168,T172,Chris Kirk,47,"46' 9""",1448.4170000000001,31,+4
168,169,T161,Bud Cauley,61,"46' 10""",1779.4170000000001,38,+4
169,T170,T181,Ryan Armour,66,"46' 11""",1407.6670000000001,30,+8
170,T170,T175,J.T. Poston,76,"46' 11""",1923.9170000000001,41,+10
171,172,168,J.J. Henry,42,"47' 1""",1129.167,24,+5
172,173,T172,Graeme McDowell,61,"47' 2""",1510.0829999999999,32,+5
173,T174,T183,Adam Hadwin,66,"47' 3""",1275.0,27,+6
174,T174,T179,Matt Jones,67,"47' 3""",1654.4170000000001,35,+11
175,T174,T179,Andrew Putnam,57,"47' 3""",1607.8329999999999,34,+6
176,177,T153,Dylan Frittelli,55,"47' 4""",2176.083,46,+12
177,T178,T153,Sangmoon Bae,42,"47' 5""",1470.5829999999999,31,+7
178,T178,126,Ben Crane,41,"47' 5""",1184.417,25,+8
179,180,T181,Kevin Kisner,65,"47' 6""",1139.583,24,+9
180,T181,T183,Kyoung-Hoon Lee,72,"47' 7""",1713.5,36,+3
181,T181,145,J.J. Spaun,68,"47' 7""",1760.4170000000001,37,+5
182,183,185,Bryson DeChambeau,45,"47' 8""",1191.917,25,+7
183,184,192,Rod Pampling,40,"47' 10""",1004.9169999999999,21,+8
184,T185,186,Fabián Gómez,44,"48' 0""",1199.25,25,+4
185,T185,187,Charl Schwartzel,34,"48' 0""",528.1669999999999,11,+2
186,187,174,Kelly Kraft,67,"48' 1""",2116.083,44,+9
187,T188,188,Max Homa,61,"48' 2""",2263.083,47,+11
188,T188,189,Denny McCarthy,63,"48' 2""",1108.417,23,+3
189,190,T175,Chris Stroud,54,"48' 4""",1497.25,31,+3
190,191,191,Adam Scott,41,"48' 7""",1068.5,22,+4
191,192,178,Bubba Watson,47,"48' 8""",1216.25,25,+7
192,193,T175,Ben Silverman,54,"48' 10""",1561.8329999999999,32,+6
193,194,194,Anirban Lahiri,54,"49' 3""",1478.25,30,+13
194,195,T199,Harold Varner III,62,"49' 4""",2515.5,51,+17
195,196,190,Corey Conners,62,"49' 5""",1087.167,22,+6
196,T197,193,Wyndham Clark,61,"49' 11""",1796.4170000000001,36,+10
197,T197,195,Branden Grace,62,"49' 11""",1298.667,26,+11
198,199,196,Pat Perez,52,"50' 2""",1103.25,22,+8
199,200,197,Tiger Woods,31,"50' 3""",854.0830000000001,17,+4
200,201,205,Alex Noren,49,"50' 7""",1012.0,20,+5
201,202,198,Bronson Burgoon,37,"50' 9""",812.1669999999999,16,+8
202,203,202,Kiradech Aphibarnrat,49,"51' 6""",1132.667,22,+10
203,204,203,Emiliano Grillo,65,"52' 6""",1418.0,27,+6
204,205,204,Seth Reeves,52,"52' 8""",1422.4170000000001,27,+10
205,206,T199,Roberto Díaz,51,"53' 3""",1277.917,24,+8
206,207,201,Julián Etulain,55,"54' 8""",2023.6670000000001,37,+12
207,208,207,Lucas Bjerregaard,37,"56' 6""",564.6669999999999,10,E
208,209,206,Martin Trainer,51,"59' 8""",1731.4170000000001,29,+10
