,Approaches_150-175_yards-Rgh_RTP_RANK THIS WEEK,Approaches_150-175_yards-Rgh_RTP_RANK LAST WEEK,Approaches_150-175_yards-Rgh_RTP_PLAYER NAME,Approaches_150-175_yards-Rgh_RTP_ROUNDS,Approaches_150-175_yards-Rgh_RTP_AVG RTP
61,62,80,Bud Cauley,61,+.105
62,63,61,Adam Schenk,80,+.109
63,T64,T59,Rafa Cabrera Bello,57,+.115
64,T64,T59,Keith Mitchell,64,+.115
65,66,T94,Talor Gooch,37,+.118
66,T67,T64,Jason Kokrak,68,+.120
67,T67,T64,Ian Poulter,49,+.120
68,69,T62,Sungjae Im,88,+.123
69,T70,T66,Tony Finau,61,+.125
70,T70,T49,Hank Lebioda,55,+.125
71,T70,T94,Brady Schnell,38,+.125
72,T70,T66,Cameron Smith,55,+.125
73,T74,T70,Chris Kirk,47,+.129
74,T74,T70,Brendan Steele,50,+.129
75,76,T51,Denny McCarthy,63,+.130
76,77,74,Sam Ryder,52,+.132
77,T78,T75,Billy Horschel,73,+.135
78,T78,36,J.J. Spaun,68,+.135
79,T78,T75,Michael Thompson,56,+.135
80,81,T90,David Hearn,41,+.136
81,82,79,Hideki Matsuyama,59,+.138
82,83,T70,Sebastián Muñoz,58,+.139
83,T84,T75,Scott Brown,66,+.143
84,T84,T66,Joaquin Niemann,68,+.143
85,86,T84,Charley Hoffman,58,+.150
86,87,T86,Russell Henley,56,+.152
87,88,T94,Tom Hoge,70,+.154
88,89,82,Graeme McDowell,61,+.156
89,90,T90,Byeong Hun An,54,+.158
90,91,103,Jimmy Walker,61,+.159
91,92,T108,Fabián Gómez,44,+.160
92,93,T100,Roger Sloan,62,+.163
93,T94,T114,Daniel Berger,48,+.167
94,T94,73,Brian Harman,67,+.167
95,T94,T94,Beau Hossler,66,+.167
96,T94,T94,Jon Rahm,51,+.167
97,T94,T94,Brian Stuard,76,+.167
98,T94,T100,Nick Watney,67,+.167
99,T94,130,Danny Willett,47,+.167
100,101,T86,Nick Taylor,70,+.170
101,102,93,Kevin Tway,62,+.171
102,103,T143,Webb Simpson,53,+.172
103,T104,T88,Roberto Castro,54,+.176
104,T104,T121,Jim Knous,55,+.176
105,T104,999,Shane Lowry,30,+.176
106,T104,T104,Louis Oosthuizen,43,+.176
107,T104,T104,Andrew Putnam,57,+.176
108,109,107,Sam Burns,66,+.180
109,T110,T108,Jim Herman,37,+.182
110,T110,T108,Charl Schwartzel,34,+.182
111,T110,T108,Adam Scott,41,+.182
112,113,113,Carlos Ortiz,60,+.184
113,114,T118,Wes Roach,45,+.185
114,T115,116,Patton Kizzire,58,+.188
115,T115,83,Ben Silverman,54,+.188
116,T117,T104,Jonathan Byrd,43,+.190
117,T117,T118,Ryan Moore,54,+.190
118,119,T66,Adam Svensson,51,+.192
119,T120,T121,Zach Johnson,50,+.194
120,T120,T88,Scott Langley,60,+.194
121,122,T124,Patrick Rodgers,44,+.200
122,T123,T121,Kelly Kraft,67,+.205
123,T123,127,C.T. Pan,64,+.205
124,T125,T84,John Chin,38,+.208
125,T125,128,Ernie Els,43,+.208
126,T125,T161,J.J. Henry,42,+.208
127,128,129,John Senden,39,+.211
128,T129,131,James Hahn,34,+.214
129,T129,117,Robert Streb,60,+.214
130,131,T124,Dominic Bozzelli,53,+.216
131,T132,T132,John Huh,35,+.217
132,T132,T132,Patrick Reed,53,+.217
133,T134,135,Emiliano Grillo,65,+.222
134,T134,T124,Adam Hadwin,66,+.222
135,T134,92,Sepp Straka,48,+.222
136,137,T167,Sangmoon Bae,42,+.226
137,138,T136,Hudson Swafford,59,+.229
138,139,T143,Austin Cook,50,+.231
139,140,T136,Max Homa,61,+.234
140,T141,T138,Grayson Murray,36,+.235
141,T141,T138,Tiger Woods,31,+.235
142,143,142,Cameron Champ,58,+.239
143,T144,T146,J.T. Poston,76,+.244
144,T144,T146,Ollie Schniederjans,63,+.244
145,T146,T148,Jason Dufner,56,+.250
146,T146,T169,Stephan Jaeger,59,+.250
147,T146,T169,Alex Noren,49,+.250
148,T146,T118,Ryan Palmer,56,+.250
149,150,151,Jordan Spieth,57,+.256
150,151,152,Si Woo Kim,65,+.258
151,T152,153,Ryan Blaum,67,+.261
152,T152,T100,Dylan Frittelli,55,+.261
153,T152,T161,D.J. Trahan,33,+.261
154,T155,T148,Ryan Armour,66,+.267
155,T155,T148,Scott Piercy,70,+.267
156,157,154,Vaughn Taylor,69,+.268
157,158,155,Gary Woodland,63,+.270
158,T159,141,Corey Conners,62,+.273
159,T159,T156,Jason Day,45,+.273
160,T159,T138,Joey Garber,44,+.273
161,162,T108,Chris Thompson,34,+.276
162,T163,145,Wyndham Clark,61,+.278
163,T163,T188,Henrik Stenson,46,+.278
164,T165,T158,Bryson DeChambeau,45,+.280
165,T165,T158,Phil Mickelson,41,+.280
166,T165,T132,Bubba Watson,47,+.280
167,T168,193,Cody Gribble,52,+.286
168,T168,T161,Adam Long,52,+.286
169,T168,160,Seamus Power,58,+.286
170,T168,T161,Sam Saunders,53,+.286
171,T168,T169,Josh Teater,47,+.286
172,T173,179,Jonas Blixt,66,+.292
173,T173,T167,Andrew Landry,56,+.292
174,175,172,Kyle Stanley,53,+.300
175,176,166,Brice Garnett,63,+.303
176,177,196,Tyler Duncan,66,+.310
177,178,173,Scott Stallings,63,+.311
178,T179,T180,Curtis Luck,51,+.313
179,T179,T175,Rory Sabbatini,71,+.313
180,181,177,Matt Jones,67,+.314
181,182,T156,Ben Crane,41,+.320
182,183,T161,Julián Etulain,55,+.324
183,184,T180,Trey Mullinax,67,+.326
184,T185,178,Roberto Díaz,51,+.333
185,T185,190,Whee Kim,57,+.333
186,T185,T180,Kevin Na,54,+.333
187,T185,174,Alex Prugh,54,+.333
188,T185,T180,Harold Varner III,62,+.333
189,190,T188,Martin Trainer,51,+.345
190,191,186,J.B. Holmes,54,+.350
191,192,195,Mackenzie Hughes,58,+.351
192,193,185,Chase Wright,53,+.353
193,194,187,Joel Dahmen,78,+.355
194,T195,192,Brooks Koepka,49,+.364
195,T195,191,Pat Perez,52,+.364
196,197,T180,Seth Reeves,52,+.370
197,198,194,Kevin Kisner,65,+.375
198,T199,198,Alex Cejka,41,+.381
199,T199,203,Rod Pampling,40,+.381
200,201,197,Richy Werenski,63,+.405
201,202,201,Sergio Garcia,39,+.421
202,203,199,Branden Grace,62,+.423
203,204,200,Anirban Lahiri,54,+.433
204,205,202,Kiradech Aphibarnrat,49,+.455
205,206,204,Freddie Jacobson,37,+.474
206,T207,T205,Bronson Burgoon,37,+.500
207,T207,T205,Justin Harding,31,+.500
208,209,207,Matt Every,38,+.600
