,Approaches_175-200_yards-Rgh_RTP_RANK THIS WEEK,Approaches_175-200_yards-Rgh_RTP_RANK LAST WEEK,Approaches_175-200_yards-Rgh_RTP_PLAYER NAME,Approaches_175-200_yards-Rgh_RTP_ROUNDS,Approaches_175-200_yards-Rgh_RTP_AVG RTP
146,T147,T149,Fabián Gómez,44,+.313
147,T147,T149,D.A. Points,33,+.313
148,T147,T149,Gary Woodland,63,+.313
149,T150,T130,Tom Hoge,70,+.316
150,T150,154,Satoshi Kodaira,51,+.316
151,T152,T159,Daniel Berger,48,+.318
152,T152,155,Kevin Na,54,+.318
153,154,T157,Nick Watney,67,+.321
154,T155,T159,Kiradech Aphibarnrat,49,+.333
155,T155,147,Roberto Castro,54,+.333
156,T155,T159,Corey Conners,62,+.333
157,T155,T159,Jason Day,45,+.333
158,T155,T159,Jason Dufner,56,+.333
159,T155,T159,Adam Hadwin,66,+.333
160,T155,T159,J.B. Holmes,54,+.333
161,T155,T159,Freddie Jacobson,37,+.333
162,T155,148,Kelly Kraft,67,+.333
163,T155,T110,Wes Roach,45,+.333
164,165,T170,Denny McCarthy,63,+.343
165,166,169,Ryan Blaum,67,+.344
166,T167,124,Scott Brown,66,+.345
167,T167,T157,Bill Haas,58,+.345
168,T169,T174,Hank Lebioda,55,+.346
169,T169,156,Richy Werenski,63,+.346
170,T171,T82,Kramer Hickok,59,+.348
171,T171,T176,Ben Silverman,54,+.348
172,T173,T149,Lucas Bjerregaard,37,+.353
173,T173,T170,Wyndham Clark,61,+.353
174,T173,T149,Bubba Watson,47,+.353
175,T176,173,Max Homa,61,+.357
176,T176,T184,Brady Schnell,38,+.357
177,178,T174,Phil Mickelson,41,+.360
178,T179,T176,Matthew Fitzpatrick,42,+.364
179,T179,999,Martin Piller,30,+.364
180,T181,T178,Anders Albertson,48,+.368
181,T181,T178,Dylan Frittelli,55,+.368
182,T183,T184,Jim Furyk,53,+.375
183,T183,T180,Charley Hoffman,58,+.375
184,T183,T180,Francesco Molinari,41,+.375
185,186,183,Kyle Stanley,53,+.381
186,187,189,John Chin,38,+.385
187,188,186,Patrick Rodgers,44,+.387
188,189,187,Sepp Straka,48,+.389
189,190,191,Danny Lee,66,+.393
190,191,188,Joel Dahmen,78,+.400
191,T192,190,Brice Garnett,63,+.421
192,T192,T180,Roger Sloan,62,+.421
193,T194,T192,Alex Noren,49,+.438
194,T194,T196,Rod Pampling,40,+.438
195,196,195,Andrew Landry,56,+.474
196,197,202,Whee Kim,57,+.478
197,198,T192,Scott Langley,60,+.484
198,T199,T192,Roberto Díaz,51,+.500
199,T199,200,Joey Garber,44,+.500
200,T199,T196,James Hahn,34,+.500
201,T199,T196,Justin Harding,31,+.500
202,T199,199,José de Jesús Rodríguez,51,+.500
203,204,205,Henrik Stenson,46,+.538
204,205,201,Matt Every,38,+.556
205,206,T203,Tyler Duncan,66,+.619
206,207,T203,Cody Gribble,52,+.650
207,208,206,Troy Merritt,42,+.833
208,209,207,Louis Oosthuizen,43,+.923
