,Approaches_50-75_yards-Rgh_RTP_RANK THIS WEEK,Approaches_50-75_yards-Rgh_RTP_RANK LAST WEEK,Approaches_50-75_yards-Rgh_RTP_PLAYER NAME,Approaches_50-75_yards-Rgh_RTP_ROUNDS,Approaches_50-75_yards-Rgh_RTP_AVG RTP
78,T59,T56,Hideki Matsuyama,59,E
79,T59,T56,Denny McCarthy,63,E
80,T59,T56,Keith Mitchell,64,E
81,T59,T56,Sebastián Muñoz,58,E
82,T59,T56,Kevin Na,54,E
83,T59,T114,Alex Noren,49,E
84,T59,T56,Carlos Ortiz,60,E
85,T59,T56,Rod Pampling,40,E
86,T59,T56,Scott Piercy,70,E
87,T59,T56,Wes Roach,45,E
88,T59,T56,Patrick Rodgers,44,E
89,T59,T56,Rory Sabbatini,71,E
90,T59,T56,Brady Schnell,38,E
91,T59,T56,Cameron Smith,55,E
92,T59,T56,Scott Stallings,63,E
93,T59,T56,Kyle Stanley,53,E
94,T59,T56,Hudson Swafford,59,E
95,T59,T56,Vaughn Taylor,69,E
96,T59,T56,Michael Thompson,56,E
97,T59,T4,D.J. Trahan,33,E
98,T59,999,Tyrone Van Aswegen,30,E
99,T59,T56,Tiger Woods,31,E
100,T59,T56,Chase Wright,53,E
101,102,T101,Phil Mickelson,41,+.077
102,103,103,"Ted Potter, Jr.",56,+.083
103,104,T107,Dustin Johnson,47,+.091
104,105,104,Billy Horschel,73,+.100
105,106,T105,Martin Trainer,51,+.107
106,107,T105,Russell Knox,65,+.111
107,T108,T110,Anders Albertson,48,+.125
108,T108,T110,Dominic Bozzelli,53,+.125
109,T108,T107,Chris Thompson,34,+.125
110,T111,T110,Max Homa,61,+.143
111,T111,T101,Danny Lee,66,+.143
112,T111,T114,Curtis Luck,51,+.143
113,T111,T114,Sepp Straka,48,+.143
114,T115,T164,Joey Garber,44,+.167
115,T115,T114,Martin Kaymer,38,+.167
116,T115,T114,Adam Long,52,+.167
117,T115,T124,Peter Malnati,64,+.167
118,T115,T114,Joaquin Niemann,68,+.167
119,T115,T114,Brendan Steele,50,+.167
120,T115,T114,Henrik Stenson,46,+.167
121,T115,T124,Adam Svensson,51,+.167
122,123,123,Cameron Champ,58,+.176
123,124,T107,Stephan Jaeger,59,+.182
124,T125,T124,Rafa Cabrera Bello,57,+.200
125,T125,T124,Cameron Davis,54,+.200
126,T125,T124,Sergio Garcia,39,+.200
127,T125,T137,Fabián Gómez,44,+.200
128,T125,T124,Beau Hossler,66,+.200
129,T125,T124,John Huh,35,+.200
130,T125,T150,Whee Kim,57,+.200
131,T125,T124,Patton Kizzire,58,+.200
132,T125,T56,Rory McIlroy,50,+.200
133,T125,T124,D.A. Points,33,+.200
134,T125,T124,Shawn Stefani,57,+.200
135,T125,T56,Cameron Tringale,52,+.200
136,T137,T137,Ryan Armour,66,+.222
137,T137,136,Michael Kim,51,+.222
138,T137,T110,Aaron Wise,52,+.222
139,140,T124,Danny Willett,47,+.231
140,T141,T137,Jonas Blixt,66,+.250
141,T141,T137,Rickie Fowler,54,+.250
142,T141,146,Brian Harman,67,+.250
143,T141,T137,Nate Lashley,44,+.250
144,T141,T137,Jordan Spieth,57,+.250
145,146,145,Sung Kang,67,+.273
146,T147,T114,Adam Schenk,80,+.286
147,T147,T150,Chris Stroud,54,+.286
148,T147,149,Richy Werenski,63,+.286
149,T150,T147,Tony Finau,61,+.300
150,T150,T147,José de Jesús Rodríguez,51,+.300
151,T152,T150,Bronson Burgoon,37,+.333
152,T152,T137,Bud Cauley,61,+.333
153,T152,T200,Jim Furyk,53,+.333
154,T152,T150,Emiliano Grillo,65,+.333
155,T152,T137,Sungjae Im,88,+.333
156,T152,T150,Freddie Jacobson,37,+.333
157,T152,T150,C.T. Pan,64,+.333
158,T152,T150,J.T. Poston,76,+.333
159,T152,T150,Justin Rose,42,+.333
160,T152,T160,Sam Saunders,53,+.333
161,T152,T150,Kevin Streelman,63,+.333
162,T152,T150,Johnson Wagner,45,+.333
163,T164,T160,Harris English,72,+.375
164,T164,T124,Martin Laird,60,+.375
165,T164,T160,Jimmy Walker,61,+.375
166,167,163,Ollie Schniederjans,63,+.385
167,T168,T164,Corey Conners,62,+.400
168,T168,T164,J.J. Henry,42,+.400
169,T168,T164,Matt Jones,67,+.400
170,T168,T164,Ian Poulter,49,+.400
171,T168,T164,Jon Rahm,51,+.400
172,T168,T164,Gary Woodland,63,+.400
173,174,171,Ryan Blaum,67,+.429
174,175,172,Seth Reeves,52,+.444
175,T176,T173,Sam Burns,66,+.500
176,T176,T190,John Chin,38,+.500
177,T176,T173,Chesson Hadley,58,+.500
178,T176,T173,Tyrrell Hatton,46,+.500
179,T176,T173,Russell Henley,56,+.500
180,T176,T173,Tom Hoge,70,+.500
181,T176,T173,Charles Howell III,64,+.500
182,T176,T173,Jason Kokrak,68,+.500
183,T176,999,Shane Lowry,30,+.500
184,T176,184,Graeme McDowell,61,+.500
185,T176,T173,Ryan Palmer,56,+.500
186,T176,T173,Chez Reavie,67,+.500
187,T176,T173,John Senden,39,+.500
188,189,T190,Cody Gribble,52,+.545
189,T190,T185,Byeong Hun An,54,+.600
190,T190,T185,Abraham Ancer,69,+.600
191,T190,T196,Jim Herman,37,+.600
192,T190,T185,Kyle Jones,49,+.600
193,T190,T185,Kevin Kisner,65,+.600
194,195,189,Seamus Power,58,+.625
195,T196,T190,Jason Day,45,+.667
196,T196,T190,Andrew Landry,56,+.667
197,198,195,Andrew Putnam,57,+.727
198,T199,199,Brandon Harkins,67,+.750
199,T199,T196,Kramer Hickok,59,+.750
200,T201,T190,Ben Crane,41,+.800
201,T201,198,Satoshi Kodaira,51,+.800
202,T203,T200,Jason Dufner,56,+1.000
203,T203,,David Hearn,41,+1.000
204,T203,T200,Adam Scott,41,+1.000
205,206,203,Sam Ryder,52,+1.333
206,207,204,Charl Schwartzel,34,+1.500
