,Approaches_from_225-250_yards_Rgh_RANK THIS WEEK,Approaches_from_225-250_yards_Rgh_RANK LAST WEEK,Approaches_from_225-250_yards_Rgh_PLAYER NAME,Approaches_from_225-250_yards_Rgh_ROUNDS,Approaches_from_225-250_yards_Rgh_AVG,Approaches_from_225-250_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_225-250_yards_Rgh_# OF ATTEMPTS,Approaches_from_225-250_yards_Rgh_RELATIVE TO PAR
56,57,T49,Kelly Kraft,67,"66' 0""",527.8330000000001,8,-3
57,T58,T59,Patrick Cantlay,49,"66' 1""",594.75,9,-6
58,T58,T59,Tony Finau,61,"66' 1""",595.0,9,-2
59,T60,T61,Matthew Fitzpatrick,42,"66' 2""",198.583,3,-1
60,T60,T61,"Ted Potter, Jr.",56,"66' 2""",463.083,7,+3
61,T62,34,Rory McIlroy,50,"66' 4""",331.583,5,-3
62,T62,63,C.T. Pan,64,"66' 4""",663.0,10,+2
63,64,64,Harris English,72,"66' 5""",1327.5829999999999,20,-9
64,65,65,Charles Howell III,64,"66' 6""",332.583,5,-4
65,66,66,Zach Johnson,50,"66' 8""",400.083,6,+2
66,67,67,Francesco Molinari,41,"66' 9""",200.25,3,-2
67,68,69,Justin Rose,42,"67' 0""",67.0,1,E
68,69,70,Max Homa,61,"67' 1""",1006.8330000000001,15,-7
69,70,71,Peter Malnati,64,"67' 4""",538.75,8,+2
70,T71,T72,Sam Burns,66,"67' 6""",539.75,8,-4
71,T71,T72,Justin Thomas,49,"67' 6""",405.167,6,-2
72,73,74,Ryan Moore,54,"68' 0""",476.083,7,+2
73,74,75,Sam Saunders,53,"68' 1""",272.25,4,-1
74,75,T76,Kyle Stanley,53,"68' 7""",411.667,6,+3
75,76,78,Chris Stroud,54,"69' 1""",207.333,3,E
76,77,79,Scott Piercy,70,"69' 2""",622.1669999999999,9,+1
77,78,80,Branden Grace,62,"69' 5""",208.167,3,E
78,79,81,Ben Silverman,54,"69' 8""",139.25,2,+1
79,80,68,Jimmy Walker,61,"69' 10""",628.5,9,-2
80,81,83,Ryan Palmer,56,"69' 11""",909.4169999999999,13,-4
81,82,82,Hudson Swafford,59,"70' 3""",773.0830000000001,11,-6
82,83,25,Lucas Bjerregaard,37,"70' 9""",353.667,5,-4
83,84,96,Cody Gribble,52,"70' 10""",637.25,9,+3
84,85,T84,Chesson Hadley,58,"70' 11""",283.5,4,-1
85,86,T86,Louis Oosthuizen,43,"71' 1""",142.167,2,-1
86,T87,T88,Jason Dufner,56,"71' 2""",284.66700000000003,4,-2
87,T87,T88,Martin Kaymer,38,"71' 2""",213.5,3,E
88,89,101,Josh Teater,47,"71' 5""",428.333,6,+2
89,90,90,Keegan Bradley,65,"71' 6""",357.5,5,-1
90,91,14,Corey Conners,62,"71' 9""",286.91700000000003,4,E
91,92,91,Austin Cook,50,"71' 10""",574.3330000000001,8,-3
92,T93,92,Brooks Koepka,49,"71' 11""",575.5830000000001,8,-6
93,T93,121,Richy Werenski,63,"71' 11""",503.667,7,-2
94,95,93,Jim Furyk,53,"72' 0""",216.083,3,-1
95,T96,T94,Wyndham Clark,61,"72' 1""",1224.833,17,-9
96,T96,T94,Kyoung-Hoon Lee,72,"72' 1""",360.5,5,-1
97,98,T84,Adam Hadwin,66,"72' 4""",723.4169999999999,10,-5
98,99,97,Michael Thompson,56,"72' 7""",217.667,3,+2
99,T100,102,Jim Knous,55,"73' 2""",878.25,12,-3
100,T100,98,Charl Schwartzel,34,"73' 2""",292.75,4,-1
101,T102,T99,Matt Kuchar,65,"73' 4""",220.083,3,-2
102,T102,T99,Aaron Wise,52,"73' 4""",439.833,6,-3
103,104,103,Sung Kang,67,"73' 9""",663.75,9,-1
104,T105,T104,Russell Knox,65,"74' 5""",520.75,7,-2
105,T105,T104,Trey Mullinax,67,"74' 5""",818.75,11,-4
106,107,106,Chez Reavie,67,"74' 6""",298.0,4,+3
107,T108,T107,Brandon Harkins,67,"74' 10""",898.1669999999999,12,-3
108,T108,T107,Hideki Matsuyama,59,"74' 10""",448.917,6,-1
109,T108,T86,Alex Noren,49,"74' 10""",449.083,6,-2
110,111,110,Russell Henley,56,"75' 1""",525.8330000000001,7,+3
111,112,111,Emiliano Grillo,65,"75' 3""",526.6669999999999,7,-2
112,113,T112,Jordan Spieth,57,"75' 5""",301.58299999999997,4,E
113,114,114,Jason Kokrak,68,"75' 6""",528.5830000000001,7,-2
114,T115,115,Mackenzie Hughes,58,"75' 7""",755.75,10,-5
115,T115,126,Denny McCarthy,63,"75' 7""",680.3330000000001,9,-5
116,117,116,Jhonattan Vegas,60,"75' 9""",757.4169999999999,10,-5
117,118,117,Xander Schauffele,55,"75' 11""",682.9169999999999,9,E
118,119,118,Martin Trainer,51,"76' 1""",684.5,9,-6
119,120,119,John Senden,39,"76' 2""",152.333,2,-2
120,121,5,Nate Lashley,44,"76' 4""",229.083,3,+1
121,122,127,Chase Wright,53,"76' 5""",458.5,6,-2
122,123,122,Peter Uihlein,65,"76' 10""",768.4169999999999,10,E
123,124,123,Adam Scott,41,"77' 2""",385.917,5,-2
124,T125,T124,Kiradech Aphibarnrat,49,"77' 3""",463.583,6,+1
125,T125,T124,Tom Hoge,70,"77' 3""",849.3330000000001,11,-1
126,T127,153,Joaquin Niemann,68,"77' 4""",696.25,9,-2
127,T127,T112,Adam Schenk,80,"77' 4""",851.0,11,-4
128,129,128,Adam Long,52,"78' 3""",703.9169999999999,9,+1
129,130,129,Jason Day,45,"78' 4""",469.75,6,-2
130,131,131,Abraham Ancer,69,"78' 10""",709.4169999999999,9,-2
131,132,132,Rafa Cabrera Bello,57,"78' 11""",631.25,8,-2
132,133,T133,Brice Garnett,63,"79' 0""",237.0,3,E
133,134,135,Ryan Armour,66,"79' 1""",474.25,6,+2
134,T135,T136,Hunter Mahan,45,"79' 2""",633.25,8,-1
135,T135,T136,Henrik Stenson,46,"79' 2""",237.5,3,+3
136,137,130,Roger Sloan,62,"79' 3""",871.6669999999999,11,E
137,T138,T138,Fabián Gómez,44,"79' 4""",396.583,5,+1
138,T138,T138,Matt Jones,67,"79' 4""",555.3330000000001,7,-2
139,140,120,Dylan Frittelli,55,"79' 7""",1113.75,14,-7
140,T141,T141,Paul Casey,51,"79' 9""",239.167,3,+1
141,T141,T141,Vaughn Taylor,69,"79' 9""",318.91700000000003,4,+2
142,T143,140,Dustin Johnson,47,"80' 2""",481.083,6,-2
143,T143,185,Brady Schnell,38,"80' 2""",481.167,6,+3
144,145,144,David Hearn,41,"80' 11""",404.75,5,E
145,146,145,Patton Kizzire,58,"81' 0""",647.9169999999999,8,-2
146,147,146,James Hahn,34,"81' 2""",243.583,3,+2
147,148,172,Tyler Duncan,66,"81' 3""",731.0,9,-1
148,149,147,Shawn Stefani,57,"81' 6""",733.4169999999999,9,E
149,150,148,Rory Sabbatini,71,"81' 9""",980.6669999999999,12,-7
150,151,149,Brandt Snedeker,68,"82' 6""",1072.333,13,E
151,152,150,J.B. Holmes,54,"83' 3""",249.667,3,-1
152,153,151,Adam Svensson,51,"83' 5""",500.25,6,E
153,154,152,Byeong Hun An,54,"83' 6""",918.8330000000001,11,-4
154,155,T133,Anders Albertson,48,"84' 0""",588.0830000000001,7,E
155,156,155,Ryan Blaum,67,"84' 2""",673.5,8,+2
156,157,156,Nick Watney,67,"85' 4""",511.917,6,+2
157,158,176,Chris Thompson,34,"85' 5""",427.25,5,-1
158,159,157,Seth Reeves,52,"85' 6""",598.5,7,-3
159,160,T158,Wes Roach,45,"86' 0""",430.0,5,+2
160,161,160,Stephan Jaeger,59,"86' 5""",1123.917,13,-6
161,162,161,John Huh,35,"86' 6""",691.8330000000001,8,-1
162,T163,T164,Brian Harman,67,"86' 7""",519.3330000000001,6,E
163,T163,192,Johnson Wagner,45,"86' 7""",519.5,6,-1
164,165,186,Martin Laird,60,"86' 11""",608.1669999999999,7,E
165,166,173,Carlos Ortiz,60,"87' 1""",609.75,7,E
166,T167,T162,Daniel Berger,48,"87' 4""",611.5,7,+2
167,T167,T162,Ollie Schniederjans,63,"87' 4""",349.167,4,-2
168,169,T164,Kyle Jones,49,"88' 0""",615.75,7,+4
169,170,166,Brian Stuard,76,"88' 2""",528.8330000000001,6,E
170,171,168,Charley Hoffman,58,"88' 9""",532.4169999999999,6,+1
171,172,170,Danny Willett,47,"89' 1""",178.083,2,+1
172,173,171,Matt Wallace,31,"89' 6""",447.667,5,+1
173,174,174,Roberto Castro,54,"89' 11""",179.833,2,-1
174,175,175,Seamus Power,58,"90' 4""",632.1669999999999,7,+3
175,176,T158,D.J. Trahan,33,"90' 8""",272.0,3,-1
176,177,169,Kramer Hickok,59,"91' 0""",727.75,8,-2
177,178,177,Scott Langley,60,"91' 5""",548.3330000000001,6,+3
178,179,178,Andrew Landry,56,"91' 6""",731.75,8,+1
179,180,999,Shane Lowry,30,"92' 0""",459.833,5,-3
180,181,179,Tiger Woods,31,"92' 5""",831.5830000000001,9,E
181,182,180,Sam Ryder,52,"92' 7""",555.3330000000001,6,-1
182,183,181,Rickie Fowler,54,"92' 11""",1022.1669999999999,11,-3
183,184,167,Roberto Díaz,51,"93' 3""",466.083,5,E
184,T185,182,Dominic Bozzelli,53,"93' 11""",469.583,5,-3
185,T185,190,Bill Haas,58,"93' 11""",1032.75,11,+1
186,T185,999,Tyrone Van Aswegen,30,"93' 11""",281.83299999999997,3,-1
187,188,183,Jim Herman,37,"94' 0""",470.083,5,+5
188,189,188,Cameron Tringale,52,"94' 4""",754.4169999999999,8,-4
189,190,184,Sepp Straka,48,"94' 7""",756.8330000000001,8,-1
190,191,187,Beau Hossler,66,"95' 10""",575.0,6,+1
191,192,189,Patrick Rodgers,44,"96' 5""",674.6669999999999,7,-2
192,193,191,Freddie Jacobson,37,"97' 3""",583.6669999999999,6,+2
193,194,193,Troy Merritt,42,"98' 1""",294.25,3,-2
194,195,194,Patrick Reed,53,"98' 10""",1284.333,13,-1
195,196,196,Ian Poulter,49,"99' 7""",398.417,4,-1
196,197,154,Rod Pampling,40,"99' 10""",499.25,5,+2
197,198,197,Robert Streb,60,"100' 0""",200.0,2,+1
198,199,195,Bubba Watson,47,"101' 2""",809.0830000000001,8,-3
199,200,198,Billy Horschel,73,"102' 3""",306.75,3,+1
200,T201,T199,Brian Gay,79,"103' 5""",517.25,5,+1
201,T201,T199,Satoshi Kodaira,51,"103' 5""",620.3330000000001,6,E
202,203,204,John Chin,38,"103' 7""",310.66700000000003,3,E
203,204,201,Curtis Luck,51,"104' 5""",626.5830000000001,6,+2
204,205,202,Tommy Fleetwood,43,"106' 10""",320.58299999999997,3,+2
205,206,203,Matt Every,38,"112' 5""",224.75,2,+1
