,Approaches_100-125_yards-Rgh_RTP_RANK THIS WEEK,Approaches_100-125_yards-Rgh_RTP_RANK LAST WEEK,Approaches_100-125_yards-Rgh_RTP_PLAYER NAME,Approaches_100-125_yards-Rgh_RTP_ROUNDS,Approaches_100-125_yards-Rgh_RTP_AVG RTP
124,T123,T156,Rory McIlroy,50,+.105
125,T123,T120,Brendan Steele,50,+.105
126,T123,T120,Aaron Wise,52,+.105
127,128,T129,Richy Werenski,63,+.111
128,T129,T129,Abraham Ancer,69,+.118
129,T129,T129,Chesson Hadley,58,+.118
130,T131,T133,Sung Kang,67,+.125
131,T131,T133,Peter Malnati,64,+.125
132,T131,T133,Andrew Putnam,57,+.125
133,T131,T133,Adam Svensson,51,+.125
134,135,T126,Harold Varner III,62,+.129
135,T136,T110,Seth Reeves,52,+.133
136,T136,T138,Xander Schauffele,55,+.133
137,T138,T151,J.B. Holmes,54,+.143
138,T138,T140,Freddie Jacobson,37,+.143
139,T138,999,Shane Lowry,30,+.143
140,T138,T140,Patrick Reed,53,+.143
141,T138,T140,Brady Schnell,38,+.143
142,T138,T145,Scott Stallings,63,+.143
143,T138,T145,Shawn Stefani,57,+.143
144,145,144,Ryan Blaum,67,+.148
145,T146,T145,Haotong Li,32,+.154
146,T146,T145,Hunter Mahan,45,+.154
147,T146,T145,Sebastián Muñoz,58,+.154
148,T146,T145,J.T. Poston,76,+.154
149,T150,T151,Sam Ryder,52,+.158
150,T150,T151,Brian Stuard,76,+.158
151,T152,T154,Byeong Hun An,54,+.167
152,T152,T60,Lucas Bjerregaard,37,+.167
153,T152,T175,Chris Thompson,34,+.167
154,T155,T162,Graeme McDowell,61,+.174
155,T155,T162,Jimmy Walker,61,+.174
156,T157,T156,Marc Leishman,52,+.176
157,T157,T185,Webb Simpson,53,+.176
158,T159,T169,Sangmoon Bae,42,+.182
159,T159,T60,Roberto Castro,54,+.182
160,T159,T158,Russell Henley,56,+.182
161,T159,T158,Troy Merritt,42,+.182
162,T159,T158,Kyle Stanley,53,+.182
163,164,161,Branden Grace,62,+.188
164,T165,T164,Tyler Duncan,66,+.200
165,T165,T164,Justin Harding,31,+.200
166,T165,T164,Patton Kizzire,58,+.200
167,T165,T164,Jason Kokrak,68,+.200
168,T165,T169,Rod Pampling,40,+.200
169,T170,T140,Daniel Berger,48,+.211
170,T170,T154,Jonas Blixt,66,+.211
171,T170,T113,Bubba Watson,47,+.211
172,T173,T169,John Senden,39,+.222
173,T173,T169,Tiger Woods,31,+.222
174,175,184,Brandon Harkins,67,+.226
175,176,T175,Austin Cook,50,+.231
176,177,173,Adam Long,52,+.235
177,T178,T175,Keegan Bradley,65,+.250
178,T178,T175,Bronson Burgoon,37,+.250
179,T178,T175,Stewart Cink,33,+.250
180,T178,T175,Ernie Els,43,+.250
181,T178,T175,D.J. Trahan,33,+.250
182,183,174,Cody Gribble,52,+.259
183,184,T188,Alex Prugh,54,+.263
184,T185,183,James Hahn,34,+.273
185,T185,T175,Martin Trainer,51,+.273
186,187,200,Peter Uihlein,65,+.280
187,188,T185,Grayson Murray,36,+.286
188,T189,T195,Matt Every,38,+.294
189,T189,T188,Kevin Kisner,65,+.294
190,191,T190,Billy Horschel,73,+.300
191,192,T164,Kyle Jones,49,+.308
192,193,T193,Kyoung-Hoon Lee,72,+.313
193,T194,T190,Joey Garber,44,+.333
194,T194,199,Brice Garnett,63,+.333
195,T194,T190,Fabián Gómez,44,+.333
196,T194,T195,Danny Lee,66,+.333
197,T194,999,Tyrone Van Aswegen,30,+.333
198,199,T193,Hank Lebioda,55,+.353
199,200,999,Martin Piller,30,+.364
200,201,T197,Matt Kuchar,65,+.375
201,202,206,Adam Hadwin,66,+.381
202,T203,T204,Kelly Kraft,67,+.389
203,T203,202,José de Jesús Rodríguez,51,+.389
204,205,201,John Chin,38,+.429
205,206,203,Tyrrell Hatton,46,+.444
206,207,T204,Tommy Fleetwood,43,+.500
207,208,T197,Brian Harman,67,+.625
208,209,207,Justin Rose,42,+.778
