,Approaches_from_150-175_yards_RANK THIS WEEK,Approaches_from_150-175_yards_RANK LAST WEEK,Approaches_from_150-175_yards_PLAYER NAME,Approaches_from_150-175_yards_ROUNDS,Approaches_from_150-175_yards_AVG,Approaches_from_150-175_yards_TOTAL DISTANCE (FEET),Approaches_from_150-175_yards_# OF ATTEMPTS,Approaches_from_150-175_yards_RELATIVE TO PAR
84,T84,T81,Jason Dufner,56,"28' 0""",3670.833,131,+1
85,T84,T81,"Ted Potter, Jr.",56,"28' 0""",3443.75,123,-4
86,T84,T72,Wes Roach,45,"28' 0""",2212.0,79,E
87,T84,T74,Roger Sloan,62,"28' 0""",3132.0,112,+1
88,89,T98,Hudson Swafford,59,"28' 1""",3424.083,122,-5
89,T90,T84,Tommy Fleetwood,43,"28' 2""",2002.25,71,-2
90,T90,T84,Charley Hoffman,58,"28' 2""",2843.083,101,-2
91,T90,T84,Luke List,52,"28' 2""",2930.833,104,-3
92,T90,T84,Brian Stuard,76,"28' 2""",4902.333,174,-16
93,T94,T108,Austin Cook,50,"28' 3""",2911.75,103,+1
94,T94,T102,Kramer Hickok,59,"28' 3""",3649.417,129,-4
95,T94,T84,Scott Langley,60,"28' 3""",4603.833,163,-20
96,T94,T92,Grayson Murray,36,"28' 3""",1440.4170000000001,51,-1
97,T94,T122,Ryan Palmer,56,"28' 3""",2771.833,98,+3
98,T99,T94,Chris Kirk,47,"28' 4""",2722.583,96,+5
99,T99,T94,Keith Mitchell,64,"28' 4""",2892.083,102,-6
100,T99,T116,Sebastián Muñoz,58,"28' 4""",2944.167,104,-4
101,T99,T94,C.T. Pan,64,"28' 4""",3313.25,117,+1
102,T103,T98,Lucas Glover,62,"28' 5""",4551.5,160,-10
103,T103,T98,Ian Poulter,49,"28' 5""",2413.75,85,-3
104,T105,T102,James Hahn,34,"28' 6""",1568.8329999999999,55,-1
105,T105,T102,Si Woo Kim,65,"28' 6""",3045.167,107,-6
106,T105,T102,Russell Knox,65,"28' 6""",4582.833,161,-8
107,T105,T106,Trey Mullinax,67,"28' 6""",3135.0,110,+4
108,T105,T108,Carlos Ortiz,60,"28' 6""",3479.167,122,-4
109,T105,T120,Harold Varner III,62,"28' 6""",4074.333,143,-4
110,T111,T111,J.J. Henry,42,"28' 7""",2115.75,74,-9
111,T111,T106,Louis Oosthuizen,43,"28' 7""",2141.167,75,-1
112,T111,T120,Ollie Schniederjans,63,"28' 7""",3026.833,106,-7
113,T114,T92,Roberto Díaz,51,"28' 8""",2175.917,76,-4
114,T114,T111,Chase Wright,53,"28' 8""",3211.667,112,+2
115,T116,T111,Satoshi Kodaira,51,"28' 9""",2988.917,104,-1
116,T116,T111,Danny Lee,66,"28' 9""",4368.917,152,-6
117,T116,T111,Cameron Smith,55,"28' 9""",2643.333,92,-7
118,T119,T132,Sangmoon Bae,42,"28' 10""",1989.8329999999999,69,-1
119,T119,T116,Rafa Cabrera Bello,57,"28' 10""",2683.083,93,-5
120,T119,T108,Jim Knous,55,"28' 10""",2248.583,78,E
121,T119,T116,Sam Ryder,52,"28' 10""",3089.333,107,+2
122,T123,T122,Anirban Lahiri,54,"29' 0""",3388.833,117,-1
123,T123,T122,J.T. Poston,76,"29' 0""",5184.583,179,-2
124,T123,T141,Adam Schenk,80,"29' 0""",4199.167,145,-5
125,T126,T126,Cameron Champ,58,"29' 1""",3602.833,124,-19
126,T126,T144,Denny McCarthy,63,"29' 1""",4105.667,141,-4
127,T126,T126,Jon Rahm,51,"29' 1""",2149.083,74,+1
128,T126,T144,José de Jesús Rodríguez,51,"29' 1""",2679.25,92,-7
129,T126,T126,Xander Schauffele,55,"29' 1""",2731.667,94,-7
130,T126,T122,Jimmy Walker,61,"29' 1""",3313.667,114,-1
131,T132,999,Shane Lowry,30,"29' 2""",1427.5,49,-9
132,T132,T116,Webb Simpson,53,"29' 2""",3854.5,132,-6
133,T132,T132,Kevin Streelman,63,"29' 2""",4581.5,157,E
134,T135,T136,Joey Garber,44,"29' 3""",2047.5,70,-5
135,T135,T136,Brian Gay,79,"29' 3""",4773.583,163,-18
136,T135,135,John Huh,35,"29' 3""",2518.5,86,+4
137,T135,T126,Kelly Kraft,67,"29' 3""",3775.5,129,+10
138,T139,T151,Anders Albertson,48,"29' 4""",2318.833,79,-5
139,T139,T136,Tony Finau,61,"29' 4""",3075.667,105,-4
140,T139,T136,Martin Kaymer,38,"29' 4""",2962.25,101,+1
141,T139,T147,Peter Malnati,64,"29' 4""",3610.417,123,-5
142,T143,T136,Brandon Harkins,67,"29' 5""",3584.75,122,-1
143,T143,T141,Freddie Jacobson,37,"29' 5""",1675.0829999999999,57,-6
144,T143,T141,Patrick Reed,53,"29' 5""",2703.083,92,-5
145,T143,T151,Richy Werenski,63,"29' 5""",4289.333,146,-11
146,147,T144,Sung Kang,67,"29' 6""",4427.75,150,-3
147,T148,T154,J.B. Holmes,54,"29' 7""",1865.0,63,-3
148,T148,T149,Robert Streb,60,"29' 7""",3400.083,115,E
149,150,T149,Ryan Blaum,67,"29' 8""",4060.333,137,-11
150,151,158,Ben Silverman,54,"29' 9""",3625.75,122,-16
151,T152,T94,Ben Crane,41,"29' 10""",2088.25,70,-6
152,T152,153,Chesson Hadley,58,"29' 10""",3072.833,103,E
153,T152,T126,Dustin Johnson,47,"29' 10""",2268.667,76,-7
154,T152,T147,Alex Prugh,54,"29' 10""",2683.75,90,+4
155,T156,T154,Pat Perez,52,"29' 11""",2032.4170000000001,68,-7
156,T156,161,Shawn Stefani,57,"29' 11""",3563.833,119,-7
157,T158,T162,Julián Etulain,55,"30' 0""",2279.417,76,+1
158,T158,T162,Mackenzie Hughes,58,"30' 0""",3544.25,118,-6
159,T158,T132,Stephan Jaeger,59,"30' 0""",2853.083,95,-8
160,T158,T154,Martin Laird,60,"30' 0""",3812.917,127,-2
161,T158,157,D.A. Points,33,"30' 0""",1650.75,55,+3
162,T163,T165,J.J. Spaun,68,"30' 3""",3384.417,112,-3
163,T163,T162,Kevin Tway,62,"30' 3""",2601.75,86,+1
164,T163,T165,Peter Uihlein,65,"30' 3""",2905.083,96,-6
165,166,160,Michael Thompson,56,"30' 4""",4214.667,139,-8
166,167,159,Johnson Wagner,45,"30' 5""",2584.667,85,+3
167,T168,T165,Jonas Blixt,66,"30' 6""",3906.917,128,+3
168,T168,T177,Dominic Bozzelli,53,"30' 6""",2473.833,81,+1
169,T168,182,Harris English,72,"30' 6""",4907.083,161,-4
170,T168,T173,Brian Harman,67,"30' 6""",4305.833,141,-1
171,172,T165,Matt Jones,67,"30' 8""",3956.917,129,+3
172,173,T169,Bryson DeChambeau,45,"30' 9""",3564.167,116,+7
173,T174,T171,Stewart Cink,33,"30' 10""",1786.3329999999999,58,-1
174,T174,181,Fabián Gómez,44,"30' 10""",2958.917,96,+4
175,T174,T177,Nick Taylor,70,"30' 10""",4565.0,148,-9
176,T174,T171,Matt Wallace,31,"30' 10""",1572.0829999999999,51,+2
177,T178,T177,Jonathan Byrd,43,"30' 11""",2068.833,67,+3
178,T178,T173,Adam Long,52,"30' 11""",3460.583,112,+10
179,T178,T173,Jordan Spieth,57,"30' 11""",2907.333,94,-8
180,T181,183,Cody Gribble,52,"31' 0""",3102.917,100,-4
181,T181,188,Cameron Tringale,52,"31' 0""",2509.667,81,-1
182,T183,186,Nate Lashley,44,"31' 1""",2267.417,73,+4
183,T183,176,Rory Sabbatini,71,"31' 1""",4969.083,160,+3
184,T185,T177,Ernie Els,43,"31' 2""",2026.9170000000001,65,-6
185,T185,T169,Rod Pampling,40,"31' 2""",2557.417,82,-4
186,187,T184,Alex Noren,49,"31' 5""",3015.5,96,+4
187,T188,187,Daniel Berger,48,"31' 7""",3439.167,109,+3
188,T188,T184,Michael Kim,51,"31' 7""",2844.0,90,+9
189,190,T190,Bill Haas,58,"31' 9""",3397.75,107,+7
190,191,197,John Chin,38,"31' 10""",1720.5829999999999,54,+2
191,192,189,Aaron Baddeley,51,"32' 0""",3422.333,107,-9
192,T193,T190,Brice Garnett,63,"32' 2""",3797.333,118,+4
193,T193,192,Beau Hossler,66,"32' 2""",3703.333,115,-5
194,T193,198,D.J. Trahan,33,"32' 2""",1543.1670000000001,48,+2
195,196,193,Charles Howell III,64,"32' 3""",3446.833,107,-12
196,197,194,Hunter Mahan,45,"32' 6""",2956.417,91,+2
197,198,195,Kyle Jones,49,"32' 8""",2908.5,89,+5
198,199,196,Charl Schwartzel,34,"32' 9""",1473.9170000000001,45,+1
199,200,200,Seth Reeves,52,"33' 2""",2587.583,78,-4
200,201,199,John Senden,39,"33' 3""",1828.6670000000001,55,E
201,T202,204,Wyndham Clark,61,"33' 11""",3868.75,114,-4
202,T202,202,Patrick Rodgers,44,"33' 11""",3051.583,90,+5
203,T202,201,Brandt Snedeker,68,"33' 11""",4100.25,121,-7
204,205,203,Curtis Luck,51,"34' 4""",2198.917,64,+3
205,T206,205,Seamus Power,58,"34' 7""",3942.083,114,+4
206,T206,206,Martin Trainer,51,"34' 7""",2492.75,72,E
207,208,999,Martin Piller,30,"35' 2""",1266.583,36,-6
208,209,207,Justin Harding,31,"39' 2""",1253.417,32,+4
