,Approaches_from_75-100_yards_RANK THIS WEEK,Approaches_from_75-100_yards_RANK LAST WEEK,Approaches_from_75-100_yards_PLAYER NAME,Approaches_from_75-100_yards_ROUNDS,Approaches_from_75-100_yards_AVG,Approaches_from_75-100_yards_TOTAL DISTANCE (FEET),Approaches_from_75-100_yards_# OF ATTEMPTS,Approaches_from_75-100_yards_RELATIVE TO PAR
38,T37,T35,Kramer Hickok,59,"15' 8""",563.0,36,-6
39,T37,T40,Russell Knox,65,"15' 8""",643.25,41,-11
40,T37,T40,Cameron Smith,55,"15' 8""",313.5,20,-5
41,T37,52,Aaron Wise,52,"15' 8""",548.8330000000001,35,-8
42,43,T45,Byeong Hun An,54,"15' 9""",157.083,10,E
43,44,T49,John Senden,39,"15' 10""",317.16700000000003,20,-2
44,T45,51,Louis Oosthuizen,43,"15' 11""",397.167,25,+1
45,T45,T32,Ollie Schniederjans,63,"15' 11""",604.4169999999999,38,-9
46,T47,T59,Corey Conners,62,"16' 0""",736.1669999999999,46,-7
47,T47,T49,Brandon Harkins,67,"16' 0""",559.0,35,-12
48,T47,999,Shane Lowry,30,"16' 0""",256.41700000000003,16,-3
49,T50,T76,Joaquin Niemann,68,"16' 2""",809.0830000000001,50,-5
50,T50,53,J.T. Poston,76,"16' 2""",809.25,50,-8
51,T50,T56,Kevin Tway,62,"16' 2""",744.9169999999999,46,E
52,T53,T70,Scott Brown,66,"16' 3""",390.083,24,-7
53,T53,T81,Austin Cook,50,"16' 3""",488.25,30,-4
54,T53,T54,Denny McCarthy,63,"16' 3""",390.0,24,-4
55,T53,T54,Trey Mullinax,67,"16' 3""",585.5,36,-3
56,T53,T56,Brandt Snedeker,68,"16' 3""",615.9169999999999,38,-10
57,T53,T106,Danny Willett,47,"16' 3""",211.667,13,-4
58,T59,T40,Jonathan Byrd,43,"16' 4""",343.167,21,-2
59,T59,T56,Justin Harding,31,"16' 4""",195.833,12,-3
60,T59,T84,J.J. Henry,42,"16' 4""",293.33299999999997,18,-2
61,T59,T67,Matt Kuchar,65,"16' 4""",636.9169999999999,39,-11
62,T59,T67,Peter Uihlein,65,"16' 4""",653.4169999999999,40,-6
63,T64,T59,Tony Finau,61,"16' 5""",311.25,19,-2
64,T64,31,Jim Furyk,53,"16' 5""",426.083,26,-3
65,66,T87,J.B. Holmes,54,"16' 6""",412.417,25,-6
66,T67,T63,Jason Dufner,56,"16' 7""",630.6669999999999,38,+1
67,T67,T70,Adam Hadwin,66,"16' 7""",696.75,42,-7
68,T67,62,Roger Sloan,62,"16' 7""",663.6669999999999,40,-2
69,T70,66,Bronson Burgoon,37,"16' 8""",349.25,21,+4
70,T70,T28,Rod Pampling,40,"16' 8""",300.5,18,-4
71,T72,T108,Brice Garnett,63,"16' 9""",520.5,31,-3
72,T72,T67,Emiliano Grillo,65,"16' 9""",469.333,28,-2
73,T72,10,Whee Kim,57,"16' 9""",234.25,14,+2
74,T75,T70,Patrick Cantlay,49,"16' 10""",303.08299999999997,18,-8
75,T75,T70,Bud Cauley,61,"16' 10""",589.6669999999999,35,-9
76,T75,T70,Charl Schwartzel,34,"16' 10""",168.667,10,-4
77,T75,T70,Martin Trainer,51,"16' 10""",775.3330000000001,46,-9
78,T79,T94,Ryan Armour,66,"16' 11""",557.8330000000001,33,-2
79,T79,T76,Jason Day,45,"16' 11""",288.0,17,-2
80,T79,T76,Jason Kokrak,68,"16' 11""",506.333,30,-4
81,T79,T76,Chez Reavie,67,"16' 11""",625.8330000000001,37,-4
82,T79,T76,Sam Ryder,52,"16' 11""",525.0,31,-10
83,T79,T63,Cameron Tringale,52,"16' 11""",337.583,20,-3
84,T85,T81,Sung Kang,67,"17' 0""",730.9169999999999,43,-14
85,T85,T96,Peter Malnati,64,"17' 0""",680.5830000000001,40,-8
86,T85,93,Scott Stallings,63,"17' 0""",578.0,34,-3
87,T88,T84,Beau Hossler,66,"17' 1""",614.4169999999999,36,-5
88,T88,T84,Kevin Na,54,"17' 1""",375.833,22,-4
89,T90,T90,Dominic Bozzelli,53,"17' 2""",445.917,26,-6
90,T90,T87,Branden Grace,62,"17' 2""",548.8330000000001,32,-5
91,T90,T59,Zach Johnson,50,"17' 2""",584.5,34,-5
92,T90,123,Brooks Koepka,49,"17' 2""",189.25,11,-1
93,T90,T110,Danny Lee,66,"17' 2""",464.0,27,-4
94,T90,T87,Troy Merritt,42,"17' 2""",498.333,29,-2
95,T90,15,Justin Thomas,49,"17' 2""",428.917,25,-2
96,T97,T96,Mackenzie Hughes,58,"17' 3""",500.0,29,-5
97,T97,T90,Satoshi Kodaira,51,"17' 3""",465.667,27,E
98,T97,T113,Shawn Stefani,57,"17' 3""",361.917,21,+3
99,T100,T81,Roberto Díaz,51,"17' 5""",452.333,26,-7
100,T100,T94,Phil Mickelson,41,"17' 5""",400.917,23,+5
101,T100,T45,Nick Watney,67,"17' 5""",800.6669999999999,46,-5
102,T103,T108,Roberto Castro,54,"17' 6""",542.4169999999999,31,-6
103,T103,T96,Sam Saunders,53,"17' 6""",698.75,40,-3
104,T105,T96,Cameron Davis,54,"17' 7""",421.5,24,-7
105,T105,T63,Dylan Frittelli,55,"17' 7""",684.4169999999999,39,-10
106,T105,T96,Andrew Putnam,57,"17' 7""",633.3330000000001,36,-9
107,T105,T117,Jimmy Walker,61,"17' 7""",546.0,31,-2
108,T109,T119,Daniel Berger,48,"17' 8""",513.1669999999999,29,+1
109,T109,T103,D.A. Points,33,"17' 8""",229.167,13,-1
110,111,T106,Brendan Steele,50,"17' 9""",692.5,39,-4
111,T112,T129,Bill Haas,58,"17' 10""",339.417,19,-4
112,T112,T103,Webb Simpson,53,"17' 10""",410.5,23,-2
113,T114,T110,Si Woo Kim,65,"17' 11""",375.667,21,-5
114,T114,T110,Patrick Rodgers,44,"17' 11""",591.25,33,-3
115,T114,T113,Sepp Straka,48,"17' 11""",393.5,22,-4
116,T117,T103,Brian Gay,79,"18' 0""",1167.917,65,-9
117,T117,127,Adam Schenk,80,"18' 0""",792.75,44,-2
118,T117,T137,Richy Werenski,63,"18' 0""",414.417,23,E
119,T120,T113,Hunter Mahan,45,"18' 1""",416.333,23,E
120,T120,T96,Scott Piercy,70,"18' 1""",742.25,41,-11
121,T120,T113,Jordan Spieth,57,"18' 1""",632.1669999999999,35,-10
122,123,T117,Francesco Molinari,41,"18' 2""",398.75,22,-3
123,124,T119,Anirban Lahiri,54,"18' 3""",602.1669999999999,33,-1
124,T125,122,Abraham Ancer,69,"18' 4""",734.0,40,-4
125,T125,T154,Jim Knous,55,"18' 4""",640.3330000000001,35,-4
126,T127,T119,John Chin,38,"18' 5""",221.0,12,-2
127,T127,T135,Martin Laird,60,"18' 5""",663.0,36,-11
128,T129,T124,Ryan Blaum,67,"18' 6""",609.9169999999999,33,-10
129,T129,170,Matt Every,38,"18' 6""",462.417,25,-5
130,T129,T124,Kevin Kisner,65,"18' 6""",629.0,34,-5
131,T129,T149,José de Jesús Rodríguez,51,"18' 6""",462.417,25,-10
132,T129,T124,Jhonattan Vegas,60,"18' 6""",518.5,28,-4
133,T134,T96,Ryan Palmer,56,"18' 7""",557.0,30,-7
134,T134,T137,Adam Svensson,51,"18' 7""",614.4169999999999,33,-7
135,T136,128,Max Homa,61,"18' 8""",541.1669999999999,29,+1
136,T136,T143,Wes Roach,45,"18' 8""",261.0,14,+1
137,T138,T129,Charley Hoffman,58,"18' 9""",524.9169999999999,28,-3
138,T138,T129,Billy Horschel,73,"18' 9""",637.9169999999999,34,-2
139,T138,T143,Sungjae Im,88,"18' 9""",1012.4169999999999,54,-8
140,T138,T140,Kelly Kraft,67,"18' 9""",768.1669999999999,41,-1
141,T138,T140,Hank Lebioda,55,"18' 9""",618.4169999999999,33,-12
142,T138,T129,Ian Poulter,49,"18' 9""",356.833,19,-5
143,T138,T129,J.J. Spaun,68,"18' 9""",657.5830000000001,35,-8
144,T138,T129,Tiger Woods,31,"18' 9""",243.75,13,+1
145,146,151,Julián Etulain,55,"18' 10""",489.583,26,-2
146,T147,T90,David Hearn,41,"18' 11""",321.41700000000003,17,+4
147,T147,T195,D.J. Trahan,33,"18' 11""",170.5,9,E
148,149,T137,Robert Streb,60,"19' 0""",551.6669999999999,29,+2
149,T150,T143,Aaron Baddeley,51,"19' 2""",383.583,20,-3
150,T150,T143,Cameron Champ,58,"19' 2""",592.9169999999999,31,-5
151,T150,T140,Scott Langley,60,"19' 2""",726.75,38,E
152,T150,T143,Kyoung-Hoon Lee,72,"19' 2""",555.25,29,+9
153,T150,T143,Jon Rahm,51,"19' 2""",536.5830000000001,28,-10
154,155,T154,Harold Varner III,62,"19' 4""",850.9169999999999,44,+1
155,T156,T152,Joel Dahmen,78,"19' 5""",737.0830000000001,38,-4
156,T156,T152,Hudson Swafford,59,"19' 5""",562.75,29,E
157,T158,T154,Kiradech Aphibarnrat,49,"19' 6""",468.0,24,-4
158,T158,T154,Rafa Cabrera Bello,57,"19' 6""",370.917,19,-4
159,T158,T165,Wyndham Clark,61,"19' 6""",506.25,26,-4
160,T158,T154,Matthew Fitzpatrick,42,"19' 6""",448.0,23,+2
161,T158,T154,Luke List,52,"19' 6""",506.75,26,-1
162,T158,T167,Graeme McDowell,61,"19' 6""",603.3330000000001,31,-7
163,T164,160,Ernie Els,43,"19' 7""",450.5,23,-2
164,T164,T165,Brian Harman,67,"19' 7""",704.3330000000001,36,-3
165,T164,T171,Chase Wright,53,"19' 7""",567.6669999999999,29,-1
166,T167,161,Martin Kaymer,38,"19' 8""",452.5,23,-5
167,T167,T171,Brady Schnell,38,"19' 8""",490.75,25,-3
168,T167,T135,Josh Teater,47,"19' 8""",589.3330000000001,30,+2
169,T170,162,Ryan Moore,54,"19' 9""",591.4169999999999,30,-6
170,T170,T179,Seth Reeves,52,"19' 9""",494.333,25,+1
171,172,T163,Lucas Bjerregaard,37,"19' 10""",357.25,18,-3
172,173,999,Martin Piller,30,"19' 11""",358.333,18,+1
173,174,T167,C.T. Pan,64,"20' 0""",540.3330000000001,27,+1
174,175,T171,Tom Hoge,70,"20' 1""",543.3330000000001,27,E
175,176,T174,Sangmoon Bae,42,"20' 4""",407.333,20,-5
176,T177,T176,Paul Casey,51,"20' 6""",368.417,18,-1
177,T177,T174,Russell Henley,56,"20' 6""",654.8330000000001,32,-4
178,T177,T176,Freddie Jacobson,37,"20' 6""",245.833,12,-4
179,T177,185,Henrik Stenson,46,"20' 6""",328.333,16,-2
180,T177,T179,Chris Stroud,54,"20' 6""",450.833,22,E
181,T182,T183,Cody Gribble,52,"20' 7""",391.0,19,-2
182,T182,T149,Curtis Luck,51,"20' 7""",473.167,23,-4
183,T182,178,Kyle Stanley,53,"20' 7""",370.083,18,+7
184,T185,T179,Bryson DeChambeau,45,"21' 0""",377.917,18,-2
185,T185,T179,Johnson Wagner,45,"21' 0""",399.583,19,-3
186,187,T183,James Hahn,34,"21' 3""",340.0,16,+3
187,188,186,Matt Jones,67,"21' 5""",385.167,18,-4
188,189,T200,Jonas Blixt,66,"21' 6""",623.25,29,+2
189,190,189,Nick Taylor,70,"21' 7""",1102.417,51,-10
190,191,T197,Alex Cejka,41,"21' 8""",368.167,17,-4
191,192,192,Stephan Jaeger,59,"21' 9""",542.9169999999999,25,-1
192,193,187,Carlos Ortiz,60,"21' 10""",851.1669999999999,39,-1
193,194,188,Anders Albertson,48,"21' 11""",634.5,29,+1
194,195,T190,Fabián Gómez,44,"22' 1""",507.75,23,+1
195,196,T190,Andrew Landry,56,"22' 5""",897.6669999999999,40,-3
196,197,193,Marc Leishman,52,"22' 10""",548.9169999999999,24,+4
197,198,194,Tyler Duncan,66,"23' 0""",712.25,31,-3
198,199,206,Alex Noren,49,"23' 1""",415.917,18,-1
199,200,T167,Joey Garber,44,"23' 2""",394.333,17,E
200,201,T195,Tommy Fleetwood,43,"23' 4""",349.75,15,-1
201,202,199,Bubba Watson,47,"23' 6""",493.0,21,E
202,203,T197,Harris English,72,"23' 7""",707.0,30,+4
203,T204,T200,Grayson Murray,36,"24' 0""",503.417,21,+3
204,T204,T200,Patrick Reed,53,"24' 0""",455.333,19,+1
205,206,207,Rory McIlroy,50,"24' 1""",409.167,17,+1
206,207,203,Haotong Li,32,"25' 3""",656.75,26,+5
207,T208,T204,Michael Kim,51,"25' 4""",480.833,19,+3
208,T208,T204,Patton Kizzire,58,"25' 4""",633.75,25,+1
