,Approaches_from_50-75_yards_RANK THIS WEEK,Approaches_from_50-75_yards_RANK LAST WEEK,Approaches_from_50-75_yards_PLAYER NAME,Approaches_from_50-75_yards_ROUNDS,Approaches_from_50-75_yards_AVG,Approaches_from_50-75_yards_TOTAL DISTANCE (FEET),Approaches_from_50-75_yards_# OF ATTEMPTS,Approaches_from_50-75_yards_RELATIVE TO PAR
29,T30,T34,Branden Grace,62,"12' 1""",157.5,13,-4
30,T30,T34,Xander Schauffele,55,"12' 1""",72.667,6,-2
31,T32,36,Whee Kim,57,"12' 2""",60.667,5,-1
32,T32,T9,Justin Thomas,49,"12' 2""",97.0,8,-3
33,T32,T18,Chris Thompson,34,"12' 2""",73.167,6,-3
34,35,37,Bronson Burgoon,37,"12' 3""",97.833,8,-3
35,T36,T38,Bud Cauley,61,"12' 4""",123.583,10,E
36,T36,T38,Tyrrell Hatton,46,"12' 4""",98.75,8,E
37,T36,T38,Shawn Stefani,57,"12' 4""",86.25,7,-1
38,T36,23,Danny Willett,47,"12' 4""",98.5,8,-1
39,40,T41,Jason Day,45,"12' 5""",123.833,10,-6
40,T41,44,John Chin,38,"12' 6""",99.667,8,+1
41,T41,T47,Hank Lebioda,55,"12' 6""",99.667,8,+2
42,43,T45,Bryson DeChambeau,45,"12' 8""",151.917,12,-6
43,T44,T49,Cody Gribble,52,"13' 1""",39.167,3,-2
44,T44,T49,Kevin Na,54,"13' 1""",39.333,3,E
45,T44,T49,Jimmy Walker,61,"13' 1""",143.667,11,-1
46,47,52,Adam Hadwin,66,"13' 4""",173.0,13,-6
47,T48,T53,Matt Kuchar,65,"13' 6""",378.333,28,-10
48,T48,T53,Kevin Streelman,63,"13' 6""",107.75,8,-1
49,50,55,Roberto Díaz,51,"13' 7""",122.583,9,-2
50,51,56,John Huh,35,"13' 9""",137.25,10,-3
51,52,999,Tyrone Van Aswegen,30,"13' 10""",55.417,4,+1
52,T53,T59,Pat Perez,52,"14' 1""",182.667,13,-5
53,T53,T59,Hudson Swafford,59,"14' 1""",154.833,11,+5
54,55,61,Chris Kirk,47,"14' 2""",113.583,8,-1
55,T56,T62,Michael Kim,51,"14' 3""",199.167,14,-3
56,T56,T62,Patrick Rodgers,44,"14' 3""",128.333,9,-2
57,T56,T62,Cameron Smith,55,"14' 3""",171.083,12,+4
58,59,66,Luke List,52,"14' 4""",157.583,11,-6
59,T60,T41,Scott Langley,60,"14' 5""",129.583,9,-2
60,T60,999,Shane Lowry,30,"14' 5""",129.417,9,E
61,T60,T67,Chase Wright,53,"14' 5""",143.833,10,-4
62,T63,T77,Brian Gay,79,"14' 6""",334.333,23,-3
63,T63,T69,Patton Kizzire,58,"14' 6""",145.167,10,-3
64,T63,T69,Andrew Landry,56,"14' 6""",245.917,17,-3
65,T63,T69,Ben Silverman,54,"14' 6""",144.667,10,-1
66,T63,T69,Nick Watney,67,"14' 6""",115.667,8,E
67,T68,T73,Keegan Bradley,65,"14' 7""",203.833,14,-1
68,T68,T73,Matthew Fitzpatrick,42,"14' 7""",160.083,11,-2
69,T70,T67,Rory McIlroy,50,"14' 8""",278.25,19,-8
70,T70,T77,Kevin Tway,62,"14' 8""",293.25,20,-7
71,T72,T77,Paul Casey,51,"14' 10""",193.333,13,-5
72,T72,T77,Roberto Castro,54,"14' 10""",207.083,14,+3
73,T72,T77,Kramer Hickok,59,"14' 10""",252.333,17,-1
74,T72,T77,Troy Merritt,42,"14' 10""",148.083,10,-3
75,T72,T77,José de Jesús Rodríguez,51,"14' 10""",222.5,15,-1
76,T72,T47,Martin Trainer,51,"14' 10""",311.83299999999997,21,-5
77,78,T109,Sebastián Muñoz,58,"14' 11""",89.583,6,-1
78,T79,84,David Hearn,41,"15' 0""",30.0,2,E
79,T79,T57,Peter Uihlein,65,"15' 0""",240.333,16,+2
80,81,T57,Sangmoon Bae,42,"15' 1""",151.0,10,+1
81,82,85,Byeong Hun An,54,"15' 2""",90.75,6,+2
82,T83,T62,Wyndham Clark,61,"15' 3""",229.0,15,-2
83,T83,T91,Brooks Koepka,49,"15' 3""",137.167,9,+1
84,T85,T86,Sam Burns,66,"15' 5""",184.583,12,-5
85,T85,T86,Cameron Davis,54,"15' 5""",262.25,17,E
86,T85,T86,Tommy Fleetwood,43,"15' 5""",169.333,11,-3
87,T85,999,Martin Piller,30,"15' 5""",92.417,6,-1
88,89,T103,Harold Varner III,62,"15' 6""",185.833,12,+1
89,T90,T89,Peter Malnati,64,"15' 7""",218.0,14,-4
90,T90,T89,Brady Schnell,38,"15' 7""",78.083,5,E
91,92,T99,Jim Knous,55,"15' 8""",188.0,12,+1
92,T93,T91,Ryan Armour,66,"15' 9""",141.417,9,-1
93,T93,T91,Patrick Cantlay,49,"15' 9""",252.25,16,-2
94,T93,136,Matt Every,38,"15' 9""",141.917,9,-2
95,T93,T91,Justin Harding,31,"15' 9""",78.917,5,E
96,T93,T126,Brandt Snedeker,68,"15' 9""",205.25,13,-2
97,T98,T97,Stewart Cink,33,"15' 10""",63.167,4,E
98,T98,T97,"Ted Potter, Jr.",56,"15' 10""",253.333,16,+2
99,T100,T91,Dylan Frittelli,55,"15' 11""",190.5,12,-3
100,T100,T99,Chris Stroud,54,"15' 11""",207.0,13,+1
101,102,101,Lucas Glover,62,"16' 0""",160.0,10,+2
102,103,102,Corey Conners,62,"16' 1""",144.583,9,-1
103,T104,T91,Denny McCarthy,63,"16' 2""",209.833,13,-3
104,T104,T103,C.T. Pan,64,"16' 2""",291.0,18,E
105,T106,76,Scott Brown,66,"16' 3""",113.5,7,-1
106,T106,T105,Cameron Champ,58,"16' 3""",341.917,21,-3
107,T106,T105,Charles Howell III,64,"16' 3""",243.417,15,+1
108,T106,T28,Alex Noren,49,"16' 3""",97.25,6,+1
109,T110,T115,Jim Furyk,53,"16' 4""",130.417,8,E
110,T110,T107,Keith Mitchell,64,"16' 4""",146.667,9,E
111,T110,T107,Patrick Reed,53,"16' 4""",245.583,15,E
112,T110,T134,Josh Teater,47,"16' 4""",228.25,14,E
113,114,T109,Rickie Fowler,54,"16' 5""",163.75,10,-4
114,115,111,Brandon Harkins,67,"16' 6""",132.167,8,E
115,116,112,Alex Prugh,54,"16' 7""",132.333,8,-1
116,T117,T113,J.T. Poston,76,"16' 8""",282.66700000000003,17,-2
117,T117,T120,Seamus Power,58,"16' 8""",250.25,15,+1
118,T119,T115,Freddie Jacobson,37,"16' 10""",185.417,11,-3
119,T119,T115,Webb Simpson,53,"16' 10""",202.417,12,-1
120,T121,T118,Brian Stuard,76,"16' 11""",220.333,13,+1
121,T121,T118,Vaughn Taylor,69,"16' 11""",219.583,13,E
122,T123,T120,Chesson Hadley,58,"17' 0""",153.167,9,+3
123,T123,T120,Joaquin Niemann,68,"17' 0""",153.25,9,E
124,T123,T120,Ian Poulter,49,"17' 0""",153.25,9,-2
125,T123,T120,Jon Rahm,51,"17' 0""",288.41700000000003,17,-1
126,T123,T120,Chez Reavie,67,"17' 0""",153.25,9,+3
127,128,T126,Charley Hoffman,58,"17' 1""",102.417,6,+3
128,T129,T129,Carlos Ortiz,60,"17' 2""",154.333,9,-4
129,T129,T129,John Senden,39,"17' 2""",137.417,8,-1
130,T131,T137,Julián Etulain,55,"17' 3""",172.333,10,+2
131,T131,T129,Sungjae Im,88,"17' 3""",378.75,22,-3
132,T133,T132,Tony Finau,61,"17' 4""",224.833,13,-1
133,T133,T132,Martin Kaymer,38,"17' 4""",121.583,7,E
134,T135,141,Ollie Schniederjans,63,"17' 7""",351.833,20,-3
135,T135,139,Bubba Watson,47,"17' 7""",264.25,15,E
136,137,T137,Bill Haas,58,"17' 8""",229.667,13,-1
137,138,T149,Sergio Garcia,39,"17' 9""",106.333,6,-1
138,139,T160,Sam Saunders,53,"17' 10""",196.083,11,-1
139,T140,T113,Stephan Jaeger,59,"17' 11""",107.25,6,E
140,T140,140,Matt Jones,67,"17' 11""",107.333,6,+1
141,142,T134,Martin Laird,60,"18' 0""",323.66700000000003,18,E
142,143,142,Cameron Tringale,52,"18' 1""",198.5,11,-2
143,144,T143,Seth Reeves,52,"18' 3""",236.75,13,-4
144,T145,T163,Jonas Blixt,66,"18' 5""",294.25,16,-3
145,T145,T145,Fabián Gómez,44,"18' 5""",220.5,12,-1
146,T145,T145,Andrew Putnam,57,"18' 5""",202.667,11,-1
147,T145,T126,Sepp Straka,48,"18' 5""",258.25,14,+2
148,149,147,Kiradech Aphibarnrat,49,"18' 6""",166.75,9,+1
149,150,148,Graeme McDowell,61,"18' 7""",111.25,6,E
150,T151,T149,Phil Mickelson,41,"18' 8""",74.667,4,-2
151,T151,155,Nick Taylor,70,"18' 8""",280.25,15,+1
152,T153,T151,Ryan Blaum,67,"18' 9""",187.25,10,+1
153,T153,T151,Ben Crane,41,"18' 9""",187.167,10,-3
154,T153,T151,Kyle Stanley,53,"18' 9""",131.167,7,+1
155,T156,154,Ryan Moore,54,"18' 10""",150.333,8,-1
156,T156,170,Scott Stallings,63,"18' 10""",207.25,11,+2
157,T158,T156,Francesco Molinari,41,"19' 0""",209.333,11,-1
158,T158,T156,Richy Werenski,63,"19' 0""",152.25,8,+4
159,T160,T158,Russell Knox,65,"19' 1""",323.83299999999997,17,+1
160,T160,T158,Jason Kokrak,68,"19' 1""",210.333,11,+3
161,162,T160,Scott Piercy,70,"19' 2""",230.167,12,+1
162,163,T174,Ryan Palmer,56,"19' 3""",154.167,8,E
163,164,162,Beau Hossler,66,"19' 4""",347.917,18,+1
164,165,T163,J.J. Henry,42,"19' 5""",58.25,3,E
165,T166,T165,Sam Ryder,52,"19' 7""",137.083,7,-1
166,T166,T165,J.J. Spaun,68,"19' 7""",156.75,8,-2
167,T168,22,Harris English,72,"19' 11""",99.667,5,-1
168,T168,167,Russell Henley,56,"19' 11""",219.417,11,+1
169,T168,T41,Johnson Wagner,45,"19' 11""",79.5,4,-1
170,171,168,Kyoung-Hoon Lee,72,"20' 2""",241.583,12,-3
171,172,173,Nate Lashley,44,"20' 3""",182.25,9,-2
172,173,169,Gary Woodland,63,"20' 6""",307.0,15,+2
173,174,171,Rory Sabbatini,71,"20' 9""",290.66700000000003,14,-1
174,175,172,Adam Svensson,51,"21' 1""",253.417,12,-4
175,176,T174,Lucas Bjerregaard,37,"21' 5""",106.917,5,+2
176,177,197,Kelly Kraft,67,"21' 6""",236.333,11,E
177,T178,T177,Jason Dufner,56,"21' 9""",130.333,6,E
178,T178,T177,Tiger Woods,31,"21' 9""",87.0,4,E
179,180,186,Anders Albertson,48,"21' 10""",174.833,8,+1
180,T181,T179,Joel Dahmen,78,"21' 11""",284.91700000000003,13,E
181,T181,T179,Brian Harman,67,"21' 11""",329.25,15,+2
182,183,190,Dustin Johnson,47,"22' 0""",285.66700000000003,13,-6
183,T184,T181,Marc Leishman,52,"22' 1""",309.25,14,+3
184,T184,T181,Michael Thompson,56,"22' 1""",221.167,10,E
185,186,176,Aaron Wise,52,"22' 4""",424.667,19,+2
186,187,183,Roger Sloan,62,"22' 5""",268.75,12,-1
187,T188,T184,Abraham Ancer,69,"22' 8""",611.5,27,+7
188,T188,T184,Zach Johnson,50,"22' 8""",113.5,5,+2
189,190,187,Ernie Els,43,"23' 0""",115.083,5,+3
190,T191,T188,Adam Scott,41,"23' 1""",138.667,6,+2
191,T191,T188,Brendan Steele,50,"23' 1""",115.5,5,-1
192,193,T143,Henrik Stenson,46,"24' 0""",192.083,8,+3
193,194,193,Mackenzie Hughes,58,"24' 5""",219.75,9,E
194,T195,198,Wes Roach,45,"24' 6""",220.333,9,-2
195,T195,192,Adam Schenk,80,"24' 6""",294.08299999999997,12,E
196,197,191,Hunter Mahan,45,"24' 9""",148.583,6,+2
197,198,194,Daniel Berger,48,"25' 2""",151.167,6,+3
198,199,195,Austin Cook,50,"25' 4""",126.5,5,+4
199,200,196,Satoshi Kodaira,51,"25' 9""",334.25,13,+3
200,T201,T201,Tyler Duncan,66,"26' 2""",522.9169999999999,20,+3
201,T201,199,J.B. Holmes,54,"26' 2""",235.833,9,-1
202,T203,203,Dominic Bozzelli,53,"26' 9""",214.25,8,E
203,T203,200,Anirban Lahiri,54,"26' 9""",267.08299999999997,10,E
204,205,T201,D.A. Points,33,"27' 7""",165.417,6,-2
205,206,204,Charl Schwartzel,34,"30' 2""",30.166999999999998,1,E
206,207,205,Haotong Li,32,"31' 4""",94.0,3,+2
207,208,206,Kevin Kisner,65,"31' 9""",222.0,7,E
