,Approaches_from_200-225_yards_RANK THIS WEEK,Approaches_from_200-225_yards_RANK LAST WEEK,Approaches_from_200-225_yards_PLAYER NAME,Approaches_from_200-225_yards_ROUNDS,Approaches_from_200-225_yards_AVG,Approaches_from_200-225_yards_TOTAL DISTANCE (FEET),Approaches_from_200-225_yards_# OF ATTEMPTS,Approaches_from_200-225_yards_RELATIVE TO PAR
60,T58,T46,Danny Willett,47,"39' 11""",2916.333,73,+6
61,62,T58,Ryan Blaum,67,"40' 0""",3439.083,86,-10
62,63,119,Hank Lebioda,55,"40' 1""",2523.583,63,+2
63,64,T60,Sam Saunders,53,"40' 2""",3055.0,76,+4
64,T65,T64,Paul Casey,51,"40' 3""",2779.333,69,-7
65,T65,T64,Kevin Kisner,65,"40' 3""",2618.5,65,-1
66,T65,T64,Sam Ryder,52,"40' 3""",2454.5,61,-6
67,T68,T60,Austin Cook,50,"40' 4""",2258.25,56,+8
68,T68,T67,Charley Hoffman,58,"40' 4""",2501.083,62,-7
69,70,T69,Tommy Fleetwood,43,"40' 5""",2221.083,55,-2
70,T71,T43,Zach Johnson,50,"40' 6""",3159.417,78,+6
71,T71,T93,Dustin Johnson,47,"40' 6""",2468.75,61,-5
72,T71,T114,Alex Noren,49,"40' 6""",1985.5829999999999,49,E
73,T71,T82,Peter Uihlein,65,"40' 6""",2510.833,62,+12
74,T75,T72,Byeong Hun An,54,"40' 7""",2595.0,64,-1
75,T75,T93,Scott Brown,66,"40' 7""",3085.833,76,+2
76,T75,T60,Sungjae Im,88,"40' 7""",4183.333,103,-3
77,T75,T48,Stephan Jaeger,59,"40' 7""",2475.25,61,-3
78,T75,T69,Nick Watney,67,"40' 7""",2842.0,70,-2
79,T80,102,J.B. Holmes,54,"40' 8""",2076.083,51,E
80,T80,78,Kyle Jones,49,"40' 8""",2888.75,71,+2
81,T80,T60,Sepp Straka,48,"40' 8""",2358.167,58,+4
82,T83,T88,Jonas Blixt,66,"40' 9""",3668.5,90,-8
83,T83,T74,Branden Grace,62,"40' 9""",2321.083,57,-5
84,T83,T93,Jim Knous,55,"40' 9""",2447.083,60,+4
85,T83,T74,Hideki Matsuyama,59,"40' 9""",3139.917,77,-6
86,T83,T74,Rory Sabbatini,71,"40' 9""",2891.25,71,+1
87,88,77,Joel Dahmen,78,"40' 10""",3510.333,86,+7
88,89,T86,Bubba Watson,47,"40' 11""",3029.167,74,-13
89,T90,116,Sangmoon Bae,42,"41' 0""",2129.833,52,+2
90,T90,79,Charles Howell III,64,"41' 0""",3237.5,79,-7
91,T92,T80,Tony Finau,61,"41' 1""",2301.917,56,-6
92,T92,T82,Alex Prugh,54,"41' 1""",2343.833,57,-4
93,94,T99,Brandon Harkins,67,"41' 3""",2972.25,72,-2
94,95,T93,Fabián Gómez,44,"41' 4""",2274.833,55,+5
95,96,T72,Roger Sloan,62,"41' 5""",3228.5,78,+3
96,T97,T80,Anders Albertson,48,"41' 7""",2454.583,59,-1
97,T97,T88,Aaron Baddeley,51,"41' 7""",1994.0,48,-3
98,99,T86,Sebastián Muñoz,58,"41' 8""",2707.583,65,+2
99,T100,T91,Rafa Cabrera Bello,57,"41' 9""",2837.833,68,E
100,T100,T91,Hudson Swafford,59,"41' 9""",3379.417,81,-2
101,102,T114,Kramer Hickok,59,"41' 10""",2511.833,60,+8
102,T103,T108,Corey Conners,62,"41' 11""",2599.667,62,+8
103,T103,110,Joey Garber,44,"41' 11""",1971.8329999999999,47,+7
104,T103,T97,John Huh,35,"41' 11""",1759.75,42,-3
105,T103,T97,Satoshi Kodaira,51,"41' 11""",2263.167,54,+3
106,107,T106,Ollie Schniederjans,63,"42' 0""",2856.917,68,-6
107,T108,T99,Rickie Fowler,54,"42' 1""",3070.667,73,+1
108,T108,T112,Mackenzie Hughes,58,"42' 1""",2652.917,63,+5
109,T110,T103,Jason Day,45,"42' 3""",1985.8329999999999,47,+1
110,T110,T103,Adam Long,52,"42' 3""",2875.333,68,+4
111,T110,T103,Jhonattan Vegas,60,"42' 3""",2789.5,66,-5
112,113,T106,Andrew Landry,56,"42' 4""",2539.75,60,+7
113,114,T99,Bud Cauley,61,"42' 5""",3392.583,80,-3
114,T115,T143,Brice Garnett,63,"42' 7""",2682.75,63,+6
115,T115,111,Michael Thompson,56,"42' 7""",3490.0,82,-2
116,T117,T163,Daniel Berger,48,"42' 8""",3201.5,75,+1
117,T117,T161,Cody Gribble,52,"42' 8""",2220.333,52,+6
118,T117,T112,Patton Kizzire,58,"42' 8""",2690.333,63,+7
119,T117,T124,Chris Thompson,34,"42' 8""",1836.25,43,+2
120,T121,145,Alex Cejka,41,"42' 9""",2138.083,50,+13
121,T121,T132,Brian Harman,67,"42' 9""",3462.417,81,+10
122,123,T137,Seamus Power,58,"42' 10""",2396.667,56,-6
123,T124,T117,Matt Jones,67,"42' 11""",2747.5,64,+1
124,T124,T117,Cameron Smith,55,"42' 11""",2144.333,50,-1
125,T126,T124,Kelly Kraft,67,"43' 0""",3226.25,75,+11
126,T126,T88,Wes Roach,45,"43' 0""",2019.75,47,-3
127,T128,T120,Cameron Champ,58,"43' 1""",2932.083,68,+2
128,T128,T120,Troy Merritt,42,"43' 1""",2456.667,57,-14
129,T130,T124,Kiradech Aphibarnrat,49,"43' 2""",2807.083,65,+3
130,T130,T169,Jim Furyk,53,"43' 2""",3067.417,71,+4
131,T130,T124,Matt Wallace,31,"43' 2""",1682.4170000000001,39,+1
132,T133,T128,Patrick Reed,53,"43' 3""",2942.833,68,+4
133,T133,T130,Scott Stallings,63,"43' 3""",3330.333,77,E
134,T133,T128,Kevin Streelman,63,"43' 3""",3461.583,80,+2
135,T133,T146,Kevin Tway,62,"43' 3""",2898.0,67,-1
136,T137,T135,Julián Etulain,55,"43' 4""",2640.833,61,+2
137,T137,T130,Justin Rose,42,"43' 4""",2124.75,49,-5
138,T139,T132,Freddie Jacobson,37,"43' 5""",1475.1670000000001,34,+3
139,T139,150,Peter Malnati,64,"43' 5""",3344.083,77,+6
140,T139,183,José de Jesús Rodríguez,51,"43' 5""",2517.167,58,+6
141,T139,T132,Adam Scott,41,"43' 5""",1259.5,29,-3
142,T143,T135,Jason Dufner,56,"43' 6""",2349.667,54,+4
143,T143,T120,Denny McCarthy,63,"43' 6""",3003.417,69,-8
144,T145,T167,Wyndham Clark,61,"43' 8""",2926.333,67,-2
145,T145,T139,Matthew Fitzpatrick,42,"43' 8""",2445.083,56,+1
146,T145,T139,Si Woo Kim,65,"43' 8""",2183.333,50,-4
147,T145,T137,Josh Teater,47,"43' 8""",2533.833,58,+4
148,T149,T158,Tyler Duncan,66,"43' 9""",2974.917,68,+2
149,T149,T141,Pat Perez,52,"43' 9""",2798.917,64,+5
150,T149,T141,Kyle Stanley,53,"43' 9""",2099.083,48,+4
151,T152,154,Bill Haas,58,"43' 10""",3329.417,76,+5
152,T152,T120,Matt Kuchar,65,"43' 10""",4248.667,97,-6
153,T152,T143,Ryan Moore,54,"43' 10""",3113.167,71,+3
154,T155,T161,Graeme McDowell,61,"44' 0""",3214.0,73,+5
155,T155,T146,Keith Mitchell,64,"44' 0""",2991.0,68,+2
156,T155,T158,Aaron Wise,52,"44' 0""",3300.0,75,+2
157,158,148,Ian Poulter,49,"44' 1""",2601.583,59,-7
158,159,149,Stewart Cink,33,"44' 2""",1501.1670000000001,34,-5
159,160,T152,Roberto Castro,54,"44' 3""",3231.5,73,+6
160,T161,172,David Hearn,41,"44' 5""",2044.5,46,+7
161,T161,151,Andrew Putnam,57,"44' 5""",2486.25,56,-3
162,163,T152,Jordan Spieth,57,"44' 6""",2447.0,55,-2
163,164,155,Chris Kirk,47,"44' 9""",2370.917,53,+2
164,T165,T156,Sam Burns,66,"44' 10""",3765.417,84,-1
165,T165,T156,Francesco Molinari,41,"44' 10""",2916.5,65,+5
166,T167,T158,Lucas Glover,62,"44' 11""",3949.083,88,+5
167,T167,999,Shane Lowry,30,"44' 11""",1976.4170000000001,44,-7
168,169,T163,Cameron Davis,54,"45' 0""",2744.667,61,+9
169,170,T163,Chez Reavie,67,"45' 6""",3230.333,71,+8
170,T171,T185,John Chin,38,"45' 8""",2008.5,44,+4
171,T171,166,Emiliano Grillo,65,"45' 8""",2695.5,59,+2
172,173,T167,Billy Horschel,73,"45' 9""",3617.0,79,-2
173,174,182,Matt Every,38,"45' 10""",2247.417,49,+3
174,T175,T169,Louis Oosthuizen,43,"45' 11""",2205.25,48,+4
175,T175,T169,"Ted Potter, Jr.",56,"45' 11""",2894.917,63,+8
176,T177,T199,Ben Silverman,54,"46' 1""",2948.417,64,+7
177,T177,T180,Richy Werenski,63,"46' 1""",3686.833,80,E
178,179,T191,J.J. Henry,42,"46' 3""",1988.0829999999999,43,+8
179,180,173,Phil Mickelson,41,"46' 5""",2554.417,55,+6
180,181,T178,Brandt Snedeker,68,"46' 7""",4376.417,94,+5
181,182,175,John Senden,39,"46' 8""",2192.0,47,+8
182,183,T193,Jonathan Byrd,43,"46' 9""",2383.833,51,+8
183,T184,177,Anirban Lahiri,54,"47' 0""",3052.833,65,+3
184,T184,190,Johnson Wagner,45,"47' 0""",3056.917,65,+13
185,T186,176,Brian Gay,79,"47' 1""",4564.75,97,+7
186,T186,T178,D.A. Points,33,"47' 1""",1647.5829999999999,35,E
187,T188,T188,Scott Piercy,70,"47' 2""",4241.417,90,E
188,T188,T185,Adam Schenk,80,"47' 2""",4859.75,103,-7
189,190,T180,Ryan Armour,66,"47' 3""",3825.5,81,+6
190,191,198,Jimmy Walker,61,"47' 4""",3929.167,83,+2
191,192,174,J.J. Spaun,68,"47' 5""",4172.167,88,+12
192,193,184,Kyoung-Hoon Lee,72,"47' 7""",2999.75,63,+3
193,194,T185,Charl Schwartzel,34,"47' 8""",810.5830000000001,17,+4
194,T195,T199,Harris English,72,"48' 1""",4520.583,94,-4
195,T195,T191,James Hahn,34,"48' 1""",1201.75,25,+3
196,T197,T193,Ernie Els,43,"48' 2""",2264.417,47,+10
197,T197,T188,Brady Schnell,38,"48' 2""",1973.5,41,+13
198,199,195,Beau Hossler,66,"48' 4""",4105.5,85,+3
199,200,196,Justin Harding,31,"48' 5""",1500.5829999999999,31,+6
200,201,197,Kevin Na,54,"48' 6""",2618.083,54,+8
201,202,202,Rod Pampling,40,"48' 10""",2246.667,46,+5
202,203,203,Dominic Bozzelli,53,"48' 11""",2986.167,61,+1
203,204,204,Nick Taylor,70,"49' 0""",4262.333,87,-2
204,205,201,Hunter Mahan,45,"49' 1""",2848.417,58,E
205,206,205,Curtis Luck,51,"50' 3""",2511.417,50,+10
206,207,207,Roberto Díaz,51,"50' 11""",2799.0,55,+10
207,208,206,Martin Trainer,51,"52' 0""",3798.583,73,+12
208,209,999,Martin Piller,30,"56' 0""",1567.4170000000001,28,+6
