,Approaches__100_yards-Rgh_RTP_RANK THIS WEEK,Approaches__100_yards-Rgh_RTP_RANK LAST WEEK,Approaches__100_yards-Rgh_RTP_PLAYER NAME,Approaches__100_yards-Rgh_RTP_ROUNDS,Approaches__100_yards-Rgh_RTP_AVG RTP
127,T127,T125,Matt Jones,67,+.154
128,T127,T125,Martin Kaymer,38,+.154
129,130,T127,Branden Grace,62,+.158
130,131,135,Martin Trainer,51,+.164
131,T132,T119,Sergio Garcia,39,+.167
132,T132,T129,Sung Kang,67,+.167
133,T132,T129,Kevin Kisner,65,+.167
134,T132,T129,Haotong Li,32,+.167
135,T132,T129,Ian Poulter,49,+.167
136,T132,137,Chris Stroud,54,+.167
137,T138,136,Si Woo Kim,65,+.174
138,T138,T177,Graeme McDowell,61,+.174
139,140,T142,Ryan Armour,66,+.176
140,T141,T144,Dominic Bozzelli,53,+.182
141,T141,T138,Scott Piercy,70,+.182
142,T141,T138,John Senden,39,+.182
143,144,T154,Sungjae Im,88,+.194
144,T145,T144,Joel Dahmen,78,+.200
145,T145,T144,Andrew Landry,56,+.200
146,T145,T159,Rod Pampling,40,+.200
147,T145,999,Martin Piller,30,+.200
148,T145,T144,Jimmy Walker,61,+.200
149,T145,T138,Richy Werenski,63,+.200
150,151,152,Cameron Champ,58,+.208
151,152,T115,Aaron Wise,52,+.211
152,153,153,Jason Day,45,+.214
153,T154,T154,James Hahn,34,+.222
154,T154,T119,Rory McIlroy,50,+.222
155,156,156,Mackenzie Hughes,58,+.231
156,157,T159,Sam Saunders,53,+.240
157,T158,T144,Corey Conners,62,+.250
158,T158,T129,David Hearn,41,+.250
159,T158,168,Kelly Kraft,67,+.250
160,T158,T119,Martin Laird,60,+.250
161,T158,T159,J.T. Poston,76,+.250
162,T158,T159,Kevin Streelman,63,+.250
163,164,T171,Cody Gribble,52,+.259
164,165,164,Seth Reeves,52,+.263
165,T166,T157,Bud Cauley,61,+.273
166,T166,T157,Adam Schenk,80,+.273
167,168,165,Andrew Putnam,57,+.280
168,T169,T166,Emiliano Grillo,65,+.286
169,T169,T166,Michael Thompson,56,+.286
170,T171,T169,Matthew Fitzpatrick,42,+.300
171,T171,T177,J.J. Henry,42,+.300
172,T171,T169,Charles Howell III,64,+.300
173,T171,175,Kyle Jones,49,+.300
174,175,T171,Ollie Schniederjans,63,+.304
175,T176,T173,Byeong Hun An,54,+.308
176,T176,T173,C.T. Pan,64,+.308
177,178,176,Beau Hossler,66,+.320
178,T179,T183,John Chin,38,+.333
179,T179,T191,Austin Cook,50,+.333
180,T179,T142,Ben Crane,41,+.333
181,T179,T177,"Ted Potter, Jr.",56,+.333
182,T179,T191,Brady Schnell,38,+.333
183,T179,T196,Johnson Wagner,45,+.333
184,T185,195,Tyler Duncan,66,+.353
185,T185,201,Ryan Palmer,56,+.353
186,187,999,Shane Lowry,30,+.375
187,188,181,Seamus Power,58,+.381
188,189,193,Tom Hoge,70,+.385
189,190,182,Brandon Harkins,67,+.389
190,T191,T183,Ryan Blaum,67,+.400
191,T191,T183,Tyrrell Hatton,46,+.400
192,T191,T183,John Huh,35,+.400
193,T191,T183,Freddie Jacobson,37,+.400
194,195,188,Adam Long,52,+.409
195,T196,T189,Bronson Burgoon,37,+.412
196,T196,T189,Brendan Steele,50,+.412
197,198,194,Michael Kim,51,+.444
198,T199,T196,Stewart Cink,33,+.500
199,T199,T196,Jason Dufner,56,+.500
200,T199,T196,Satoshi Kodaira,51,+.500
201,T199,999,Tyrone Van Aswegen,30,+.500
202,203,200,Chesson Hadley,58,+.533
203,204,202,Charl Schwartzel,34,+.571
204,205,203,Pat Perez,52,+.625
205,206,204,Kramer Hickok,59,+.636
206,T207,207,Jim Herman,37,+.667
207,T207,205,Tiger Woods,31,+.667
208,209,206,Sam Ryder,52,+.714
