,Average_Putting_Distance_-_All_3_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_3_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_3_putts_PLAYER NAME,Average_Putting_Distance_-_All_3_putts_ROUNDS,Average_Putting_Distance_-_All_3_putts_AVG,Average_Putting_Distance_-_All_3_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_3_putts_TOTAL PUTTS
49,T50,T50,Eric Axley,57,"43' 5""",651.0830000000001,15
50,T50,T50,Charles Howell III,105,"43' 5""",1650.9170000000001,38
51,T50,T50,Shawn Stefani,94,"43' 5""",1736.75,40
52,53,53,Jimmy Walker,89,"43' 3""",1297.5,30
53,54,54,Billy Horschel,99,"43' 2""",1684.0,39
54,T55,T55,Martin Flores,95,"43' 1""",2066.667,48
55,T55,T55,Chris Stroud,84,"43' 1""",1851.4170000000001,43
56,T55,T55,Mark Wilson,89,"43' 1""",1764.75,41
57,58,58,Blayne Barber,76,"43' 0""",1591.6670000000001,37
58,59,59,John Merrick,78,"42' 10""",1926.5,45
59,60,60,Jamie Donaldson,50,"42' 8""",469.667,11
60,T61,T61,Jonathan Randolph,72,"42' 7""",1404.0,33
61,T61,T61,Kyle Reifers,96,"42' 7""",2087.167,49
62,T61,T61,Patrick Rodgers,57,"42' 7""",894.0,21
63,T61,T61,Boo Weekley,79,"42' 7""",1703.9170000000001,40
64,65,65,Scott Stallings,60,"42' 6""",1444.0,34
65,66,66,Derek Ernst,75,"42' 5""",1952.75,46
66,T67,T67,Daniel Berger,97,"42' 4""",2200.833,52
67,T67,T67,Ben Martin,93,"42' 4""",1652.5,39
68,T67,T67,Geoff Ogilvy,50,"42' 4""",932.0830000000001,22
69,T67,T67,Carlos Ortiz,100,"42' 4""",1906.6670000000001,45
70,71,71,Matt Every,73,"42' 3""",1225.0,29
71,T72,T72,Tony Finau,106,"42' 1""",1895.5,45
72,T72,T72,Max Homa,78,"42' 1""",1347.0829999999999,32
73,T72,T72,Dustin Johnson,75,"42' 1""",757.0,18
74,T72,T72,Francesco Molinari,56,"42' 1""",589.0,14
75,T72,T72,Jim Renner,68,"42' 1""",1514.4170000000001,36
76,77,77,Bill Haas,89,"41' 11""",1677.0,40
77,T78,T78,Hideki Matsuyama,95,"41' 9""",1418.6670000000001,34
78,T78,T78,Ryan Moore,81,"41' 9""",918.0830000000001,22
79,T78,T78,Brendan Steele,88,"41' 9""",1753.3329999999999,42
80,81,81,Camilo Villegas,83,"41' 8""",2208.5,53
81,T82,T82,Keegan Bradley,87,"41' 4""",1448.0829999999999,35
82,T82,T82,Sean O'Hair,86,"41' 4""",1282.5,31
83,T84,T84,Robert Garrigus,70,"41' 2""",1687.9170000000001,41
84,T84,T84,Russell Knox,96,"41' 2""",1565.1670000000001,38
85,T86,T86,Luke Donald,71,"41' 1""",781.3330000000001,19
86,T86,T86,Pat Perez,96,"41' 1""",1357.0829999999999,33
87,T88,T88,Tyrone Van Aswegen,58,"41' 0""",655.3330000000001,16
88,T88,T88,Gary Woodland,81,"41' 0""",902.0830000000001,22
89,T90,T90,Kevin Chappell,86,"40' 11""",1596.5829999999999,39
90,T90,T90,Luke Guthrie,84,"40' 11""",1431.5829999999999,35
91,T90,T90,Bill Lunde,50,"40' 11""",1144.583,28
92,T90,T90,Ryan Palmer,80,"40' 11""",900.25,22
93,94,94,Davis Love III,51,"40' 10""",1019.9169999999999,25
94,T95,T95,Graham DeLaet,65,"40' 8""",976.4169999999999,24
95,T95,T95,Ken Duke,93,"40' 8""",2113.167,52
96,T95,T95,Charl Schwartzel,67,"40' 8""",1178.667,29
97,T98,T98,Scott Pinckney,88,"40' 6""",1579.75,39
98,T98,T98,Michael Putnam,87,"40' 6""",1942.0829999999999,48
99,T98,T98,Andrew Svoboda,80,"40' 6""",2026.9170000000001,50
100,101,101,Heath Slocum,57,"40' 5""",1009.5,25
101,102,102,Zach Johnson,90,"40' 4""",766.1669999999999,19
102,103,103,Willy Wilcox,58,"40' 3""",1005.9169999999999,25
103,104,104,Robert Streb,110,"40' 2""",1567.0829999999999,39
104,T105,T105,Steven Bowditch,103,"40' 1""",1562.0829999999999,39
105,T105,T105,Jim Herman,88,"40' 1""",1761.9170000000001,44
106,T105,T105,Steve Wheatcroft,87,"40' 1""",1564.8329999999999,39
107,108,108,Scott Brown,97,"40' 0""",1721.3329999999999,43
108,T109,T109,Steven Alker,62,"39' 11""",757.75,19
109,T109,T109,Rickie Fowler,76,"39' 11""",718.75,18
110,T109,T109,Retief Goosen,81,"39' 11""",1436.4170000000001,36
111,T109,T109,Sung Joon Park,79,"39' 11""",1597.75,40
112,113,113,Adam Hadwin,95,"39' 9""",1551.5829999999999,39
113,T114,T114,Colt Knost,90,"39' 8""",952.75,24
114,T114,T114,Danny Lee,120,"39' 8""",1508.6670000000001,38
115,T116,T116,Zac Blair,108,"39' 7""",1306.083,33
116,T116,T116,Jason Dufner,76,"39' 7""",1584.0,40
117,T116,T116,John Huh,102,"39' 7""",1741.8329999999999,44
118,T116,T116,Cameron Percy,72,"39' 7""",1029.583,26
119,T116,T116,Michael Thompson,83,"39' 7""",1742.5,44
120,121,121,D.A. Points,72,"39' 5""",1458.75,37
121,122,122,Webb Simpson,81,"39' 4""",1653.4170000000001,42
122,123,123,Matt Jones,89,"39' 3""",1217.667,31
123,T124,T124,Chesson Hadley,101,"39' 2""",2076.667,53
124,T124,T124,Ian Poulter,68,"39' 2""",783.1669999999999,20
125,T126,T126,Jason Gore,76,"39' 1""",1328.0,34
126,T126,T126,David Hearn,97,"39' 1""",1212.583,31
127,T126,T126,Justin Leonard,61,"39' 1""",820.0,21
128,T129,T129,Sangmoon Bae,98,"39' 0""",1989.5,51
129,T129,T129,Roberto Castro,54,"39' 0""",624.3330000000001,16
130,T129,T129,David Lingmerth,90,"39' 0""",1285.917,33
131,T129,T129,Patrick Reed,103,"39' 0""",975.25,25
132,T129,T129,Andres Romero,69,"39' 0""",1286.667,33
133,134,134,Brian Davis,86,"38' 10""",1514.9170000000001,39
134,135,135,Kevin Na,98,"38' 9""",930.1669999999999,24
135,136,136,Chris Kirk,76,"38' 8""",890.1669999999999,23
136,137,137,Aaron Baddeley,76,"38' 7""",1040.917,27
137,138,138,Jordan Spieth,91,"38' 6""",692.3330000000001,18
138,T139,T139,Charlie Beljan,76,"38' 4""",1725.5,45
139,T139,T139,Fabián Gómez,83,"38' 4""",1570.8329999999999,41
140,T139,T139,Brian Harman,90,"38' 4""",958.5,25
141,T139,T139,Carl Pettersson,106,"38' 4""",1688.4170000000001,44
142,T143,T143,Jason Bohn,95,"38' 3""",956.0830000000001,25
143,T143,T143,Ryo Ishikawa,90,"38' 3""",1567.3329999999999,41
144,145,145,Gonzalo Fernandez-Castaño,81,"38' 2""",1487.9170000000001,39
145,T146,T146,Derek Fathauer,81,"38' 1""",761.8330000000001,20
146,T146,T146,John Peterson,84,"38' 1""",1293.583,34
147,T146,T146,David Toms,62,"38' 1""",838.6669999999999,22
148,T149,T149,Jason Kokrak,88,"38' 0""",1556.5,41
149,T149,T149,Justin Rose,69,"38' 0""",797.3330000000001,21
150,T149,T149,Nick Taylor,91,"38' 0""",1481.5829999999999,39
151,152,152,Sam Saunders,83,"37' 11""",1250.083,33
152,153,153,Jeff Overton,94,"37' 10""",1172.583,31
153,154,154,Ernie Els,57,"37' 9""",793.25,21
154,155,155,Scott Piercy,90,"37' 8""",1883.5829999999999,50
155,156,156,Jon Curran,83,"37' 7""",1278.5,34
156,157,157,Hudson Swafford,97,"37' 6""",1389.0,37
157,T158,T158,Tom Hoge,83,"37' 5""",1421.6670000000001,38
158,T158,T158,William McGirt,103,"37' 5""",1756.8329999999999,47
159,T158,T158,Nick Watney,91,"37' 5""",2056.25,55
160,T161,T161,Mark Hubbard,79,"37' 4""",1417.8329999999999,38
161,T161,T161,Byron Smith,59,"37' 4""",970.1669999999999,26
162,163,163,Brooks Koepka,84,"37' 3""",1006.75,27
163,164,164,Kevin Streelman,95,"37' 0""",999.4169999999999,27
164,165,165,Jerry Kelly,79,"36' 10""",1067.75,29
165,166,166,Adam Scott,51,"36' 6""",1130.417,31
166,167,167,Louis Oosthuizen,68,"36' 2""",867.3330000000001,24
167,T168,T168,Vijay Singh,78,"36' 0""",1476.5829999999999,41
168,T168,T168,Cameron Tringale,96,"36' 0""",1547.8329999999999,43
169,170,170,Lucas Glover,79,"35' 10""",2327.75,65
170,171,171,Russell Henley,87,"35' 9""",929.3330000000001,26
171,172,172,Padraig Harrington,60,"35' 8""",1176.917,33
172,173,173,Seung-Yul Noh,65,"35' 6""",995.0830000000001,28
173,174,174,Whee Kim,71,"35' 5""",814.8330000000001,23
174,175,175,Greg Owen,58,"35' 4""",671.6669999999999,19
175,176,176,Tim Wilkinson,73,"34' 10""",871.0,25
176,177,177,Bo Van Pelt,81,"34' 7""",1175.25,34
177,178,178,Morgan Hoffmann,85,"33' 11""",814.8330000000001,24
178,179,179,Nicholas Thompson,90,"33' 8""",1616.4170000000001,48
179,180,180,Rory Sabbatini,81,"32' 10""",1378.6670000000001,42
180,181,181,Marc Leishman,74,"32' 9""",852.4169999999999,26
181,182,182,Greg Chalmers,58,"32' 2""",578.8330000000001,18
182,183,183,Roger Sloan,56,"31' 11""",670.3330000000001,21
183,184,184,Ben Crane,62,"29' 5""",794.1669999999999,27
