,Consecutive_Par_3_Birdies_RANK THIS WEEK,Consecutive_Par_3_Birdies_RANK LAST WEEK,Consecutive_Par_3_Birdies_PLAYER NAME,Consecutive_Par_3_Birdies_EVENTS,Consecutive_Par_3_Birdies_NUMBER OF HOLES
79,T15,T15,Nick Taylor,20,3
80,T15,T15,Justin Thomas,13,3
81,T15,T15,Michael Thompson,17,3
82,T15,T15,Brendon Todd,7,3
83,T15,T15,Martin Trainer,19,3
84,T15,T15,Harold Varner III,20,3
85,T15,T15,Tiger Woods,8,3
86,T15,T15,Chase Wright,19,3
87,T88,T87,Robert Allenby,2,2
88,T88,,James Allenby,1,2
89,T88,T87,Byeong Hun An,15,2
90,T88,T87,Abraham Ancer,20,2
91,T88,T87,Mark Anguiano,1,2
92,T88,T87,Stuart Appleby,3,2
93,T88,T87,Ashun Wu,1,2
94,T88,T87,Aaron Baddeley,15,2
95,T88,T87,Sangmoon Bae,16,2
96,T88,T87,Shintaro Ban,2,2
97,T88,T87,Garrett Barber,1,2
98,T88,T259,Ricky Barnes,8,2
99,T88,T87,Rich Beem,1,2
100,T88,T87,Daniel Berger,14,2
101,T88,T87,Gaganjeet Bhullar,2,2
102,T88,T87,Lucas Bjerregaard,10,2
103,T88,T87,Zac Blair,1,2
104,T88,T87,Ryan Blaum,21,2
105,T88,T87,Jonas Blixt,20,2
106,T88,T87,Keegan Bradley,18,2
107,T88,T87,Scott Brown,21,2
108,T88,T87,Sam Burns,22,2
109,T88,T87,Jonathan Byrd,13,2
110,T88,T87,Patrick Cantlay,14,2
111,T88,T87,John Catlin,5,2
112,T88,T87,Kevin Chappell,3,2
113,T88,T87,K.J. Choi,7,2
114,T88,T87,Stewart Cink,12,2
115,T88,T87,Chad Collins,9,2
116,T88,T87,Austin Cook,17,2
117,T88,T87,Ben Crane,13,2
118,T88,T87,George Cunningham,2,2
119,T88,T87,Jon Curran,4,2
120,T88,T87,Roberto Díaz,16,2
121,T88,T87,Joel Dahmen,22,2
122,T88,T87,Brian Davis,5,2
123,T88,T87,Bryson DeChambeau,13,2
124,T88,T87,Thomas Detry,1,2
125,T88,T87,Ernie Els,14,2
126,T88,T87,Matt Every,12,2
127,T88,T87,Derek Fathauer,10,2
128,T88,T87,Armando Favela,1,2
129,T88,T87,Ross Fisher,1,2
130,T88,T87,Matthew Fitzpatrick,11,2
131,T88,T87,Tommy Fleetwood,11,2
132,T88,T87,Ryan Fox,4,2
133,T88,T87,Oscar Fraustro,1,2
134,T88,T87,Jim Furyk,16,2
135,T88,T87,Joey Garber,15,2
136,T88,T87,Brice Garnett,21,2
137,T88,T87,Brian Gay,22,2
138,T88,T87,Talor Gooch,12,2
139,T88,T87,Jason Gore,4,2
140,T88,T87,Branden Grace,18,2
141,T88,T87,Ben Griffin,2,2
142,T88,T87,Will Grimmer,1,2
143,T88,T87,Chesson Hadley,20,2
144,T88,T87,Brandon Hagy,12,2
145,T88,T87,James Hahn,10,2
146,T88,T87,Seungsu Han,1,2
147,T88,T87,Justin Harding,9,2
148,T88,T87,Nick Hardy,3,2
149,T88,T87,Brian Harman,22,2
150,T88,T87,Padraig Harrington,7,2
151,T88,T87,Russell Henley,18,2
152,T88,T87,J.J. Henry,15,2
153,T88,T87,Jim Herman,16,2
154,T88,T87,Kramer Hickok,19,2
155,T88,T87,Lee Hodges,1,2
156,T88,T87,Charley Hoffman,18,2
157,T88,T87,Morgan Hoffmann,8,2
158,T88,T87,J.B. Holmes,18,2
159,T88,T87,Beau Hossler,20,2
160,T88,T87,Charles Howell III,19,2
161,T88,T87,Mackenzie Hughes,19,2
162,T88,T87,Billy Hurley III,8,2
163,T88,T87,Sungjae Im,26,2
164,T88,T87,Shugo Imahira,4,2
165,T88,T87,Trevor Immelman,4,2
166,T88,T87,Freddie Jacobson,14,2
167,T88,T87,Jazz Janewattananond,1,2
168,T88,T87,Zach Johnson,15,2
169,T88,T87,Matt Jones,19,2
170,T88,T87,Kyle Jones,19,2
171,T88,T87,Takumi Kanaya,2,2
172,T88,T87,Sung Kang,20,2
173,T88,T87,Whee Kim,21,2
174,T88,T87,Kevin Kisner,17,2
175,T88,,Jake Knapp,1,2
176,T88,T87,Jim Knous,17,2
177,T88,T87,Russell Knox,18,2
178,T88,T87,Matt Kuchar,16,2
179,T88,T87,Andrew Landry,18,2
180,T88,T87,Nate Lashley,13,2
181,T88,T87,Kyoung-Hoon Lee,22,2
182,T88,T87,Marc Leishman,14,2
183,T88,T87,Ben Leong,1,2
184,T88,T87,WC Liang,1,2
185,T88,T87,Nicholas Lindheim,10,2
186,T88,T87,Luke List,16,2
187,T88,T87,Adam Long,19,2
188,T88,T87,Tom Lovelady,10,2
189,T88,T87,Curtis Luck,17,2
190,T88,T87,Will MacKenzie,5,2
191,T88,T87,Peter Malnati,19,2
192,T88,T87,Steve Marino,4,2
193,T88,T87,Hideki Matsuyama,15,2
194,T88,T87,Graeme McDowell,16,2
195,T88,T87,Troy Merritt,12,2
196,T88,T87,Francesco Molinari,10,2
197,T88,T87,Ryan Moore,16,2
198,T88,T87,Trey Mullinax,20,2
199,T88,T87,Doyeob Mun,1,2
200,T88,T87,Grayson Murray,14,2
201,T88,T87,Kevin Na,15,2
202,T88,T87,Joaquin Niemann,20,2
203,T88,T87,Alex Noren,14,2
204,T88,T87,Henrik Norlander,1,2
205,T88,T87,Sean O'Hair,9,2
206,T88,T87,Alvaro Ortiz,4,2
207,T88,T87,Rod Pampling,16,2
208,T88,T87,C.T. Pan,19,2
209,T88,T87,Sanghyun Park,4,2
210,T88,T87,Eddie Pepperell,7,2
211,T88,T87,Pat Perez,16,2
212,T88,T87,Thomas Pieters,4,2
213,T88,T87,D.A. Points,13,2
214,T88,T87,J.T. Poston,22,2
215,T88,T87,"Ted Potter, Jr.",18,2
216,T88,T87,Alex Prugh,18,2
217,T88,T87,Jon Rahm,14,2
218,T88,T87,Chez Reavie,19,2
219,T88,T87,Wes Roach,14,2
220,T88,T87,José de Jesús Rodríguez,17,2
221,T88,T87,Ryan Ruffels,1,2
222,T88,T87,Sam Ryder,16,2
223,T88,T87,Rory Sabbatini,19,2
224,T88,T87,Sam Saunders,18,2
225,T88,T87,Scottie Scheffler,3,2
226,T88,T87,Brady Schnell,14,2
227,T88,T87,Ollie Schniederjans,22,2
228,T88,T87,John Senden,13,2
229,T88,T87,Webb Simpson,14,2
230,T88,T87,Roger Sloan,20,2
231,T88,T87,Brandt Snedeker,18,2
232,T88,T87,Kyle Stanley,18,2
233,T88,T87,Brendan Steele,17,2
234,T88,T87,Henrik Stenson,12,2
235,T88,T87,Sepp Straka,16,2
236,T88,T87,Robert Streb,21,2
237,T88,T87,Kevin Streelman,20,2
238,T88,T87,Chris Stroud,19,2
239,T88,T87,Julian Suri,2,2
240,T88,T87,Hudson Swafford,20,2
241,T88,T87,Josh Teater,17,2
242,T88,T87,Chris Thompson,12,2
243,T88,T87,Cameron Tringale,15,2
244,T88,T87,Kevin Tway,19,2
245,T88,T87,Peter Uihlein,22,2
246,T88,T87,Tyrone Van Aswegen,11,2
247,T88,T87,Erik van Rooyen,4,2
248,T88,T87,Jhonattan Vegas,18,2
249,T88,T87,Scott Vincent,2,2
250,T88,T87,Johnson Wagner,14,2
251,T88,T87,Jimmy Walker,17,2
252,T88,T87,Matt Wallace,9,2
253,T88,T87,Nick Watney,20,2
254,T88,T87,Bubba Watson,13,2
255,T88,T87,Richy Werenski,20,2
256,T88,T87,Charlie Wi,1,2
257,T88,T87,Danny Willett,15,2
258,T88,T87,Aaron Wise,16,2
259,T88,T87,Gary Woodland,17,2
260,T88,T87,Norman Xiong,3,2
261,T262,T259,Brad Adamonis,1,1
262,T262,T259,Mark Anderson,1,1
263,T262,,Matthew Anderson,1,1
264,T262,T259,Adri Arnaus,1,1
265,T262,T259,Arjun Atwal,2,1
266,T262,T259,John Augenstein,1,1
267,T262,T259,Todd Balkin,1,1
268,T262,T259,Blayne Barber,2,1
269,T262,,Paul Barjon,2,1
270,T262,T259,Zach Bauchou,2,1
271,T262,T259,Charlie Beljan,2,1
272,T262,T259,Akshay Bhatia,1,1
273,T262,T259,Alexander Björk,3,1
274,T262,T259,Devon Bling,1,1
275,T262,T259,Jason Bohn,3,1
276,T262,,Etienne Brault,1,1
277,T262,T259,Rufus Brijalba,1,1
278,T262,T259,Wesley Bryan,5,1
279,T262,T259,Hayden Buckley,1,1
280,T262,,Marc-Étienne Bussières,1,1
281,T262,T259,Ángel Cabrera,2,1
282,T262,T259,Rafa Cabrera Bello,15,1
283,T262,T259,Chad Campbell,9,1
284,T262,T259,Jorge Campillo,2,1
285,T262,T259,Rafael Campos,2,1
286,T262,T259,Will Cannon,1,1
287,T262,T259,Juan Cayro Delgado,1,1
288,T262,T259,John Chin,14,1
289,T262,T259,Ho Sung Choi,1,1
290,T262,T259,Minchel Choi,2,1
291,T262,T259,Daniel Chopra,3,1
292,T262,,Will Claxton,2,1
293,T262,T259,Keith Clearwater,1,1
294,T262,T259,George Coetzee,2,1
295,T262,T259,Erik Compton,1,1
296,T262,,Austin Connelly,2,1
297,T262,T259,Chris Couch,2,1
298,T262,T259,Fred Couples,3,1
299,T262,,Chris Crisologo,1,1
300,T262,T259,Brendon de Jonge,4,1
301,T262,,JC Deacon,1,1
302,T262,,Joseph Deraney,1,1
303,T262,T259,Luke Donald,8,1
304,T262,T259,Bruce Doucett,1,1
305,T262,T259,Kevin Dougherty,2,1
306,T262,T259,Brett Drewitt,1,1
307,T262,T259,Ken Duke,1,1
308,T262,T259,Paul Dunne,1,1
309,T262,T259,David Duval,4,1
310,T262,T259,Derek Ernst,2,1
311,T262,T259,Jeronimo Esteve,1,1
312,T262,T259,Broc Everett,2,1
313,T262,T259,Andrew Filbert,2,1
314,T262,T259,Zack Fischer,2,1
315,T262,T259,"Ray Franz, Jr.",1,1
316,T262,T259,Dylan Frittelli,16,1
317,T262,T259,Tommy Gainey,3,1
318,T262,T259,Robert Gamez,2,1
319,T262,T259,Rahil Gangjee,1,1
320,T262,T259,Sergio Garcia,11,1
321,T262,T259,Robert Garrigus,7,1
322,T262,T259,Doug Ghim,6,1
323,T262,T259,Retief Goosen,3,1
324,T262,T259,Bill Haas,18,1
325,T262,T259,Tyler Hall,1,1
326,T262,T259,Todd Hamilton,1,1
327,T262,T259,Blair Hamilton,1,1
328,T262,T259,Hunter Hamrick,1,1
329,T262,T259,Tim Herron,6,1
330,T262,T259,Alexander Hicks,1,1
331,T262,T259,Craig Hocknull,1,1
332,T262,T259,Michael Hopper,1,1
333,T262,T259,Sam Horsfield,3,1
334,T262,T259,Rikuya Hoshino,1,1
335,T262,T259,Viktor Hovland,4,1
336,T262,T259,Matt Hutchins,1,1
337,T262,T259,Yuta Ikeda,2,1
338,T262,T259,Yuki Inamori,2,1
339,T262,T259,Steve Jones,1,1
340,T262,T259,Peter Jones,1,1
341,T262,,Richard Jung,1,1
342,T262,T259,Alex Kang,2,1
343,T262,T259,Smylie Kaufman,2,1
344,T262,T259,Jerry Kelly,2,1
345,T262,T259,Colt Knost,8,1
346,T262,T259,Mikko Korhonen,1,1
347,T262,T259,Yuwa Kosaihira,1,1
348,T262,T259,Rob Labritz,1,1
349,T262,T259,Derek Lamely,1,1
350,T262,T259,Bernhard Langer,1,1
351,T262,,Richard Lee,1,1
352,T262,T259,Richard Lee,1,1
353,T262,T259,Hyungjoon Lee,1,1
354,T262,T259,Tae Hee Lee,2,1
355,T262,T259,Kim Leun-Kwang,1,1
356,T262,T259,Alexander Levy,1,1
357,T262,T259,Tom Lewis,3,1
358,T262,T259,Haotong Li,9,1
359,T262,T259,Frank Lickliter II,1,1
360,T262,T259,David Lingmerth,9,1
361,T262,T259,David Lipsky,4,1
362,T262,T259,Michael Lorenzo-Vera,1,1
363,T262,T259,Dru Love,5,1
364,T262,T259,Shane Lowry,10,1
365,T262,T259,Joost Luiten,4,1
366,T262,T259,Sandy Lyle,1,1
367,T262,T259,Brian Mackey,1,1
368,T262,T259,Dong Seop Maeng,1,1
369,T262,T259,Hunter Mahan,15,1
370,T262,T259,Troy Matteson,2,1
371,T262,T259,Tyler McCumber,1,1
372,T262,T259,Parker McLachlin,5,1
373,T262,T259,Jake McLeod,1,1
374,T262,T259,Eamonn McLoughlin,1,1
375,T262,T259,Jay McLuen,1,1
376,T262,T259,Maverick McNealy,2,1
377,T262,T259,George McNeill,6,1
378,T262,T259,John Merrick,3,1
379,T262,T259,Dylan Meyer,3,1
380,T262,T259,Matthew Millar,1,1
381,T262,,Collin Morikawa,1,1
382,T262,T259,Mark Mulder,1,1
383,T262,T259,Cooper Musselman,1,1
384,T262,,Drew Nesbitt,2,1
385,T262,T259,Bryson Nimmer,1,1
386,T262,T259,Jason Norris,1,1
387,T262,T259,Shaun Norris,2,1
388,T262,T259,Kevin O'Connell,1,1
389,T262,T259,John O'Leary,1,1
390,T262,T259,Timothy O'Neal,1,1
391,T262,T259,Derek Oland,1,1
392,T262,T259,Thorbjørn Olesen,8,1
393,T262,T259,Rob Oppenheim,1,1
394,T262,T259,Garrett Osborn,1,1
395,T262,T259,Adrian Otaegui,3,1
396,T262,T259,David Pastore,2,1
397,T262,T259,Rhadames Pena,1,1
398,T262,T259,Kenny Perry,8,1
399,T262,T259,Martin Piller,10,1
400,T262,T259,Ian Poulter,13,1
401,T262,T259,Seamus Power,21,1
402,T262,T259,Dicky Pride,2,1
403,T262,T259,Aaron Rai,1,1
404,T262,T259,Chad Ramey,1,1
405,T262,T259,Kyle Ramey,1,1
406,T262,T259,Jonathan Randolph,1,1
407,T262,T259,Jovan Rebula,2,1
408,T262,T259,Doc Redman,1,1
409,T262,T259,Charles Reiter,1,1
410,T262,T259,Davis Riley,1,1
411,T262,T259,JC Ritchie,1,1
412,T262,T259,John Rollins,3,1
413,T262,T259,Andres Romero,6,1
414,T262,,Joey Savoie,1,1
415,T262,T259,Jeff Schmid,1,1
416,T262,T259,Cory Schneider,1,1
417,T262,T259,Charl Schwartzel,13,1
418,T262,T259,Steve Scott,1,1
419,T262,T259,Adam Scott,12,1
420,T262,T259,Jason Scrivener,1,1
421,T262,T259,Matthew Short,1,1
422,T262,T259,Hiram Silfa,2,1
423,T262,T259,Vijay Singh,6,1
424,T262,T259,Heath Slocum,2,1
425,T262,T259,Chris Smith,1,1
426,T262,T259,Kevin Stadler,3,1
427,T262,T259,Richard Sterne,2,1
428,T262,T259,Brandon Stone,2,1
429,T262,T259,Zack Sucher,3,1
430,T262,T259,Justin Suh,2,1
431,T262,T259,Roland Thatcher,2,1
432,T262,T259,Braden Thornberry,2,1
433,T262,T259,David Toms,1,1
434,T262,T259,D.J. Trahan,11,1
435,T262,T259,Austen Truslow,2,1
436,T262,T259,Omar Uresti,2,1
437,T262,T259,Sebastián Vázquez,1,1
438,T262,T259,Kristoffer Ventura,3,1
439,T262,T259,Ryan Vermeer,4,1
440,T262,T259,Boo Weekley,5,1
441,T262,T259,Mike Weir,4,1
442,T262,T259,Lee Westwood,3,1
443,T262,,Josh Whalen,1,1
444,T262,T259,Tim Wilkinson,1,1
445,T262,T259,Mark Wilson,1,1
446,T262,T259,Ian Woosnam,1,1
447,T262,T259,Bowen Xiao,1,1
448,T262,T259,Y.E. Yang,2,1
