,Consecutive_Par_5_Birdies_RANK THIS WEEK,Consecutive_Par_5_Birdies_RANK LAST WEEK,Consecutive_Par_5_Birdies_PLAYER NAME,Consecutive_Par_5_Birdies_EVENTS,Consecutive_Par_5_Birdies_NUMBER OF HOLES
48,T44,T44,Tommy Fleetwood,11,7
49,T44,T44,Dylan Frittelli,16,7
50,T44,T44,Bill Haas,18,7
51,T44,T44,James Hahn,10,7
52,T44,T44,Billy Horschel,19,7
53,T44,T72,Sungjae Im,26,7
54,T44,T44,Russell Knox,18,7
55,T44,T44,Kelly Kraft,23,7
56,T44,T44,Marc Leishman,14,7
57,T44,T44,Hideki Matsuyama,15,7
58,T44,T44,Graeme McDowell,16,7
59,T44,T44,Keith Mitchell,19,7
60,T44,T44,Ryan Palmer,16,7
61,T44,T44,Martin Piller,10,7
62,T44,T44,Alex Prugh,18,7
63,T44,T44,Jon Rahm,14,7
64,T44,T44,Shubhankar Sharma,6,7
65,T44,T44,Hudson Swafford,20,7
66,T44,T44,Josh Teater,17,7
67,T44,T44,Peter Uihlein,22,7
68,T44,T269,Erik van Rooyen,4,7
69,T44,T44,Jimmy Walker,17,7
70,T44,T44,Nick Watney,20,7
71,T44,T44,Bubba Watson,13,7
72,T44,T44,Danny Willett,15,7
73,T74,T72,Anders Albertson,18,6
74,T74,T72,Abraham Ancer,20,6
75,T74,T72,Kiradech Aphibarnrat,15,6
76,T74,T72,Aaron Baddeley,15,6
77,T74,T72,Alexander Björk,3,6
78,T74,T72,Dominic Bozzelli,17,6
79,T74,T72,Scott Brown,21,6
80,T74,T72,Bronson Burgoon,14,6
81,T74,T72,Sam Burns,22,6
82,T74,T72,Paul Casey,15,6
83,T74,T72,John Catlin,5,6
84,T74,T72,John Chin,14,6
85,T74,T72,Wyndham Clark,20,6
86,T74,T72,Ben Crane,13,6
87,T74,T72,Thomas Detry,1,6
88,T74,T72,Tyler Duncan,22,6
89,T74,T72,Julián Etulain,17,6
90,T74,T72,Tony Finau,17,6
91,T74,T72,Rickie Fowler,14,6
92,T74,T72,Jim Furyk,16,6
93,T74,T72,Fabián Gómez,14,6
94,T74,T72,Talor Gooch,12,6
95,T74,T72,Emiliano Grillo,17,6
96,T74,T72,Brandon Harkins,21,6
97,T74,T72,David Hearn,14,6
98,T74,T72,Max Homa,19,6
99,T74,T72,Stephan Jaeger,19,6
100,T74,T72,Dustin Johnson,12,6
101,T74,T72,Matt Jones,19,6
102,T74,T72,Martin Kaymer,11,6
103,T74,T72,Chris Kirk,17,6
104,T74,T72,Patton Kizzire,18,6
105,T74,T72,Anirban Lahiri,17,6
106,T74,T72,Martin Laird,18,6
107,T74,T72,Kyoung-Hoon Lee,22,6
108,T74,T72,Nicholas Lindheim,10,6
109,T74,T72,David Lingmerth,9,6
110,T74,T72,Luke List,16,6
111,T74,T72,Peter Malnati,19,6
112,T74,T72,Troy Merritt,12,6
113,T74,T72,Ryan Moore,16,6
114,T74,T72,Trey Mullinax,20,6
115,T74,T72,Grayson Murray,14,6
116,T74,T72,J.T. Poston,22,6
117,T74,T72,Seamus Power,21,6
118,T74,T72,Doc Redman,1,6
119,T74,T72,Wes Roach,14,6
120,T74,T72,Rory Sabbatini,19,6
121,T74,T72,Brady Schnell,14,6
122,T74,T72,Ollie Schniederjans,22,6
123,T74,T72,Charl Schwartzel,13,6
124,T74,T72,Sepp Straka,16,6
125,T74,T72,Robert Streb,21,6
126,T74,T72,Brian Stuard,22,6
127,T74,T72,Vaughn Taylor,21,6
128,T74,T72,Michael Thompson,17,6
129,T74,T72,D.J. Trahan,11,6
130,T74,T72,Kevin Tway,19,6
131,T74,T72,Tiger Woods,8,6
132,T133,T132,Stuart Appleby,3,5
133,T133,T132,Ryan Armour,21,5
134,T133,T269,Paul Barjon,2,5
135,T133,T132,Daniel Berger,14,5
136,T133,T132,Lucas Bjerregaard,10,5
137,T133,T132,Jonas Blixt,20,5
138,T133,T132,Keegan Bradley,18,5
139,T133,T132,Roberto Castro,16,5
140,T133,T132,Kevin Chappell,3,5
141,T133,T132,Stewart Cink,12,5
142,T133,T132,Chad Collins,9,5
143,T133,T132,Corey Conners,20,5
144,T133,T132,Austin Cook,17,5
145,T133,T132,Fred Couples,3,5
146,T133,T132,Luke Donald,8,5
147,T133,T132,Jason Dufner,19,5
148,T133,T132,Oscar Fraustro,1,5
149,T133,T132,Joey Garber,15,5
150,T133,T132,Sergio Garcia,11,5
151,T133,T132,Brice Garnett,21,5
152,T133,T132,Brian Gay,22,5
153,T133,T132,Cody Gribble,18,5
154,T133,T132,Chesson Hadley,20,5
155,T133,T132,Justin Harding,9,5
156,T133,T132,Brian Harman,22,5
157,T133,T132,Kramer Hickok,19,5
158,T133,T132,Morgan Hoffmann,8,5
159,T133,T132,Beau Hossler,20,5
160,T133,T132,Charles Howell III,19,5
161,T133,T132,Mackenzie Hughes,19,5
162,T133,T132,Kyle Jones,19,5
163,T133,T132,Smylie Kaufman,2,5
164,T133,T132,Kevin Kisner,17,5
165,T133,T132,Jim Knous,17,5
166,T133,T132,Satoshi Kodaira,16,5
167,T133,T132,Jason Kokrak,17,5
168,T133,T132,Matt Kuchar,16,5
169,T133,T132,Andrew Landry,18,5
170,T133,T132,Scott Langley,20,5
171,T133,T132,Adam Long,19,5
172,T133,T132,Jamie Lovemark,7,5
173,T133,T269,Curtis Luck,17,5
174,T133,T132,Hunter Mahan,15,5
175,T133,T132,Steve Marino,4,5
176,T133,T132,Denny McCarthy,20,5
177,T133,T132,Kevin Na,15,5
178,T133,T132,Alex Noren,14,5
179,T133,T132,Sean O'Hair,9,5
180,T133,T132,Carlos Ortiz,21,5
181,T133,T132,C.T. Pan,19,5
182,T133,T132,Scott Piercy,19,5
183,T133,T132,"Ted Potter, Jr.",18,5
184,T133,T132,Andrew Putnam,17,5
185,T133,T132,Chad Ramey,1,5
186,T133,T132,Patrick Rodgers,14,5
187,T133,T200,José de Jesús Rodríguez,17,5
188,T133,T132,Sam Saunders,18,5
189,T133,T132,John Senden,13,5
190,T133,T132,Webb Simpson,14,5
191,T133,T132,Cameron Smith,16,5
192,T133,T132,Kevin Stadler,3,5
193,T133,T132,Scott Stallings,20,5
194,T133,T132,Brendan Steele,17,5
195,T133,T132,Henrik Stenson,12,5
196,T133,T132,Kevin Streelman,20,5
197,T133,T132,Chris Stroud,19,5
198,T133,T132,Zack Sucher,3,5
199,T133,T132,Brendon Todd,7,5
200,T133,T132,Johnson Wagner,14,5
201,T133,T132,Richy Werenski,20,5
202,T133,T132,Chase Wright,19,5
203,T204,T200,Adri Arnaus,1,4
204,T204,T200,Ricky Barnes,8,4
205,T204,T200,Gaganjeet Bhullar,2,4
206,T204,T200,Jonathan Byrd,13,4
207,T204,T200,Rafa Cabrera Bello,15,4
208,T204,T200,Rafael Campos,2,4
209,T204,T200,Will Cannon,1,4
210,T204,T200,Ho Sung Choi,1,4
211,T204,T200,Daniel Chopra,3,4
212,T204,T200,George Cunningham,2,4
213,T204,T200,Kevin Dougherty,2,4
214,T204,T200,Ernie Els,14,4
215,T204,T200,Derek Fathauer,10,4
216,T204,T200,Zack Fischer,2,4
217,T204,T200,Martin Flores,1,4
218,T204,T200,Ryan Fox,4,4
219,T204,T200,Doug Ghim,6,4
220,T204,T200,Jason Gore,4,4
221,T204,T200,Seungsu Han,1,4
222,T204,T200,Tyrrell Hatton,13,4
223,T204,T200,Jim Herman,16,4
224,T204,T200,Tim Herron,6,4
225,T204,T200,Charley Hoffman,18,4
226,T204,T200,Tom Hoge,24,4
227,T204,T200,J.B. Holmes,18,4
228,T204,T200,Rikuya Hoshino,1,4
229,T204,T200,Viktor Hovland,4,4
230,T204,T200,John Huh,13,4
231,T204,T200,Trevor Immelman,4,4
232,T204,T200,Marty Jertson,1,4
233,T204,T200,Zach Johnson,15,4
234,T204,T200,Whee Kim,21,4
235,T204,T200,Michael Kim,21,4
236,T204,T200,Nate Lashley,13,4
237,T204,T200,Danny Lee,20,4
238,T204,T200,Tae Hee Lee,2,4
239,T204,T200,Haotong Li,9,4
240,T204,T200,Dru Love,5,4
241,T204,T200,Tom Lovelady,10,4
242,T204,T200,Will MacKenzie,5,4
243,T204,T200,Chip McDaniel,3,4
244,T204,T200,Parker McLachlin,5,4
245,T204,T200,John Merrick,3,4
246,T204,T200,Francesco Molinari,10,4
247,T204,T200,Joaquin Niemann,20,4
248,T204,T200,Louis Oosthuizen,12,4
249,T204,T200,Eddie Pepperell,7,4
250,T204,T200,Pat Perez,16,4
251,T204,T200,Kenny Perry,8,4
252,T204,T200,Thomas Pieters,4,4
253,T204,T200,D.A. Points,13,4
254,T204,T200,Aaron Rai,1,4
255,T204,T200,Andres Romero,6,4
256,T204,T200,Matthew Short,1,4
257,T204,T200,Ben Silverman,17,4
258,T204,T200,Vijay Singh,6,4
259,T204,T200,Roger Sloan,20,4
260,T204,T200,Kyle Stanley,18,4
261,T204,T200,Shawn Stefani,19,4
262,T204,T200,Nick Taylor,20,4
263,T204,T269,Chris Thompson,12,4
264,T204,T200,Harold Varner III,20,4
265,T204,T200,Ryan Vermeer,4,4
266,T204,T200,Boo Weekley,5,4
267,T204,T200,Tim Wilkinson,1,4
268,T204,T200,Aaron Wise,16,4
269,T204,T200,Matthew Wolff,1,4
270,T204,T200,Y.E. Yang,2,4
271,T204,T200,Carl Yuan,1,4
272,T273,T269,Dawson Armstrong,1,3
273,T273,T269,Daniel Balin,1,3
274,T273,T269,Charlie Beljan,2,3
275,T273,T269,Akshay Bhatia,1,3
276,T273,T269,Wesley Bryan,5,3
277,T273,T269,Chad Campbell,9,3
278,T273,T269,Juan Cayro Delgado,1,3
279,T273,T269,Alex Cejka,16,3
280,T273,T269,Will Claxton,2,3
281,T273,T269,George Coetzee,2,3
282,T273,T269,Chris Couch,2,3
283,T273,T269,Brian Davis,5,3
284,T273,T269,Eric Dugas,1,3
285,T273,T269,Paul Dunne,1,3
286,T273,T269,Derek Ernst,2,3
287,T273,T269,Broc Everett,2,3
288,T273,T269,Robert Garrigus,7,3
289,T273,,Michael Gligic,1,3
290,T273,T269,Retief Goosen,3,3
291,T273,T269,Brandon Hagy,12,3
292,T273,T269,Padraig Harrington,7,3
293,T273,T269,J.J. Henry,15,3
294,T273,T269,Lee Hodges,1,3
295,T273,T269,Sam Horsfield,3,3
296,T273,T269,Yuta Ikeda,2,3
297,T273,T269,Freddie Jacobson,14,3
298,T273,,Richard Jung,1,3
299,T273,T269,Takumi Kanaya,2,3
300,T273,T269,Sihwan Kim,2,3
301,T273,,Jake Knapp,1,3
302,T273,T269,Colt Knost,8,3
303,T273,T269,Rob Labritz,1,3
304,T273,T269,Kim Leun-Kwang,1,3
305,T273,T269,WC Liang,1,3
306,T273,T269,Joost Luiten,4,3
307,T273,T269,Tyler McCumber,1,3
308,T273,T269,Jake McLeod,1,3
309,T273,T269,Maverick McNealy,2,3
310,T273,T269,George McNeill,6,3
311,T273,T269,Dylan Meyer,3,3
312,T273,T269,Blake Morris,1,3
313,T273,T269,Doyeob Mun,1,3
314,T273,T336,Drew Nesbitt,2,3
315,T273,T269,Shaun Norris,2,3
316,T273,T269,Kevin O'Connell,1,3
317,T273,T269,Derek Oland,1,3
318,T273,T269,Adrian Otaegui,3,3
319,T273,T269,Rod Pampling,16,3
320,T273,T269,David Pastore,2,3
321,T273,T269,Andrea Pavan,1,3
322,T273,T269,Ted Purdy,1,3
323,T273,T269,Charles Reiter,1,3
324,T273,T269,Davis Riley,1,3
325,T273,T269,JC Ritchie,1,3
326,T273,T269,Tony Romo,2,3
327,T273,T269,Scottie Scheffler,3,3
328,T273,T269,Brandon Stone,2,3
329,T273,T269,Steve Stricker,7,3
330,T273,T269,Braden Thornberry,2,3
331,T273,T269,Cameron Tringale,15,3
332,T273,T269,Omar Uresti,2,3
333,T273,T269,Tyrone Van Aswegen,11,3
334,T273,T269,Matt Wallace,9,3
335,T273,T269,Mike Weir,4,3
336,T273,T269,Mark Wilson,1,3
337,T273,T269,Norman Xiong,3,3
338,T273,T269,Xinjun Zhang,1,3
339,T340,T336,Robert Allenby,2,2
340,T340,T336,Mark Anderson,1,2
341,T340,T336,Arjun Atwal,2,2
342,T340,T336,John Augenstein,1,2
343,T340,T336,Todd Balkin,1,2
344,T340,T336,"Mike Ballo, Jr.",1,2
345,T340,T336,Shintaro Ban,2,2
346,T340,T336,Blayne Barber,2,2
347,T340,T336,Garrett Barber,1,2
348,T340,T336,Oliver Bekker,1,2
349,T340,T336,Zac Blair,1,2
350,T340,T336,Kris Blanks,1,2
351,T340,T336,Devon Bling,1,2
352,T340,T336,Jason Bohn,3,2
353,T340,T336,Hayden Buckley,1,2
354,T340,,Marc-Étienne Bussières,1,2
355,T340,T336,K.J. Choi,7,2
356,T340,T336,Minchel Choi,2,2
357,T340,T408,Austin Connelly,2,2
358,T340,T336,Ben Cook,1,2
359,T340,T336,Jon Curran,4,2
360,T340,T336,Brendon de Jonge,4,2
361,T340,,JC Deacon,1,2
362,T340,T336,Stuart Deane,2,2
363,T340,T336,Brett Drewitt,1,2
364,T340,T336,James Driscoll,1,2
365,T340,T336,David Duval,4,2
366,T340,T336,Armando Favela,1,2
367,T340,T336,Edward Figueroa,1,2
368,T340,T336,Ross Fisher,1,2
369,T340,T336,Wilson Furr,1,2
370,T340,T336,Blair Hamilton,1,2
371,T340,T336,Nick Hardy,3,2
372,T340,T336,Nick Heinen,1,2
373,T340,T336,Theo Humphrey,1,2
374,T340,T336,Billy Hurley III,8,2
375,T340,T336,Matt Hutchins,1,2
376,T340,T336,Shugo Imahira,4,2
377,T340,T336,Yuki Inamori,2,2
378,T340,T336,Jazz Janewattananond,1,2
379,T340,T336,Alex Kang,2,2
380,T340,T336,Jerry Kelly,2,2
381,T340,T336,Kurt Kitayama,1,2
382,T340,T336,Bernhard Langer,1,2
383,T340,T336,Hyungjoon Lee,1,2
384,T340,T336,Ben Leong,1,2
385,T340,T336,Alexander Levy,1,2
386,T340,T336,Tom Lewis,3,2
387,T340,T336,Michael Lorenzo-Vera,1,2
388,T340,T336,Troy Matteson,2,2
389,T340,,Collin Morikawa,1,2
390,T340,T336,Bryson Nimmer,1,2
391,T340,T336,Henrik Norlander,1,2
392,T340,T336,Jason Norris,1,2
393,T340,T336,Alvaro Ortiz,4,2
394,T340,T336,Garrett Osborn,1,2
395,T340,T336,Taylor Pendrith,1,2
396,T340,T336,Jovan Rebula,2,2
397,T340,T336,John Rollins,3,2
398,T340,T336,Ryan Ruffels,1,2
399,T340,T336,Brett Rumford,1,2
400,T340,T336,Julio Santos,1,2
401,T340,,Joey Savoie,1,2
402,T340,T336,Jared Sawada,1,2
403,T340,T336,Jason Scrivener,1,2
404,T340,T336,Hiram Silfa,2,2
405,T340,T336,Chris Smith,1,2
406,T340,T336,Richard Sterne,2,2
407,T340,T336,Justin Suh,2,2
408,T340,T336,Andy Sullivan,1,2
409,T340,T336,Marc Turnesa,1,2
410,T340,T336,Kristoffer Ventura,3,2
411,T340,T336,Scott Vincent,2,2
412,T340,T336,Lee Westwood,3,2
413,T340,T336,Charlie Wi,1,2
414,T340,T336,Ian Woosnam,1,2
415,T416,,James Allenby,1,1
416,T416,T408,Max Alverio,1,1
417,T416,T408,Mark Anguiano,1,1
418,T416,T408,Ashun Wu,1,1
419,T416,T408,Eric Axley,4,1
420,T416,T408,Zach Bauchou,2,1
421,T416,T408,Alex Beach,1,1
422,T416,T408,Cameron Beckman,2,1
423,T416,T408,Rich Beem,1,1
424,T416,T408,"Rich Berberian, Jr.",1,1
425,T416,T408,Justin Bertsch,2,1
426,T416,,Michael Blair,1,1
427,T416,T408,Adam Bland,1,1
428,T416,T408,Michael Block,2,1
429,T416,,Etienne Brault,1,1
430,T416,T408,Rufus Brijalba,1,1
431,T416,T408,Ángel Cabrera,2,1
432,T416,T408,Jorge Campillo,2,1
433,T416,T408,Jason Caron,1,1
434,T416,,Albin Choi,1,1
435,T416,T408,Keith Clearwater,1,1
436,T416,T408,Erik Compton,1,1
437,T416,,Chris Crisologo,1,1
438,T416,T408,John Daly,1,1
439,T416,,Thomas DeMarco,1,1
440,T416,,Joseph Deraney,1,1
441,T416,T408,Bruce Doucett,1,1
442,T416,T408,Ken Duke,1,1
443,T416,T408,Jacob Eggers,1,1
444,T416,T408,Jeronimo Esteve,1,1
445,T416,T408,Lukas Euler,1,1
446,T416,T408,Andrew Filbert,2,1
447,T416,T408,"Ray Franz, Jr.",1,1
448,T416,T408,Tommy Gainey,3,1
449,T416,T408,Robert Gamez,2,1
450,T416,T408,Rahil Gangjee,1,1
451,T416,T408,Mathew Goggin,1,1
452,T416,T408,Andres Gonzales,1,1
453,T416,T408,Brent Grant,1,1
454,T416,T408,Will Grimmer,1,1
455,T416,T408,Todd Hamilton,1,1
456,T416,T408,Hunter Hamrick,1,1
457,T416,T408,Berry Henson,1,1
458,T416,T408,Lucas Herbert,1,1
459,T416,T408,Alexander Hicks,1,1
460,T416,T408,Michael Hopper,1,1
461,T416,T408,Steve Jones,1,1
462,T416,T408,Brendan Jones,1,1
463,T416,T408,Peter Jones,1,1
464,T416,T408,Jonathan Kaye,2,1
465,T416,T408,Yuwa Kosaihira,1,1
466,T416,T408,Derek Lamely,1,1
467,T416,T408,Neal Lancaster,1,1
468,T416,T408,Richard Lee,1,1
469,T416,T408,Frank Lickliter II,1,1
470,T416,T408,Yanwei Liu,1,1
471,T416,T408,Sandy Lyle,1,1
472,T416,T408,Dong Seop Maeng,1,1
473,T416,T408,Ben Martin,1,1
474,T416,T408,Eamonn McLoughlin,1,1
475,T416,T408,Jay McLuen,1,1
476,T416,T408,Spike McRoy,1,1
477,T416,T408,Shaun Micheel,1,1
478,T416,T408,Matthew Millar,1,1
479,T416,T408,Larry Mize,1,1
480,T416,T408,Mark Mulder,1,1
481,T416,T408,Cooper Musselman,1,1
482,T416,T408,Cole Nygren,1,1
483,T416,T408,Timothy O'Neal,1,1
484,T416,T408,José María Olazábal,1,1
485,T416,T408,Rob Oppenheim,1,1
486,T416,T408,Preston Otte,1,1
487,T416,T408,Rod Perry,3,1
488,T416,T408,Carl Pettersson,1,1
489,T416,T408,Kenny Pigman,1,1
490,T416,T408,Dicky Pride,2,1
491,T416,T408,Jonathan Randolph,1,1
492,T416,T408,George Riley,1,1
493,T416,T408,Hyun-woo Ryu,1,1
494,T416,T408,Jason Schmuhl,1,1
495,T416,T408,Steve Scott,1,1
496,T416,T408,Nathan Stamey,1,1
497,T416,T408,Julian Suri,2,1
498,T416,T408,Roland Thatcher,2,1
499,T416,T408,David Toms,1,1
500,T416,T408,Austen Truslow,2,1
501,T416,T408,Sebastián Vázquez,1,1
502,T416,T408,Tucker Wadkins,1,1
503,T416,T408,Bowen Xiao,1,1
504,T416,,Ryan Yip,1,1
505,T416,T408,Zach Zaback,1,1
